ResourceID,Full Address,Address Type,Building Name,Building Number (Sub-Street),Sub-Street,Building Number (Street),Street,Locality,Town,County,Country,Postcode
00934532-3683-4282-b609-24b392ec7530,"Jackson House, 86  Sandyhill Lane, Ipswich, Suffolk, IP3 0NA",Primary,Jackson House,,,86 ,Sandyhill Lane,,Ipswich,Suffolk,,IP3 0NA
009b376c-7bab-4643-bf66-8c5b5a9f46aa,"18  Holborn, London, EC1N 2LE",Primary,,,,18 ,Holborn,,London,,,EC1N 2LE
00dd4cac-0399-4386-b2ba-8e58ecc36a01,"2b Glensdale Road, Brockley, London, SE4 1UE",Primary,,,,2b,Glensdale Road,Brockley,London,,,SE4 1UE
0101f7e4-25d9-46ff-9269-3c5d9bcd34d5,"Grosvenor House, 69  London Road, Redhill, Surrey,  RH1 1LQ",Primary,Grosvenor House,,,69 ,London Road,,Redhill,Surrey,, RH1 1LQ
017c9583-7e38-47ca-b775-bfc88ca1acc1,"3  Manchester Square, London, W1U 3PB",Primary,,,,3 ,Manchester Square,,London,,,W1U 3PB
0190cb2c-269d-43c0-b90f-6afa87d5cb08,"Costain House, Vanwall Business Park, Maidenhead, Berkshire, SL6 4UB",Primary,Costain House,,,,Vanwall Business Park,,Maidenhead,Berkshire,,SL6 4UB
019a0345-ce73-49dd-9982-50ede416062e,"Arisa Gallery, 130  Shad Thames, London, SE1 2PU",Primary,Arisa Gallery,,,130 ,Shad Thames,,London,,,SE1 2PU
01a44159-a393-4d76-89cc-040e8c7abc77,"14  Lower Grosvenor Place, London, SW1W 0EX",Primary,,,,14 ,Lower Grosvenor Place,,London,,,SW1W 0EX
01c881fe-47f7-4118-bc5a-c65c882183cf,"47  Clapham High Street, London, SW4 7TL",Primary,,,,47 ,Clapham High Street,,London,,,SW4 7TL
01e19f24-0c68-4f67-b754-5169b7f8de8d,"Heron House, 4  Bentinck Street, London, W1U 2EF",Primary,Heron House,,,4 ,Bentinck Street,,London,,,W1U 2EF
023eee92-87a8-464b-922f-cc37464267df,"Station House, Connaught Road, Brookwood, Woking, Surrey, GU24 0ER",Primary,Station House,,,,Connaught Road,Brookwood,Woking,Surrey,,GU24 0ER
023f823c-0726-45a0-a8e7-3d2c66d54327,"The Shaftesbury Centre, Percy Street, Swindon, Wiltshire, SN2 2AZ",Primary,The Shaftesbury Centre,,,,Percy Street,,Swindon,Wiltshire,,SN2 2AZ
025ce0c2-3b6e-4262-8a67-f58accc6b7ce,"1-5 Clerkenwell Road, London, EC1M 5PA",Primary,,,,1-5,Clerkenwell Road,,London,,,EC1M 5PA
029011d8-0f05-450c-8834-67d044147526,"18 Frogmore Road, Hemel Hempstead, Hertfordshire, HP3 9RW",Primary,,,,18,Frogmore Road,,Hemel Hempstead,Hertfordshire,,HP3 9RW
02b97cfa-67ac-4fe8-8802-ef87900d8695,"83  Blackfriars Road, London, SE1 8HA",Primary,,,,83 ,Blackfriars Road,,London,,,SE1 8HA
02bc5647-4f89-461b-b6c8-c3fec3c4d86f,"85  Southwark Street, London,  SE1 0HX",Primary,,,,85 ,Southwark Street,,London,,, SE1 0HX
02e68e6e-4cad-4f23-b023-4b44d1cdb276,"Transport Avenue, Brentford, TW8 9HA",Primary,,,,,Transport Avenue,,Brentford,,,TW8 9HA
0332ec50-16f2-4394-b586-a098d8f608b2,"Kemble Drive, Swindon, SN2 2GZ",Primary,,,,,Kemble Drive,,Swindon,,,SN2 2GZ
036c2b09-4ad7-41d1-9b42-c9932e5031f5,"Calverley House, 55  Calverley Road,, Tunbridge Wells, Kent, TN1 2TU",Primary,Calverley House,,,55 ,"Calverley Road,",,Tunbridge Wells,Kent,,TN1 2TU
03a6e3c0-c55a-4cfd-a598-4549f745a78c,"16  Eastcheap, London, EC3M 1BD",Primary,,,,16 ,Eastcheap,,London,,,EC3M 1BD
03aa932b-87be-4479-a2fb-5991be437b14,"Second Floor - Unit 2 A C Court, High Street, Thames Ditton, Surrey, KT7 0SR",Primary,Second Floor - Unit 2 A C Court,,,,High Street,,Thames Ditton,Surrey,,KT7 0SR
03bec780-8cc2-4c0d-8a0f-37ae7f1f654e,"The Old Boathouse, 1a Putney Embankment, London, SW15 1LB",Primary,The Old Boathouse,,,1a,Putney Embankment,,London,,,SW15 1LB
03bfa7b0-14ef-4698-9fbf-93f82a4a38d5,"30  Percy Street, London, W1T 2DB",Primary,,,,30 ,Percy Street,,London,,,W1T 2DB
03ce669c-ff7c-4d00-bc83-ea59598beb77,"4  Stanley Road, Enfield, EN1 1NG",Primary,,,,4 ,Stanley Road,,Enfield,,,EN1 1NG
03fef89e-e03a-4817-a4b9-d3dc1ce9c5b1,"The Plaza, Owen Way, Leominster Enterprise Park, Leominster, Herefordshire, HR6 0LA",Primary,The Plaza,,,,Owen Way,Leominster Enterprise Park,Leominster,Herefordshire,,HR6 0LA
0417d915-56f1-4896-a618-ba3b91e86fa3,"St Thomas's Church, St Thomas Street, London, SE1 9RY",Primary,St Thomas's Church,,,,St Thomas Street,,London,,,SE1 9RY
0468e9b3-b7e0-4917-bfce-551fe3fd9981,"Little Priory Offices, 4  Fore Street, Totnes, TQ9 5NJ",Primary,Little Priory Offices,,,4 ,Fore Street,,Totnes,,,TQ9 5NJ
04a35639-3542-40ad-8784-8ea1641d93c2,"Quantum House, 3-5 College Street, Nottingham, Nottinghamshire, NG1 5AQ",Primary,Quantum House,,,3-5,College Street,,Nottingham,Nottinghamshire,,NG1 5AQ
057f5460-d94f-408a-966f-e0f4e19ac7b3,"The Print House, 18  Ashwin Street, London,  E8 3DL",Primary,The Print House,,,18 ,Ashwin Street,,London,,, E8 3DL
05a8162d-a538-4060-97c8-ff503bbeb397,"Sir Stanley Clarke House, 7  Ridgeway, Quinton, Birmingham, B32 1AF",Primary,Sir Stanley Clarke House,,,7 ,Ridgeway,Quinton,Birmingham,,,B32 1AF
068e2911-5990-4c0a-aea5-3a2536b6d6e0,"112  High Street, Uxbridge, Middlesex, UB8 1JT",Primary,,,,112 ,High Street,,Uxbridge,Middlesex,,UB8 1JT
06a3bb53-8565-42f7-8133-1aee0735915b,"Aston Webb Building, University of Birmingham, Edgbaston, Birmingham, West Midlands, B15 2TT",Primary,Aston Webb Building,,,,University of Birmingham,Edgbaston,Birmingham,West Midlands,,B15 2TT
06a46942-a8c8-434f-8984-86650e6b103e,"Amshold House, Golding's Hill, Loughton, Essex, IG10 2RW",Primary,Amshold House,,,,Golding's Hill,,Loughton,Essex,,IG10 2RW
06a92817-7998-4446-a648-037ef6e50306,"Mentmore House, 11  Cray Avenue, Orpington, Kent, BR5 3QF",Primary,Mentmore House,,,11 ,Cray Avenue,,Orpington,Kent,,BR5 3QF
06b24439-94ee-4ba1-ae8a-86a21d0c4e4f,"Guildhall - PO Box 270, London, EC2P 2EJ",Primary,Guildhall - PO Box 270,,,,,,London,,,EC2P 2EJ
07ab77c5-a7ea-406d-b72a-8995dc9dc75a,"Windmill Court, 2  Borstal Hill, Whitstable, Kent, CT5 4QH",Primary,Windmill Court,,,2 ,Borstal Hill,,Whitstable,Kent,,CT5 4QH
07c39c5e-20df-408d-9bab-f5799513251e,"Museum of London, 150 London Wall, London, EC2Y 5HN",Primary,Museum of London,,,150,London Wall,,London,,,EC2Y 5HN
08113d94-1e94-42e6-9363-b0c865bac123,"Calvert's Buildings, 52B Borough High Street, London, SE1 1NX",Primary,Calvert's Buildings,,,52B,Borough High Street,,London,,,SE1 1NX
0842f5ef-fb82-4c17-a845-afb81caf2c31,"Surveyor's Office - The Chapter House, St Paul's Churchyard, London, EC4M 8AD",Primary,Surveyor's Office - The Chapter House,,,,St Paul's Churchyard,,London,,,EC4M 8AD
086370f8-a22d-4a89-9631-86653e800ee0,"Janus House, Osney Mead, Oxford, Oxfordshire, OX2 0ES",Primary,Janus House,,,,Osney Mead,,Oxford,Oxfordshire,,OX2 0ES
086370f8-a22d-4a89-9631-86653e800ee0,"15  Trafalgar Way, Bar Hill, Cambridge, Cambridgeshire, CB23 8SQ",Alternative,,,,15 ,Trafalgar Way,Bar Hill,Cambridge,Cambridgeshire,,CB23 8SQ
087429ae-907b-49a6-9763-53d03eaae027,"25  Saville Row, London, W1S 2ES",Primary,,,,25 ,Saville Row,,London,,,W1S 2ES
08974284-2d6e-492f-8dd7-453970c483d6,"41  Paradise Walk, London, SW3 4JL",Primary,,,,41 ,Paradise Walk,,London,,,SW3 4JL
08e2c74f-6384-4a18-8cf7-5848cad518ce,"Mercury House, Broadwater Road, Welwyn Garden City, Herts, AL7 3BQ",Primary,Mercury House,,,,Broadwater Road,,Welwyn Garden City,Herts,,AL7 3BQ
094a2d40-5e9e-4a4e-8830-49c2bb74a77d,"13  Langley Street, London, WC2H 9JG",Primary,,,,13 ,Langley Street,,London,,,WC2H 9JG
0a0755ea-c314-419c-bb9c-ca608b26a610,"Sir John Lyon House, 5  High Timber Street, London, EC4V 3LN",Primary,Sir John Lyon House,,,5 ,High Timber Street,,London,,,EC4V 3LN
0a1b98fc-347b-41bf-bd9d-902fdffedbad,"Newminster House, 27-29 Baldwin Street, Bristol, BS1 1LT",Primary,Newminster House,,,27-29,Baldwin Street,,Bristol,,,BS1 1LT
0a3ed59f-5fd0-4971-a5e2-b163f6deaa13,"Level 5 Block II - Elizabeth House, 39 York Road, London, SE1 7NQ",Primary,Level 5 Block II - Elizabeth House,,,39,York Road,,London,,,SE1 7NQ
0a559016-eb35-4e11-bcfc-0ce3cc1bdac7,"Old Royal Naval College, King William Walk, Greenwich, London, SE10 9NN",Primary,Old Royal Naval College,,,,King William Walk,Greenwich,London,,,SE10 9NN
0a9545d3-55f0-4133-a013-710e07db8b74,"20-25 Glasshouse Yard, London, EC1A4JT",Primary,,,,20-25,Glasshouse Yard,,London,,,EC1A4JT
0a9d930e-66a4-48ae-a297-d1b94b034eb8,"19 Eastbourne Terrace, London, W2 6LG",Primary,,,,19 ,Eastbourne Terrace,,London,,,W2 6LG
0b0c97d5-c1d6-4f56-8eb7-113380796d8a,"3  Elmbridge Close, Ruislip, HA4 7XA",Primary,,,,3 ,Elmbridge Close,,Ruislip,,,HA4 7XA
0b126afb-a87d-4f0a-9cf0-1ec7372d7fa8,"Axiom House, Station Road, Stroud, Gloucestershire, GL5 3AP",Primary,Axiom House,,,,Station Road,,Stroud,Gloucestershire,,GL5 3AP
0b4f08b6-3581-4e5c-8ab3-08e6e6a06f6a,"Civic Offices, St Nicholas Way, Sutton, London,  SM1 1EA",Primary,Civic Offices,,,,St Nicholas Way,,Sutton,,, SM1 1EA
0ba51d55-6be8-4792-9795-24b96f08aa4b,"Lakeside Cottage, Lyng Easthaugh, Lyng, Norwich, Norfolk, NR9 5LN",Primary,Lakeside Cottage,,,,Lyng Easthaugh,Lyng,Norwich,Norfolk,,NR9 5LN
0bace8a8-c26f-44c8-8f90-933ee0cc60ef,"Athene Place, 66  Shoe Lane, London, EC4A 3BQ",Primary,Athene Place,,,66 ,Shoe Lane,,London,,,EC4A 3BQ
0bb3fb1a-5167-4cfa-8b86-760feeb08501,"100  London Road, Forest Hill, London, SE23 3PQ",Primary,,,,100 ,London Road,Forest Hill,London,,,SE23 3PQ
0c1af7e7-24cf-42d0-84d7-dff654c01b4e,"36  Church View, Gillingham, Dorset, SP8 4XE",Primary,,,,36 ,Church View,,Gillingham,Dorset,,SP8 4XE
0c9d7947-8f61-46b4-b91b-7fa2978aa6f7,"The Finsbury Business Centre, 40 Bowling Green Lane, London, EC1R 0NE",Primary,The Finsbury Business Centre,,,40,Bowling Green Lane,,London,,,EC1R 0NE
0cac795d-6088-42be-ba96-e2f942436f83,"Goodmayes Hospital, Barley Lane, Ilford, IG3 8XJ",Primary,Goodmayes Hospital,,,,Barley Lane,,Ilford,,,IG3 8XJ
0cc6f7f9-ba77-4bcf-8653-918e75bfc98a,"Studio 13, 50 Carnwath Road, London, SW6 3EG",Primary,Studio 13,,,50,Carnwath Road,,London,,,SW6 3EG
0ce03983-e8fa-4593-80e2-196235c4838d,"2  Montfichet Road, Westfield Stratford City, London, E20 1EJ",Primary,,,,2 ,Montfichet Road,Westfield Stratford City,London,,,E20 1EJ
0d1d0621-0908-4a00-95bb-df405fbcfa36,"Waggoners Court, The Street, Manuden, Bishop's Stortford, Hertfordshire, CM23 1DW",Primary,Waggoners Court,,,,The Street,Manuden,Bishop's Stortford,Hertfordshire,,CM23 1DW
0d747ab6-5c89-4d6a-a082-1b6c0b23c8ce,"PO Box 10 - Hurstmere House, Denbigh Close, Chislehurst, Kent, BR7 5ZE",Primary,PO Box 10 - Hurstmere House,,,,Denbigh Close,,Chislehurst,Kent,,BR7 5ZE
0d79f1f0-ada5-4b82-b887-65593a2d6fe5,"10  Snow Hill, London, EC1A 2AL",Primary,,,,10 ,Snow Hill,,London,,,EC1A 2AL
0dfe2730-9729-4d54-b4a0-6c141b454d04,"Griffin House, 135  High Streetreet, Crawley, West Sussex, RH10 1DQ",Primary,Griffin House,,,135 ,High Streetreet,,Crawley,West Sussex,,RH10 1DQ
0e0e0160-8e28-4ce1-b55c-b1d6390357e8,"1-3 Station Approach, Hayes, Bromley, BR2 7EQ",Primary,,,,1-3,Station Approach,Hayes,Bromley,,,BR2 7EQ
0e15e353-1a99-41b0-8121-3cb3e145a5f6,"2-3 Lower Grove, New Radnor, Presteigne, Powys, LD8 2SS",Primary,,,,2-3,Lower Grove,New Radnor,Presteigne,Powys,,LD8 2SS
0e2019d0-8f24-4691-8e50-b7617a6d2f11,"Teresa Gavin House, Woodford Avenue, Woodford Green, IG8 8FA",Primary,Teresa Gavin House,,,,Woodford Avenue,,Woodford Green,,,IG8 8FA
0e538f11-29ab-4fe8-9642-a3585984a48d,"St Georges House, 24  Queens Road, Weybridge, KT13 9UX",Primary,St Georges House,,,24 ,Queens Road,,Weybridge,,,KT13 9UX
0eb2c97f-5999-4821-8ca8-1451f8d19951,"Whitehall, London, SW1A 2HB",Primary,,,,,Whitehall,,London,,,SW1A 2HB
0ebed7d3-129c-4a07-a3bb-39421755283f,"Hyde Park House, 5  Manfred Road, Putney, London, SW15 2RS",Primary,Hyde Park House,,,5 ,Manfred Road,Putney,London,,,SW15 2RS
0ec3dec5-321a-45e7-b134-4416ab2e647a,"Goldsel Road, Swanley, Kent, BR8 8EX",Primary,,,,,Goldsel Road,,Swanley,Kent,,BR8 8EX
0edf43bd-b082-42bb-b08d-6779e4cdc7ae,"5  St Mary's Road, Surbiton, KT6 4JG",Primary,,,,5 ,St Mary's Road,,Surbiton,,,KT6 4JG
0ef5d526-3a31-4cca-bd2d-30d4c571ddbd,"The Granary, White Hall Farm, Leamington Road, Long Itchington, Southam, Warwickshire, CV47 9PU",Primary,The Granary,,White Hall Farm,,Leamington Road,Long Itchington,Southam,Warwickshire,,CV47 9PU
0efffe5c-ef90-4851-8849-375a3231542c,"Shinfield Park, Shinfield, Reading, Berkshire, RG2 9FW",Primary,,,,,Shinfield Park,Shinfield,Reading,Berkshire,,RG2 9FW
0f522713-afae-4c89-9a38-46fda8bfff19,"70 Cowcross Street, London, EC1M 6EJ",Primary,,,,70,Cowcross Street,,London,,,EC1M 6EJ
0f8030b2-b551-484d-9549-7d8330762e41,"Ashcombe House, 5  The Crescent, Leatherhead, Surrey, KT22 8DY",Primary,Ashcombe House,,,5 ,The Crescent,,Leatherhead,Surrey,,KT22 8DY
0f8f348c-dc72-4c5f-a543-17e75df868f4,"47-51 Great Suffolk Street, London, SE1 0BS",Primary,,,,47-51,Great Suffolk Street,,London,,,SE1 0BS
0fc0b424-cac9-4bd0-a87a-2c304be34b50,"Red House Farm, Pilcox Hall Lane, Tendring, Clacton-on-Sea, Essex, CO16 0PD",Primary,Red House Farm,,,,Pilcox Hall Lane,Tendring,Clacton-on-Sea,Essex,,CO16 0PD
0fe7059b-ccf0-4610-be59-96c5f1e14c71,"Hall Place, Bourne Road, Bexley, DA5 1PQ",Primary,Hall Place,,,,Bourne Road,,Bexley,,,DA5 1PQ
0ff94f47-310c-4a54-b5d5-39626d8d5ddd,"County Hall, Market Road, Chelsmford, CM1 1QH",Primary,County Hall,,,,Market Road,,Chelsmford,,,CM1 1QH
0ffe90c2-bc38-47f6-a9d2-b6ebb972fcf6,"PO Box 7694 - Corby Delivery Office, Crucible Road, Corby, Northamptonshire, NN17 5ZZ",Primary,PO Box 7694 - Corby Delivery Office,,,,Crucible Road,,Corby,Northamptonshire,,NN17 5ZZ
107ec501-ee35-47f3-a35b-d8a41749d58c,"The Grange, Market Square, Westerham, Kent, TN16 1HB",Primary,The Grange,,,,Market Square,,Westerham,Kent,,TN16 1HB
108df406-bdfc-4e0d-af1c-c6f6c318d401,"4 Stable Street, King's Cross, London, N1C 4AB",Primary,,,,4,Stable Street,King's Cross,London,,,N1C 4AB
109f3856-b6ef-49bb-8272-67c98e5926f5,"Unit 9, Montague Road, Warwick, Warwickshire, CV34 5LW",Primary,Unit 9,,,,Montague Road,,Warwick,Warwickshire,,CV34 5LW
10a78f7a-7603-4cfb-b676-e1df0bed7f69,"20  Old Mill Square, Storrington, Pulborough, West Sussex, RH20 4NQ",Primary,,,,20 ,Old Mill Square,Storrington,Pulborough,West Sussex,,RH20 4NQ
10c38b15-ce8c-43b2-8f2e-8cdd9e9cba30,"16  Palace Street, Cardinal Place, London, SW1E 5JQ",Primary,,,,16 ,Palace Street,Cardinal Place,London,,,SW1E 5JQ
10f1f80f-d94f-403a-ae1c-06f830fdebe4,"72  Pymer's Mead, London, SE21 8NJ",Primary,,,,72 ,Pymer's Mead,,London,,,SE21 8NJ
1113aa49-2156-4d9e-9693-098a823f5543,"Vestry Road, Walthamstow, London, E17 9NH",Primary,,,,,Vestry Road,Walthamstow,London,,,E17 9NH
115095fb-88b0-45ca-8121-0154178f4c65,"Saint George House, 76  Crown Road, Twickenham, TW1 3EU",Primary,Saint George House,,,76 ,Crown Road,,Twickenham,,,TW1 3EU
115d8bad-e494-4812-ac0b-0e1ea963ea29,"Suite 3 - Salar House, Campfield Road, St Albans, Hertfordshire, AL1 5HT",Primary,Suite 3 - Salar House,,,,Campfield Road,,St Albans,Hertfordshire,,AL1 5HT
11c3ba08-8787-4755-8fc6-7883558c3cdc,"Highclere House, 180  Main Road, Biggin Hill, Kent, TN14 3BB",Primary,Highclere House,,,180 ,Main Road,,Biggin Hill,Kent,,TN14 3BB
11f88b85-a7fc-4850-a378-fcec8742f0dc,"86-90 Paul Street, London, EC2A 4NE",Primary,,,,86-90,Paul Street,,London,,,EC2A 4NE
12055d8a-ee99-4f03-8d55-261a5b03910b,"89-91 Bayham Street, London, NW1 OAG",Primary,,,,89-91,Bayham Street,,London,,,NW1 OAG
1217e2b0-520d-4961-b550-ea4afa4d9fe9,"4 Stable Street, London, N1C 4AB",Primary,,,,4,Stable Street,,London,,,N1C 4AB
124cb697-2330-46dd-91c0-dd5e49244d01,"Victoria House, 10 Woolwich Manor Way, Beckton, London, E6 5PA",Primary,Victoria House,,,10,Woolwich Manor Way,Beckton,London,,,E6 5PA
1261d1c1-054c-4f65-82f3-034d8fee7248,"133  Harrow Road, Paddington, London, W2 1JP",Primary,,,,133 ,Harrow Road,Paddington,London,,,W2 1JP
1334de00-8416-4a7e-8ae9-502b2e092254,"Blake House, 18  Blake Street, York, YO1 8QG",Alternative,Blake House,,,18 ,Blake Street,,York,North Yorkshire,,YO1 8QG
1334de00-8416-4a7e-8ae9-502b2e092254,"Brettingham House, 98 Pottergate, Norwich, NR2 1EQ",Primary,Brettingham House,,,98,Pottergate,,Norwich,Norfolk,,NR2 1EQ
138662ed-08df-4442-9734-4e5211bbc136,"The Burroughs, Hendon, London, NW4 4BT",Primary,,,,,The Burroughs,Hendon,London,,,NW4 4BT
13d1fc06-ecba-474e-bd5a-e93d4d4581c2,"Westport, Horsell Common, Woking, Surrey, GU21 4YA",Primary,Westport,,,,Horsell Common,,Woking,Surrey,,GU21 4YA
14100bd9-6e96-4584-962e-f5d720c77269,"142  St Marks Road, Enfield, EN1 1BJ",Primary,,,,142 ,St Marks Road,,Enfield,,,EN1 1BJ
142322ed-7383-4458-b108-8dd16f1b1bbc,"The Manor, North Street, Digby, LN4 3LY",Primary,The Manor,,,,North Street,,Digby,,,LN4 3LY
14b5fd27-1a4c-4d11-a055-207b4a033f8d,"Unit 7, Waterside, 44-48 Wharf Road, London, N1 7UX",Primary,Unit 7,,Waterside,44-48,Wharf Road,,London,,,N1 7UX
14e8da6e-f7c3-4311-aa82-fa0b15a221fc,"1 Pickford Street, Aldershot, Hampshire, GU11 1TY",Primary,,,,1,Pickford Street,,Aldershot,Hampshire,,GU11 1TY
1531807a-b56e-4f20-848f-b081aee7c6b7,"Devonshire House, 582  Honeypot Lane, Stanmore, HA7 1JS",Primary,Devonshire House,,,582 ,Honeypot Lane,,Stanmore,,,HA7 1JS
155e5714-2db6-42c8-802d-895d6c25b636,"98A Liverpool Road, Islington, London, N1 0RE",Primary,,,,98A,Liverpool Road,Islington,London,,,N1 0RE
1590f6e1-caaa-46cc-b90b-593465acc4ea,"5th Floor, 6  St Andrews Street, London, EC4A 3AE",Primary,5th Floor,,,6 ,St Andrews Street,,London,,,EC4A 3AE
15ce7616-e3cb-4a08-a11d-3c7703d748ba,"1  Coate Street, London, E2 9AG",Primary,,,,1 ,Coate Street,,London,,,E2 9AG
15ce8155-6c90-4048-9d99-f6f3984dfaad,"41a Beavor Lane, London, W6 9BL",Primary,,,,41a,Beavor Lane,,London,,,W6 9BL
160d1e02-9b84-4dec-bd7f-9842e802b71c,"140  Aldersgate Street, London, EC1A 4HY",Primary,,,,140 ,Aldersgate Street,,London,,,EC1A 4HY
16233286-9e08-496a-9c6a-cac7d9338579,"Euston Tower, 286  Euston Road, London, NW1 3AT",Primary,Euston Tower,,,286 ,Euston Road,,London,,,NW1 3AT
1636110f-06c5-4cb0-95ef-bfe0337fd8b3,"Unit A11 Poplar Business Park, 10  Pestons Road, London, E14 9RL",Primary,,Unit A11,Poplar Business Park,10 ,Pestons Road,,London,,,E14 9RL
165b1ada-00aa-43be-87f0-44ab444859c4,"16  Duncan Terrace, London, N1 8BZ",Primary,,,,16 ,Duncan Terrace,,London,,,N1 8BZ
1672a60e-67c9-4b63-a6b2-35fd25e32145,"98  Baggot Street Lower, Dublin, Ireland, 216410",Primary,,,,98 ,Baggot Street Lower,,Dublin,,Ireland,216410
16b8cc9a-bd7c-49ee-93ba-9e31df54c64c,"Cunard House, 15 Regent Street, London, SW1Y 4LR",Primary,Cunard House,,,15,Regent Street,,London,,,SW1Y 4LR
16f01763-ba4e-4f92-b0e0-74e46eab0224,"15  Worship Street, London, EC2A 2DT",Primary,,,,15 ,Worship Street,,London,,,EC2A 2DT
17434206-2b94-4d19-a614-ec3d0a08dcc6,"Nero House, 5 Ridgeway, Papworth Everard, Cambridge, Cambridgeshire, CB23 3RW",Primary,Nero House,,,5,Ridgeway,Papworth Everard,Cambridge,Cambridgeshire,,CB23 3RW
1752a9d8-f5fb-48a2-bef6-774358378dcb,"59a Brent Street, London, NW4 2EA",Primary,,,,59a,Brent Street,,London,,,NW4 2EA
17eb678a-c218-4244-8979-ae9e421acd4f,"5-8 Empire Square South, 34 Long Lane, London, SE1 4NA",Primary,,5-8,Empire Square South,34,Long Lane,,London,,,SE1 4NA
1835f723-1b0f-4fe0-98c8-cf52fce6b1d4,"Flat N, 19  Hyde Park Gardens, London, W2 2LY",Primary,Flat N,,,19 ,Hyde Park Gardens,,London,,,W2 2LY
186ef73c-ede9-416b-8495-914e34d8b544,"Lancaster House, 16 Central Avenue, St Andrews Business Park, Norwich, Norfolk, NR7 0HR",Primary,Lancaster House,,,16,Central Avenue,St Andrews Business Park,Norwich,Norfolk,,NR7 0HR
186ef73c-ede9-416b-8495-914e34d8b544,"Nautilus House, 10 Central Avenue, St Andrew's Business Park, Norwich, Norfolk, NR7 0HR",Alternative,Nautilus House,,,10,Central Avenue,St Andrew's Business Park,Norwich,Norfolk,,NR7 0HR
187c4778-a061-41d6-a04e-ea666477dccc,"Manor Farm Stables, Chicklade, Salisbury, Wiltshire, SP3 5SU",Primary,Manor Farm Stables,,,,,Chicklade,Salisbury,Wiltshire,,SP3 5SU
18a43f98-492d-4016-b852-5041b67509e7,"20  Triton Street, Regent's Place, London, NW1 3BF",Primary,,,,20 ,Triton Street,Regent's Place,London,,,NW1 3BF
18fe9794-a398-4e0c-906a-ab8ee638cb4b,"28  Crescent Road, Brighton, East Sussex, BN2 3RP",Primary,,,,28 ,Crescent Road,,Brighton,East Sussex,,BN2 3RP
19164c7f-097d-42e1-99a6-9a55eeba12e2,"96a Brighton Road, South Croydon, CR2 6EQ",Primary,,,,96a,Brighton Road,,South Croydon,,,CR2 6EQ
19235d1f-5c06-462c-8d84-92d1ed2c27be,"Benson House, 33  Wellington Street, Leeds, West Yorkshire, LS1 4JP",Primary,Benson House,,,33 ,Wellington Street,,Leeds,West Yorkshire,,LS1 4JP
1952530e-8bb6-4975-b2e6-962b9960e90a,"West Wing - Newham Dockside, 1000  Dockside Road, Newham, London, E16 2QU",Primary,West Wing - Newham Dockside,,,1000 ,Dockside Road,Newham,London,,,E16 2QU
1976f451-bb53-4b24-b2ea-4ebe7280edf0,"Department of Archaeology - University of Cambridge, Downing Street, Cambridge, Cambridgeshire, CB2 3DZ",Primary,Department of Archaeology - University of Cambridge,,,,Downing Street,,Cambridge,Cambridgeshire,,CB2 3DZ
19a4e503-8b5d-47da-a352-b41f186a1225,"25  St Johns Wood Park, London, Middlesex, NW8 6QR",Primary,,,,25 ,St Johns Wood Park,,London,Middlesex,,NW8 6QR
19d929a5-4430-4fd4-b3e2-33fdf17c08ee,"7  Bishops Terrace, London, ES11 4UE",Primary,,,,7 ,Bishops Terrace,,London,,,ES11 4UE
1a012d57-7bf7-4913-8839-9c64144167f3,"103 Borough Road, London, SE1 0AA",Primary,,,,103,Borough Road,,London,,,SE1 0AA
1ae80b70-3874-4085-a619-e00b0df9254f,"24  Birch Street, Wolverhampton, WV1 4HY",Primary,,,,24 ,Birch Street,,Wolverhampton,,,WV1 4HY
1b42d09b-37f5-4787-bd80-00ce478b6744,"Arcadis House, 34 York Way, London, N1 9AB",Primary,Arcadis House,,,34,York Way,,London,,,N1 9AB
1b42d09b-37f5-4787-bd80-00ce478b6744,"Arcadis Cymru House, St Mellons Business Park, Fortran Road, St Mellons, Cardiff, CF3 0EY",Alternative,Arcadis Cymru House,,St Mellons Business Park,,Fortran Road,St Mellons,Cardiff,,,CF3 0EY
1b42d09b-37f5-4787-bd80-00ce478b6744,"The Mill Brimscombe Port, Port Lane, Brimscombe, Stroud, Gloucestershire, GL5 2QG",Alternative,The Mill Brimscombe Port,,,,Port Lane,Brimscombe,Stroud,Gloucestershire,,GL5 2QG
1b42d09b-37f5-4787-bd80-00ce478b6744,"2 Glass Wharf, Temple Quay, Bristol, BS2 0FR",Alternative,,,,2,Glass Wharf,Temple Quay,Bristol,,,BS2 0FR
1b66b604-1127-475b-90cf-04f275d82896,"57 Station Road, Harrow, HA1 2XY",Primary,,,,57,Station Road,,Harrow,,,HA1 2XY
1b68bc4c-ef74-4cbc-a8d5-bee6092f17b5,"29-35 West Ham Lane, London, E15 4PH",Primary,,,,29-35,West Ham Lane,,London,,,E15 4PH
1b769856-1091-40b3-910b-8102fc7f7895,"Domaine Universitaire, Esplanade des Antilles, Pessac, France, 33600 Pessac",Primary,Domaine Universitaire,,,,Esplanade des Antilles,,Pessac,,France,33600 Pessac
1bb772dc-20a9-416f-884f-7017a0377322,"341  Exning Road, Newmarket, Suffolk, CB8 0AT",Primary,,,,341 ,Exning Road,,Newmarket,Suffolk,,CB8 0AT
