ResourceID,Full Address,Address Type,Building Name,Building Number (Sub-Street),Sub-Street,Building Number (Street),Street,Locality,Town,County,Country,Postcode
8173190c-994b-4498-aa21-28668c630ada,"Kings Place, 90 York Way, London, N1 9GE",Primary,Kings Place,,,90,York Way,,London,,,N1 9GE
81f14e5e-8a50-473c-ba5e-a972516bff60,"34  Frairs Stile Road, Richmond, Twickenham, TW10 6NE",Primary,,,,34 ,Frairs Stile Road,,Richmond,Twickenham,,TW10 6NE
82067729-16cb-42d2-899b-0fa9d0105676,"54  Rivington Street, London, EC2A 3QN",Primary,,,,54 ,Rivington Street,,London,,,EC2A 3QN
820ee2dc-859d-42f9-9ea5-8f03afbdba28,"5  Straford Place, London, W1C 1AX",Primary,,,,5 ,Straford Place,,London,,,W1C 1AX
82ffb686-49fe-42e1-beda-e8db59c380b1,"The Woolwich Centre, 35  Wellington Street, London, SE18 6HQ",Primary,The Woolwich Centre,,,35 ,Wellington Street,,London,,,SE18 6HQ
837000e1-7a0d-4f07-8b78-fef99723b8de,"Lyster Court, 2 Craigie Drive, The Millfields, Plymouth, Devon, PL1 3JB",Primary,Lyster Court,,,2,Craigie Drive,The Millfields,Plymouth,Devon,,PL1 3JB
83af1a69-4144-4c9b-8c1f-852725431f7a,"86  Bondway, London, SW8 1SF",Primary,,,,86 ,Bondway,,London,,,SW8 1SF
83db961c-fd0b-40c7-971f-71ba1a9848d2,"The Manor, South Street, Normanton on Trent, Newark, Nottinghamshire, NG23 6RQ",Primary,The Manor,,,,South Street,Normanton on Trent,Newark,Nottinghamshire,,NG23 6RQ
83ee1340-0d32-46f3-a3ee-f2f5dc45b39c,"23-25 Great Sutton Street, London, EC1V 0DN",Primary,,,,23-25,Great Sutton Street,,London,,,EC1V 0DN
8430e15f-139f-4281-b771-2398a30e3a6e,"White Lion House, 5  Broad Street, Eye, Suffolk, IP23 7AF",Primary,White Lion House,,,5 ,Broad Street,,Eye,Suffolk,,IP23 7AF
849883d4-0ced-4af7-89bf-8b040ec1c5a8,"The Seed Warehouse, Maidenhead Yard, The Wash, Hertford, Hertfordshire, SG14 1PX",Primary,The Seed Warehouse,,Maidenhead Yard,,The Wash,,Hertford,Hertfordshire,,SG14 1PX
852cec1f-5aa9-4fbf-a7a0-512a105c5d0a,"Tower of London, Tower Hill, London, EC3N 4AB",Primary,Tower of London,,,,Tower Hill,,London,,,EC3N 4AB
8569d063-c78d-48dc-b7e9-6a1a2d57c278,"7  Spring Gardens, Abingdon, Oxfordshire, OX14 1AZ",Primary,,,,7 ,Spring Gardens,,Abingdon,Oxfordshire,,OX14 1AZ
857d2465-6fdc-465b-87ea-354ba77241b0,"Tyttenhanger House, Coursers Road, St Albans, Hertfordshire, AL4 0PG",Primary,Tyttenhanger House,,,,Coursers Road,,St Albans,Hertfordshire,,AL4 0PG
85c3ed42-eb61-4849-8804-cee07ba63f91,"Parks Road, Oxford, OX1 3PW",Primary,,,,,Parks Road,,Oxford,,,OX1 3PW
8633004d-54dc-4cd9-ba15-b07aa3916cab,"22  Hanover Square, London, W1A 2BN",Primary,,,,22 ,Hanover Square,,London,,,W1A 2BN
868488a7-6add-4f30-a757-887aa4048766,"12-14 Langley Avenue, Surbiton, KT6 6QL",Primary,,,,12-14,Langley Avenue,,Surbiton,,,KT6 6QL
8690d401-4ace-4999-b6e6-821fb48deb02,"Old King's Yard, Crown Street, Brentwood, Essex, CM14 4BA",Primary,Old King's Yard,,,,Crown Street,,Brentwood,Essex,,CM14 4BA
86973713-e6c7-4e37-815c-920af1a9ec3e,"Town Hall, King Street, Hammersmith, London, W6 9JU",Primary,Town Hall,,,,King Street,Hammersmith,London,,,W6 9JU
86e9febd-b8f0-4eaa-b2fa-0589a965757d,"City Hall, Tooley Street, Southwark, London, ",Primary,City Hall,,,,Tooley Street,Southwark,London,,,
872a1d5f-bb7b-4a51-ba14-78b6dfb3e090,"Port House, 1  Plantation Wharf, London, SW11 3TY",Primary,Port House,,,1 ,Plantation Wharf,,London,,,SW11 3TY
873cd203-37e3-4d55-b103-eb44d011514d,"Suite 174, Edgar Buildings, 3 George Street, Bath, BA1 2FJ",Primary,Suite 174,,Edgar Buildings,3,George Street,,Bath,,,BA1 2FJ
8783f1f8-1ce7-48bd-9f70-c6e6d67c5dcd,"87  Long Road, Cambridge, Cambridgeshire, CB2 8HE",Primary,,,,87 ,Long Road,,Cambridge,Cambridgeshire,,CB2 8HE
878d5aeb-f427-45d5-b929-9ac0b41820d3,"Cunard House, 15 Regent Street, London, SW1Y 4LR",Primary,Cunard House,,,15,Regent Street,,London,,,SW1Y 4LR
88183378-b347-4bd6-9468-1f28e509dffa,"Arkitech House, 35  Whiffler Road, Norwich, Norfolk, NR3 2AW",Primary,Arkitech House,,,35 ,Whiffler Road,,Norwich,Norfolk,,NR3 2AW
882a51c6-5918-4344-9a13-b6d4f667d906,"Level 7, 52  Grosvenor Gardens, Belgravia, London, SW1W 0AU",Primary,Level 7,,,52 ,Grosvenor Gardens,Belgravia,London,,,SW1W 0AU
887c380f-ac68-49a1-bd14-58d840cc3972,"Baker's Hall, 7  Harp Lane, London, EC3R 6LB",Primary,Baker's Hall,,,7 ,Harp Lane,,London,,,EC3R 6LB
88d65973-36df-47a4-b7b8-08e511a26ab2,"University of Leicester, University Road, Leicester, Leicestershire, LE1 7RH",Primary,University of Leicester,,,,University Road,,Leicester,Leicestershire,,LE1 7RH
88de6a2f-2d88-4642-a79d-108bdddf97c3,"53  Marshfield Road, Chippenham, Wiltshire, SN15 1JS",Primary,,,,53 ,Marshfield Road,,Chippenham,Wiltshire,,SN15 1JS
893d6adf-67ab-4363-9104-714984d5966a,"Westminster City Hall, 64  Victoria Street, London, SW1E 6QP",Primary,Westminster City Hall,,,64 ,Victoria Street,,London,,,SW1E 6QP
89824f8f-273f-4541-b600-f41a6ce92fe3,"8th Floor, 210  Pentonville Road, London, N1 9JY",Primary,8th Floor,,,210 ,Pentonville Road,,London,,,N1 9JY
8990b06c-f2b2-4462-9611-12fe85db6550,"Suite 7 - Galley House, Moon Lane, Barnet, Herts, EN5 5YL",Primary,Suite 7 - Galley House,,,,Moon Lane,,Barnet,Herts,,EN5 5YL
89ec8e69-2834-4e79-8d37-8a4189f8f4ba,"6-8 Greencoat Place, London, SW1P 1PL",Primary,,,,6-8,Greencoat Place,,London,,,SW1P 1PL
8a359a95-c67d-4091-a5a5-8ce925e9f49c,"Rose Kiln Court, Rose Kiln Lane, Reading, RG2 0BY",Primary,Rose Kiln Court,,,,Rose Kiln Lane,,Reading,,,RG2 0BY
8a8f9f61-ba8a-4246-ba46-04f52b82514d,"Weston Group Business Centre, Parsonage Road, Takeley, Essex, CM22 6PU",Primary,Weston Group Business Centre,,,,Parsonage Road,,Takeley,Essex,,CM22 6PU
8acf2098-8bfc-4f6d-9d95-342ed6a95e15,"21  Arlington Street, London, SW1A 1RN",Primary,,,,21 ,Arlington Street,,London,,,SW1A 1RN
8b17493a-7020-4ddf-a7b0-e75248cfcd6f,"3  Essex Road, Four Oaks, Sutton Coldfield, West Midlands, B75 6NR",Primary,,,,3 ,Essex Road,Four Oaks,Sutton Coldfield,West Midlands,,B75 6NR
8b6505f7-54b3-4d04-985a-b31673fc0cce,"St Olave's House, Ironmonger Lane, London, EC2V 8EY",Primary,St Olave's House,,,,Ironmonger Lane,,London,,,EC2V 8EY
8b73aa4f-5578-4725-98b8-1c203e9192c8,"9  Devonshire Square, London, EC2M 4Y",Primary,,,,9 ,Devonshire Square,,London,,,EC2M 4Y
8b7cc947-3ff5-47d7-b76b-c179f636bcd0,"7 Place de Fontenoy, Paris, France, 75007 Paris",Primary,,,,7,Place de Fontenoy,,Paris,,France,75007 Paris
8bc22e67-5c95-485b-8149-8ac871dd613e,"Wardown Park Museum, Old Bedford Road, Luton, LU2 7HA",Primary,Wardown Park Museum,,,,Old Bedford Road,,Luton,,,LU2 7HA
8bdf97f7-a402-4b90-a27d-6e96b9643e39,"Barratt House, Cartwright Way, Bardon Hill, Coalville, Leicestershire, LE67 1UF",Primary,Barratt House,,,,Cartwright Way,Bardon Hill,Coalville,Leicestershire,,LE67 1UF
8bf16f02-832d-486c-aa9b-f97f23f079ec,"87  Holmes Road, London, NW5 3AX",Primary,,,,87 ,Holmes Road,,London,,,NW5 3AX
8d0bcbc0-9039-4e7f-85f5-57bc9e08b4c4,"Shishu Bhavan, 25-27 High Street, Edgware, HA8 7EE",Primary,Shishu Bhavan,,,25-27,High Street,,Edgware,,,HA8 7EE
8d9c61b5-53d9-41ce-8c60-5a734defe2f2,"The Old Stables, 39b Lesbourne Road, Reigate, Surrey, RH2 7JS",Primary,The Old Stables,,,39b,Lesbourne Road,,Reigate,Surrey,,RH2 7JS
8e3a4283-5142-4cdb-99e5-1ff064d54640,"4  Ingate Place, London, SW8 3NS",Primary,,,,4 ,Ingate Place,,London,,,SW8 3NS
8e594d00-359a-4c97-baa2-faa599af56d7,"Appledore, Barley Grattens, Netherfield Road, Netherfield, Battle, East Sussex, TN33 9QG",Primary,Appledore,,Barley Grattens,,Netherfield Road,Netherfield,Battle,East Sussex,,TN33 9QG
8e9e6a6a-dcf5-4596-89c1-6c9ccce3f302,"London, ",Primary,,,,,,,London,,,
8eec1e34-f24a-47c2-a737-4cdc09f22ac9,"The Round Chapel, 1d Glenarm Road, Hackney, London, E5 0LY",Primary,The Round Chapel,,,1d,Glenarm Road,Hackney,London,,,E5 0LY
8ef56092-855f-4886-8c9c-6ade87211479,"Flitcroft House, 114-116 Charing Cross Road, London, WC2H 0JR",Primary,Flitcroft House,,,114-116,Charing Cross Road,,London,,,WC2H 0JR
8f270b74-0589-4331-869d-36cf5370c748,"43  Mornington Road, Chingford, London, E4 7DT",Primary,,,,43 ,Mornington Road,Chingford,London,,,E4 7DT
8f604c7e-1ed6-443e-8adc-b14ecd8bc9fc,"Unit 2 Sundial Court, Tolworth Rise South, Tolworth, Surbiton, KT5 9RN",Primary,Unit 2 Sundial Court,,,,Tolworth Rise South,Tolworth,Surbiton,,,KT5 9RN
8f6e7bc1-a0f1-44f7-bd10-1af2c9763f6f,"Cumberland Court, 80  Mount Street, Nottingham, Nottinghamshire, NG1 6HH",Primary,Cumberland Court,,,80 ,Mount Street,,Nottingham,Nottinghamshire,,NG1 6HH
8f8ba952-e86d-4a91-a428-2d9aecfba2f8,"25  Savile Row, London, W1S 2ER",Primary,,,,25 ,Savile Row,,London,,,W1S 2ER
8fbd46c4-d049-460d-89ec-d56424200e2a,"19 Maltings Place, 169 Tower Bridge Road, London,  SE1 3JB",Primary,,19,Maltings Place,169,Tower Bridge Road,,London,,, SE1 3JB
8fe2724c-c7ab-4453-8487-e41d555e6ab4,"Parkman House, Lime Kiln Close, Bristol, BS12 6SQ",Primary,Parkman House,,,,Lime Kiln Close,,Bristol,,,BS12 6SQ
9012b923-a463-4b49-ab6d-1dfd0064be07,"11D Park House, Park Drive, Milton Park, Abingdon, Oxfordshire, OX14 4RS",Primary,,11D,Park House,,Park Drive,Milton Park,Abingdon,Oxfordshire,,OX14 4RS
90a358dd-386b-42ae-8614-b391a928de1f,"Unecol House, 819  London Road, North Cheam, Surrey, SM3 9BN",Primary,Unecol House,,,819 ,London Road,,North Cheam,Surrey,,SM3 9BN
90ac9761-2809-41a6-9f55-eaad4e033bef,"17a High Street, Great Bookham, Surrey, KT23 4AA",Primary,,,,17a,High Street,,Great Bookham,Surrey,,KT23 4AA
90b8eae7-4ed3-48e6-bd8c-150247d14903,"10  Second Avenue, London, SW14 8QE",Primary,,,,10 ,Second Avenue,,London,,,SW14 8QE
9129f3b6-95af-4077-94d6-aaf5bdccb1ce,"13  College Road,  Bedford, MK42 9PL",Primary,,,,13 ,College Road,, Bedford,,,MK42 9PL
913084af-49d7-4e65-b750-8a6569e6bb39,"Sandon Valley House, Canon Barns Road, East Hanningfeld, Essex, CM3 8BD",Primary,Sandon Valley House,,,,Canon Barns Road,,East Hanningfeld,Essex,,CM3 8BD
915ba618-f0a2-4d53-a1f3-a4b3b4a3eff7,"Nenthead Mines Heritage Centre, Nenthead, Alston, Cumbria, CA9 3PD",Primary,Nenthead Mines Heritage Centre,,,,,Nenthead,Alston,Cumbria,,CA9 3PD
91ce48c4-a232-4585-8155-a99ce23ddc31,"24  Woodham Road, Woking, Surrey, GU21 4DP",Primary,,,,24 ,Woodham Road,,Woking,Surrey,,GU21 4DP
91d4bc76-9574-4147-8c25-a2a48e91d5a6,"Eversfield House, Station Road, Warminster, Wiltshire, BA12 9BP",Primary,Eversfield House,,,,Station Road,,Warminster,Wiltshire,,BA12 9BP
921b7a47-c523-4b2c-81f5-5175307b6d92,"12 St Mary's Gate, Derby, Derbyshire, DE1 3JR",Primary,,,,12,St Mary's Gate,,Derby,Derbyshire,,DE1 3JR
92441a96-68f3-4a14-b622-f8073f50a5c8,"University of Manchester, Oxford Road, Manchester, M13 9PL",Primary,University of Manchester,,,,Oxford Road,,Manchester,,,M13 9PL
93390fbc-06b1-4d7a-8ca4-aa5c7a2cba3a,"30  Monck Street, London, SW1P 2AP",Primary,,,,30 ,Monck Street,,London,,,SW1P 2AP
93392a48-995c-44fe-820a-c14cf188d922,"Sacombe House, Sacombe Park, Ware, Hertfordshire, SG12 0JA",Primary,Sacombe House,,,,Sacombe Park,,Ware,Hertfordshire,,SG12 0JA
93b2092c-b93b-4b9b-beca-931c2c2a44b7,"84  Furley Road, London, SE15 IUG",Primary,,,,84 ,Furley Road,,London,,,SE15 IUG
940242b8-93de-4063-8c81-193032f92d9e,"Bromley Civic Centre, Stockwell Close, Bromley, BR1 3UH",Primary,Bromley Civic Centre,,,,Stockwell Close,,Bromley,,,BR1 3UH
94265c19-7369-42e8-abb7-0de2b5c93761,"Riverside House, 26  Osiers Road, Wandsworth, London, SW18 1NH",Primary,Riverside House,,,26 ,Osiers Road,Wandsworth,London,,,SW18 1NH
94e0bbb3-c56b-4dec-968f-614134f7419e,"135  Bishopsgate, London, EC2M 3UR",Primary,,,,135 ,Bishopsgate,,London,,,EC2M 3UR
94ffff5c-faf7-45a4-a9b9-75a966e609cd,"Design Office B0045, Unit 15, 55 Weir Road, Wimbledon, London, SW19 8UG",Primary,"Design Office B0045, Unit 15",,,55,Weir Road,Wimbledon,London,,,SW19 8UG
95144a3e-839b-4566-872c-d8f31bb4b4b1,"46-48 London Road, Twickenham, TW1 3RJ",Primary,,,,46-48,London Road,,Twickenham,,,TW1 3RJ
95571a76-9a28-4ac3-a37c-abe4e4ace7e8,"61  Cavesham Road, Kentish Town, London, NW5 2DH",Primary,,,,61 ,Cavesham Road,Kentish Town,London,,,NW5 2DH
95918a8b-a896-488f-bd5a-12e256390adf,"32A Benhill Wood Road, Sutton, SM1 3SL",Primary,,,,32A,Benhill Wood Road,,Sutton,,,SM1 3SL
95b772fb-4aee-43b3-8b47-52e9f78fec63,"2  High Street South, Ruskington, Sleaford, Lincolnshire, NG34 9DT",Primary,,,,2 ,High Street South,Ruskington,Sleaford,Lincolnshire,,NG34 9DT
9656c918-6aed-4821-9188-fd2ee081037f,"Ironbridge International Institute for Cultural Heritage, University of Birmingham, Edgbaston, Birmingham, West Midlands, B15 2TT",Primary,Ironbridge International Institute for Cultural Heritage,,,,University of Birmingham,Edgbaston,Birmingham,West Midlands,,B15 2TT
965a578c-e571-423a-a03d-99885930467d,"AECOM House, 63-77 Victoria Street, St Albans, Hertfordshire, AL1 3ER",Primary,AECOM House,,,63-77,Victoria Street,,St Albans,Hertfordshire,,AL1 3ER
9668e134-ecaf-4a7f-be92-de88adb6ff5b,"Kings Parade, Lower Coombe Street, Croydon, CR0 1AA",Primary,Kings Parade,,,,Lower Coombe Street,,Croydon,,,CR0 1AA
967ff36c-3ab7-4778-8ecc-c182d7d32550,"James Taylor House, St Albans Road East, Hatfield, Hertfordshire, AL10 0HE",Primary,James Taylor House,,,,St Albans Road East,,Hatfield,Hertfordshire,,AL10 0HE
96a81f3d-b91d-4ff1-999e-f2335947af2d,"15 Steeple Walk, New North Road, London, N1 8TF",Primary,,15,Steeple Walk,,New North Road,,London,,,N1 8TF
96e844cb-36c2-4799-af32-1648a7ff723a,"Manor Farm, Stanford Dingley, Reading, Berkshire, RG7 6LS",Primary,,,,,Manor Farm,Stanford Dingley,Reading,Berkshire,,RG7 6LS
9722b452-2850-4709-acfb-85852fa811eb,"1 Canada Square, Canary Wharf, London, E14 5AB",Primary,,,,1,Canada Square,Canary Wharf,London,,,E14 5AB
976cc3b3-deba-49f6-9d56-57e809b993dc,"School of Archaeology, History and Anthropology - University of Wales Trinity Saint David, Lampeter Campus, Lampeter, Ceredigion, SA48 7ED",Primary,"School of Archaeology, History and Anthropology - University of Wales Trinity Saint David",,,,Lampeter Campus,,Lampeter,Ceredigion,,SA48 7ED
97a4cf2f-f5fa-411c-ae16-7c59adb7e79b,"Knockhundred House, Knockhundred Row, Midhurst, West Sussex, GU29 9DQ",Primary,Knockhundred House,,,,Knockhundred Row,,Midhurst,West Sussex,,GU29 9DQ
97d6a35b-cd7b-4c1e-ba75-e55478525615,"227a Stephendale Road, London, SW6 2PR",Primary,,,,227a,Stephendale Road,,London,,,SW6 2PR
97f5945c-02a1-47b8-acf9-a86ac3090580,"Suite 11 Chalkwell Lawns, 648-656 London Road, Westcliff-on-Sea, Essex, SS0 9HR",Primary,Suite 11 Chalkwell Lawns,,,648-656,London Road,,Westcliff-on-Sea,Essex,,SS0 9HR
97fdc54a-12d3-4774-a998-c5e463877ae8,"34  St Peters Street, St Albans, Hertfordshire, AL1 3NA",Primary,,,,34 ,St Peters Street,,St Albans,Hertfordshire,,AL1 3NA
97fe0c78-776e-4e91-9a63-6bab2cfac716,"13  Beaumont Street, Oxford, Oxfordshire, OX1 2LP",Primary,,,,13 ,Beaumont Street,,Oxford,Oxfordshire,,OX1 2LP
980737c4-b97b-4d33-8421-7c96ae3e63ff,"3rd Floor Sterling House, Langston Road, Loughton, Essex, IG10 3TS",Primary,3rd Floor Sterling House,,,,Langston Road,,Loughton,Essex,,IG10 3TS
98090fb9-5791-413e-93e2-6d4a9577b969,"Old Hyde House, 75  Hyde Street, Winchester, Hampshire, SO23 7DW",Primary,Old Hyde House,,,75 ,Hyde Street,,Winchester,Hampshire,,SO23 7DW
98db37db-d45f-48b5-9800-cddfdc87fd0c,"232b Kenton Road, Harrow, HA3 8BY",Primary,,,,232b,Kenton Road,,Harrow,,,HA3 8BY
990d2e1a-85e4-4a7a-8832-891bdc132854,"Lynton House, 11th Floor Front, 255-259 High Road, Ilford, IG1 1DD",Primary,"Lynton House, 11th Floor Front",,,255-259,High Road,,Ilford,,,IG1 1DD
99485623-6868-46d7-8cee-9d19717db58b,"Bowman House, 191 South Street, Braintree, Essex, CM7 3QB",Primary,Bowman House,,,191,South Street,,Braintree,Essex,,CM7 3QB
99b9517e-adcd-4eb1-a284-036f3685b4d3,"Carlton House, Ringwood Road, Woodlands, Southampton, SO40 7HT",Primary,Carlton House,,,,Ringwood Road,Woodlands,Southampton,Hampshire,,SO40 7HT
99b9517e-adcd-4eb1-a284-036f3685b4d3,"Pentagon House, 52-54 Southwark Street, London, SE1 1UN",Alternative,Pentagon House,,,52-54,Southwark Street,,London,,,SE1 1UN
99bd5d6d-ca74-48c7-8a08-cedcf53556cc,"Civic Centre, High Road, Wood Green, N22 8LE",Primary,Civic Centre,,,,High Road,,Wood Green,,,N22 8LE
99cd395e-ce35-4106-b0bb-0ec074aa347a,"Brent House, 349  High Road, Wembley, HA9 6BZ",Primary,Brent House,,,349 ,High Road,,Wembley,,,HA9 6BZ
99e3a9d1-8808-4962-9aa4-e1a0e9b0e61f,"2 -3 Hind Court, London, EC4A 3DL",Primary,,,,2 -3,Hind Court,,London,,,EC4A 3DL
9a3b53ab-a71e-421e-b503-963660e7d102,"The Point, Bradmarsh Way, Rotherham, South Yorkshire, S60 1BP",Primary,,,The Point,,Bradmarsh Way,,Rotherham,South Yorkshire,,S60 1BP
9aac632a-0efa-4c8f-be68-013bc723123c,"26  Fournier Street, London, E1 6QE",Primary,,,,26 ,Fournier Street,,London,,,E1 6QE
9afbbbfb-75ed-4968-8402-dbdeaf1438fb,"70 Cowcross Street, London, EC1M 6EJ",Primary,,,,70,Cowcross Street,,London,,,EC1M 6EJ
9aff1581-7bf9-49f5-b698-a40d3086fa50,"20  Hertford Road, Worthing, West Sussex, BN11 1HX",Primary,,,,20 ,Hertford Road,,Worthing,West Sussex,,BN11 1HX
9be15344-2b3a-45df-b0ce-904afcaaf6db,"Level 6 - Uxbridge Library, 14-15 High Street, Uxbridge, UB8 1HD",Primary,Level 6 - Uxbridge Library,,,14-15,High Street,,Uxbridge,,,UB8 1HD
9bffa9ab-351a-423b-acb7-015b7c640e0e,"Export House, Cawsey Way, Woking, Surrey GU21 6QX",Primary,Export House,,,,Cawsey Way,,Woking,Surrey,,GU21 6QX
9c125544-60cd-491b-9aec-9bd23cced6df,"c/o Museum of London, 150 London Wall, London, EC2Y 5HN",Primary,c/o Museum of London,,,150,London Wall,,London,,,EC2Y 5HN
9c284004-f706-4264-976b-58b05db22907,"St Saviours House, 39-41 Union Street, Southwark, London, SE1 1SD",Primary,St Saviours House,,,39-41,Union Street,Southwark,London,,,SE1 1SD
9c48ce01-ed8a-4975-9cef-11404a031692,"7  Sping Close, Highwoods, Colchester, Essex, CO4 9TN",Primary,,,,7 ,Sping Close,Highwoods,Colchester,Essex,,CO4 9TN
9c4d9927-cef3-4a2b-9e8f-0a3db9abe45e,"6th Floor - Bernard Weatherill House, 8 Mint Walk, Croydon, CR0 1EA",Primary,6th Floor - Bernard Weatherill House,,,8,Mint Walk,,Croydon,,,CR0 1EA
9c67bbe0-171f-4654-8657-2b4d82ee854f,"Weybridge Park, 3  Addlestone Road, Weybridge, Surrey, KT15 2BW",Primary,Weybridge Park,,,3 ,Addlestone Road,,Weybridge,Surrey,,KT15 2BW
9c715e7c-c28e-4d44-b746-2eb9e23c649f,"Pendeford House, Pendeford Business Park, Wobaston Road, Pendeford, Wolverhampton, WV9 5AP",Primary,Pendeford House,,Pendeford Business Park,,Wobaston Road,Pendeford,Wolverhampton,,,WV9 5AP
9cd1802b-4bb3-4567-b004-e5d5aacc6807,"Enviros House, Shrewsbury Business Park, Sitka Drive, Shrewsbury, Shropshire, SY2 6LG",Primary,Enviros House,,Shrewsbury Business Park,,Sitka Drive,,Shrewsbury,Shropshire,,SY2 6LG
9cefc4de-98c0-4d74-b1ef-cafbef216312,"120  Fenchurch Street, London, EC3M 5BA",Primary,,,,120 ,Fenchurch Street,,London,,,EC3M 5BA
9cf8fdbb-24a7-4c4a-b7c5-4792213087ec,"5  Old Broad Street, London, EC2N 1DW",Primary,,,,5 ,Old Broad Street,,London,,,EC2N 1DW
9d0ab126-1b1e-4129-83f6-ce2450984bd2,"Tower House, Lucy Tower Street, Lincoln, Lincolnshire, LN1 1XW",Primary,Tower House,,,,Lucy Tower Street,,Lincoln,Lincolnshire,,LN1 1XW
9d0fb53c-bd54-4a1e-a8e3-ec8679ea55eb,"Research School of Archaeology - West Court, 2 Mappin Street, Sheffield, South Yorkshire, S1 4DT",Primary,Research School of Archaeology - West Court,,,2,Mappin Street,,Sheffield,South Yorkshire,,S1 4DT
9d4f1174-16a9-4c73-b6b3-02fb14c722aa,"Power House, Harrison Close, Knowlhill, Milton Keynes, Buckinghamshire, MK5 8PA",Primary,Power House,,,,Harrison Close,Knowlhill,Milton Keynes,Buckinghamshire,,MK5 8PA
9e428895-fca3-40ca-911b-1b2e2cf4e49f,"Wildhill Road, Wildhill, Hatfield, Hertfordshire, AL9 6EA",Primary,,,,,Wildhill Road,Wildhill,Hatfield,Hertfordshire,,AL9 6EA
9e5daf22-586e-4a65-afb4-558c135c7c91,"Carriage House Office, Guydens Farm, Garsington, Oxford, SX44 9AZ",Primary,Carriage House Office,,,,Guydens Farm,Garsington,Oxford,,,SX44 9AZ
9e75d4e9-138d-4dc2-9f06-4885693d921b,"14  Briery Street, Lancaster, LA1 5RD",Primary,,,,14 ,Briery Street,,Lancaster,,,LA1 5RD
9ebc4a62-4505-43ba-9b0c-b089cfedb346,"University of Manchester, Oxford Road, Manchester, M13 9PL",Primary,University of Manchester,,,,Oxford Road,,Manchester,,,M13 9PL
9f4168f4-229c-4ab1-9e19-99c618c057d1,"46  Granvile Road, Southfields, London, SW18 5SQ",Primary,,,,46 ,Granvile Road,Southfields,London,,,SW18 5SQ
9f572dc6-b21f-49aa-886a-633fc4a99042,"60  Seymore Road, St Albans, Hertfordshire, AL3 5HW",Primary,,,,60 ,Seymore Road,,St Albans,Hertfordshire,,AL3 5HW
9f7bf669-5a16-4569-9840-ee57263e197d,"Pilgrim House, High Street, Billericay, Essex, CM12 9XY",Primary,Pilgrim House,,,,High Street,,Billericay,Essex,,CM12 9XY
9f815450-135f-4733-a77f-f67f79702874,"74  Victoria Road, Worthing, West Sussex, BN11 1UN",Primary,,,,74 ,Victoria Road,,Worthing,West Sussex,,BN11 1UN
9f8856a6-d3b0-4fad-bd36-84be144ffef2,"2  Green Lane, Codford St Peter, Warminster, Wiltshire, BA12 0NY",Primary,,,,2 ,Green Lane,Codford St Peter,Warminster,Wiltshire,,BA12 0NY
9fb3acdd-4135-4e76-82bf-67e7f0c718c5,"Chiltern House, Portland Street, London, SE17 2ES",Primary,Chiltern House,,,,Portland Street,,London,,,SE17 2ES
9fc257c5-45c9-45b6-aebc-35393be30495,"6 Wendell Road, Shepherd's Bush, London, W12 9RT",Primary,,,,6,Wendell Road,Shepherd's Bush,London,,,W12 9RT
9fc3af68-1557-42c6-90ce-4134862047ab,"Brunswick House, 30  Wandsworth Road, London, SW8 2LG",Primary,Brunswick House,,,30 ,Wandsworth Road,,London,,,SW8 2LG
a066c18a-ff3a-41c6-a41c-95a5ad433213,"56  Limes Grove, Lewisham, London, SE13 6DE",Primary,,,,56 ,Limes Grove,Lewisham,London,,,SE13 6DE
a06da1d2-6773-4637-b649-31eaea440040,"FAO Accounts, 75  Cowcross Street, London, EC1M 6EL",Primary,,,,75 ,Cowcross Street,,London,,,EC1M 6EL
a139b9ac-fd0e-4475-8d6e-9fdf7ca8e150,"66 Porchester Road, London, W2 6ET",Primary,,,,66,Porchester Road,,London,,,W2 6ET
a1811980-6c70-4a6c-8be4-b836ea63c568,"9  Church Street, New Buckenham, Norwich, Norfolk, NR16 2BA",Primary,,,,9 ,Church Street,New Buckenham,Norwich,Norfolk,,NR16 2BA
a1dc717b-7bb9-4f09-89e7-ee68719325e2,"67  Westow Street, London, SE19 3RW",Primary,,,,67 ,Westow Street,,London,,,SE19 3RW
a20d21f5-6519-4651-9707-cf3a8a3390ea,"Old Royal Naval Collage, Park Row, Greenwich, London, SE10 9LS",Primary,Old Royal Naval Collage,,,,Park Row,Greenwich,London,,,SE10 9LS
a29749cd-294f-44da-a9c3-51109319e80a,"65  Gresham Street, London, EC2V 7NQ",Primary,,,,65 ,Gresham Street,,London,,,EC2V 7NQ
a2b6c118-2a44-4966-8557-3880597d321d,"25A Milton Street, York, North Yorkshire, YO10 3EP",Primary,,,,25A,Milton Street,,York,North Yorkshire,,YO10 3EP
a31026b5-1b6d-48f3-9c30-669d2a65b475,"3 Colegate, Norwich, Norfolk, NR3 1BN",Primary,,,,3,Colegate,,Norwich,Norfolk,,NR3 1BN
a3352f99-bcea-4ab6-bdf6-9b9eb631e074,"33  Cavendish Square, London, W1G 0PW",Primary,,,,33 ,Cavendish Square,,London,,,W1G 0PW
a336da3c-64cb-4579-b07b-d05e523f7899,"Bridge House, 1  Walnut Tree Close, Guildford, GU1 4LZ",Primary,Bridge House,,,1 ,Walnut Tree Close,,Guildford,,,GU1 4LZ
