ResourceID,Location Description,Location Description Type
49b6bdd1-e965-4fc0-b395-46c0b0008fb2,Juxon Street,Primary
49bf6b0d-8b72-4c27-9ed1-033920abb98b,"South of the German Gymnasium, off Cheney Road, Camden",Primary
49e86330-2b5f-4cca-9e21-38d4db2f27b5,"Priscilla Road, Bow Road (off), E3",Primary
49f1c01f-7757-43ae-aa10-d308b47d9510,"Lincoln's Inn, WC2A",Primary
49f1c01f-7757-43ae-aa10-d308b47d9510,"Lincoln's Inn Fields, WC2A",Primary
49f87440-48e9-4c90-9ec0-ef471c19870b,"Goldsmith Road, N11",Primary
4a081e10-2f5a-4618-8765-b6db3d0b3434,"London Docks, The Highway, Tower Hamlets, E1",Primary
4a3044bc-018f-47c7-bb0d-c04423736052,"Corkscrew Hill & Sparrow's Den Playing Fields, West Wickham",Primary
4a320fe2-3e3b-440d-b861-3f5e4b7966e5,"Albert Carr Gardens, Streatham",Primary
4a325a2e-61cb-4aad-810c-44dc7645604d,Erith,Primary
4a3dc116-dbf1-4c13-9b7d-cd57ff248eae,"Hayes Lane, Bromley",Primary
4a40c7f4-dbda-4900-92b3-01a890cf64be,"Bridewain Street, Southwark, SE1",Primary
4a533b55-7126-4c65-b29e-9f4f606374be,Edgehill Road,Primary
4a5651a2-fe5a-4fc1-a978-a4436071eeef,"Brill Place, NW1",Primary
4a586262-c768-483b-9d68-23e53f9d385e,"Council Depot Site, Carterhatch Lane, Enfield, EN1",Primary
4a62fbd9-c3aa-4e1c-a41c-2c4059b06c2e,"Paternoster Row, City of London, EC4",Primary
4a7614c7-8946-489d-a6ee-b030ba3c8d0a,"Tooley Street, Southwark, SE1",Primary
4a7614c7-8946-489d-a6ee-b030ba3c8d0a,"Shand Street, Southwark, SE1",Primary
4a7614c7-8946-489d-a6ee-b030ba3c8d0a,"Barnham Street, Southwark, SE1",Primary
4aadc786-5b52-4eb1-99db-afc860ec6a0b,"Varcoe Road, SE16",Primary
4aca253c-b00a-4c48-a415-6773b55192b1,"Gillmans Road, Orpington, BR5",Primary
4ad2cfc8-f350-4477-b2fe-5750959b11ca,"Manor Garden Allotments and Northern Outfall Sewer Bridge over the River Lea, Newham",Primary
4addeb09-20bb-4ec4-8157-d9b789397b3f,Stoke Newington Church Street,Primary
4af042b7-3384-42d1-912e-a779fc3034c4,"Clifton Street, Hackney",Primary
4af042b7-3384-42d1-912e-a779fc3034c4,"Crown Street, Hackney",Primary
4af042b7-3384-42d1-912e-a779fc3034c4,"Sun Street, City of London",Primary
4af042b7-3384-42d1-912e-a779fc3034c4,"Finsbury Square, Islington",Primary
4af042b7-3384-42d1-912e-a779fc3034c4,"Chiswell Street, Islington",Primary
4af042b7-3384-42d1-912e-a779fc3034c4,"Milton Street, City of London",Primary
4af042b7-3384-42d1-912e-a779fc3034c4,"Silk Street, City of London",Primary
4af042b7-3384-42d1-912e-a779fc3034c4,"Moor Lane, City of London",Primary
4af042b7-3384-42d1-912e-a779fc3034c4,"Lambs Passage, Islington",Primary
4af042b7-3384-42d1-912e-a779fc3034c4,"Lambs Buildings, Islington",Primary
4af042b7-3384-42d1-912e-a779fc3034c4,"Errol Street, Islington",Primary
4af042b7-3384-42d1-912e-a779fc3034c4,"Fortune Street, Islington",Primary
4af042b7-3384-42d1-912e-a779fc3034c4,"Fann Street, City of London",Primary
4af042b7-3384-42d1-912e-a779fc3034c4,"Goswell Street, Islington",Primary
4af042b7-3384-42d1-912e-a779fc3034c4,"Northburgh Street, Islington",Primary
4af042b7-3384-42d1-912e-a779fc3034c4,"Great Sutton Street, Islington",Primary
4af042b7-3384-42d1-912e-a779fc3034c4,"St John's Street, Islington",Primary
4afa76a3-fe64-470f-b366-947ef471dbf4,"Uxbridge Road, Ealing, W5",Primary
4afa76a3-fe64-470f-b366-947ef471dbf4,"New Broadway, Ealing, W5",Primary
4b080dd3-d49b-4da3-a10c-1e115dccb724,"Abacus Park Plots B & C, Dagenham Docks, Barking, RM9",Primary
4b0fbdc2-b46d-4cc7-88ad-5dca8496fb9a,"Gallions Reach Urban Village, Whinchat Road, Merbury Road, Western Way",Primary
4b15b806-03c6-403b-9e41-12e6d69ab898,"Kimpton Road, Camberwell, Southwark, SE5",Primary
4b15b806-03c6-403b-9e41-12e6d69ab898,"Artichoke Place, Southwark, SE5",Primary
4b3fe9ed-9973-45f7-8eeb-5ccf3287a6e8,"Bull's Cross, EN2 9HG",Primary
4b5c92fd-f6bf-4e0c-ab2e-936073b189f0,Rowdown Wood (350ft North Of),Primary
4b634bcb-0685-48b4-b7d6-fb4d0b0031e1,"Taxi Feeder Park, Heathrow Airport, Neptune Road, Hillingdon, TW6",Primary
4b634bcb-0685-48b4-b7d6-fb4d0b0031e1,"Taxi Feeder Park, Heathrow Airport, Netley Road, Hillingdon, TW6",Primary
4b634bcb-0685-48b4-b7d6-fb4d0b0031e1,"Taxi Feeder Park, Heathrow Airport, Newall Road, Hillingdon, TW6",Primary
4b634bcb-0685-48b4-b7d6-fb4d0b0031e1,"Taxi Feeder Park, Heathrow Airport, North Perimeter Road, Hillingdon, TW6",Primary
4b634bcb-0685-48b4-b7d6-fb4d0b0031e1,"Taxi Feeder Park, Heathrow Airport, Norwood Cresent, Hillingdon, TW6",Primary
4b9a9f20-3fc5-4c44-9942-610d248979c1,"Lambeth Palace Road, SE1",Primary
4bac1023-8126-4b75-8be7-55f299b9d2e1,"Tredegar Estate, Ordell Road, Tower Hamlets, E3",Primary
4bb175f2-fbdc-444a-a1cf-dc609a2d4d00,"Riverside, Bugby's Reach, Greenwich",Primary
4bb385bb-e101-417d-9c72-529a8ee27af9,"Harper Road, Symington, Southwark",Primary
4bc97edd-9005-48c3-9c3c-7d5f49c2f9fb,"Dabbs Hill, Northolt, Ealing",Primary
4be12b17-9632-43f3-93e8-494efedb8e32,"Greenford Road, Greenford, Ealing, UB6",Primary
4bef924c-6673-42e8-b7e3-3f4867943dc9,"Blackfriars Bridge, City of London, EC4",Primary
4bf07006-169e-45aa-9501-7e2abf50451d,"Vauxhall Walk, Kennington Lane",Primary
4bf07006-169e-45aa-9501-7e2abf50451d,New Spring Gardens (later known as),Primary
4c03355b-f3cd-454e-a572-010f872df20d,Brixton Road,Primary
4c0b56c0-8101-4922-866a-228c62a60da3,"Worsley Bridge Road, Beckenham, Bromley, BR3 1RL",Primary
4c28dc65-d494-4b94-8668-7037033dd97f,"Stable Yard and Farm Yard, Syon Park, Hounslow",Primary
4c323131-06a9-4901-8be5-90b6ef93990a,"Stepney Green, E1",Primary
4c372439-9fde-4d29-85d6-aeee8be47a08,Erith Dartford Marshes,Primary
4c459b6c-9609-4603-aef7-61ef50fe5e0c,"Savoy Street, WC2",Primary
4c4df4b1-fb91-4fe2-a004-db7e0e7c1ab6,"Mitcham Road, CR9",Primary
4c52f85a-a3b0-47fc-b853-29eaa8eee50e,"Redcross Way, Southwark, SE1",Primary
4c52f85a-a3b0-47fc-b853-29eaa8eee50e,"Union Street, Southwark, SE1",Primary
4c5680be-7223-4800-aa73-4663ecf646ac,"Riddlesdown Road, Purley, Croydon",Primary
4c5c704f-259d-438b-855a-f4a0d9c51000,"Alderville Road, Fulham, SW6",Primary
4c7d2ad0-58c7-432f-931c-d89f06394dc5,"Neal Street, WC2",Primary
4c9ef8fb-2c88-4988-9b32-8479c9a52bc7,"Sunlight Wharf, Upper Thames Street, Broken Wharf, City of London, EC4",Primary
4ca23bc1-68b1-4d32-b969-81a10e30e118,"St Georges Estate, Cable Street, Tower Hamlets, E1 8HS",Primary
4cabde39-a54d-4c98-b1b6-c90bb81f3953,"Gunnersbury Lane, Acton, W3 8EY",Primary
4cae2e8e-85a1-471a-9be3-faaf55baafcc,"Orpington Hospital Site, Areas D1 & F, Orpington",Primary
4ccee4a0-2c14-462c-875c-b3021ca2270d,"Kennington Park Road, Kennington, Lambeth",Primary
4ccee4a0-2c14-462c-875c-b3021ca2270d,"Prima Road, Kennington, Lambeth",Primary
4ccee4a0-2c14-462c-875c-b3021ca2270d,"Brixton Road, Kennington, Lambeth",Primary
4ccee4a0-2c14-462c-875c-b3021ca2270d,"Kennington Lane, Kennington, Lambeth",Primary
4ccf99f0-56ac-4c5c-afcd-1382c31ae46d,Crown Wharf Ironworks,Primary
4cee18e6-acaa-4361-88ba-f267e0d327f3,"Savoy Hill, Savoy Steps, Westminster",Primary
4cf19527-2537-4bc7-9b3f-6e27b591590e,St Mary The Virgin Church,Primary
4d016e16-984d-47af-bfb7-c77d8d16f26d,"Ravenside Retail Park, Argon Road, Enfield",Primary
4d08881d-18c6-40b8-b3b6-9d8aeacc5e12,"Clive Road, SE21",Primary
4d08881d-18c6-40b8-b3b6-9d8aeacc5e12,Hamilton Road,Primary
4d11ce4a-3740-4af9-a992-608c9416f2b6,"Old Bridge Street, Kingston, KT1",Primary
4d1b00e7-dbbf-4d69-90c7-bd004378fa8f,Coopers Row,Primary
4d6bd096-9485-420f-8e40-4e89cb96dd7c,"Kingsman Street, SE18 5LD",Primary
4d6ce92c-e4fb-4053-80e1-028eac478853,"Fetter Lane, City of London, EC5",Primary
4d6ce92c-e4fb-4053-80e1-028eac478853,"New Fetter Lane, City of London, EC5",Primary
4d6ce92c-e4fb-4053-80e1-028eac478853,"St Andrew's Street, City of London, EC5",Primary
4d706f72-e562-4385-9601-980867e7b17b,"Land At The Old Castle Pub, Putney Bridge Road, Putney",Primary
4d706f72-e562-4385-9601-980867e7b17b,"Land At The Old Castle Pub, Brewhouse Street, Putney",Primary
4d7aab0b-f371-41a0-8471-dd65978a650d,"Cringle Street, Nine Elms, Wandsworth",Primary
4d8a172c-fe96-4858-89b1-e83d6131cf44,"Rivercourt Road, Rivercourt House, Latymer Upper School, Hammersmith, W6 9LR",Primary
4d96c206-bd6e-4f40-8660-2e94998aca3a,"Bedfont Court, Stanwell Moor Road, Hillingdon",Primary
4da00ffa-ce10-4e50-bb7e-25d1ba2610e7,Hutton Grove,Primary
4dbe1607-e16c-4656-9103-47eb56a6857b,"Flowers Close, Dollis Hill, Brent, NW2",Primary
4dc2cf7a-a64c-46a9-9958-6d768a8a8ba8,Lodge Lane,Primary
4dddbe47-f633-4c8d-ae35-9d36ce0921a4,"Bath Road, Hounslow, Middx",Primary
4def8591-8643-45fa-a5d0-d25daaa7e8cd,"Willow Bank, SW6",Primary
4df2282b-8e34-4d31-88e2-6a0c03ddcfa0,"Surrey Quays Road, Rotherhithe, Southwark, SE16",Primary
4dfcd456-1296-4acf-a95f-c7f1240f9370,"Rainbow Quay, Rope Street, Southwark",Primary
4dff1485-7221-401c-bd33-afbbd2ff0de4,"Shipwright Yard, Tooley Street, Southwark, SE1",Primary
4dff31d5-c921-4d3f-a41f-05eaa65e89dd,"Brook Drive, SE11",Primary
4e095654-ccc7-431b-ad89-0fc91614357b,"Grange Walk, Bermondsey Spa, Bermondsey, SE16 3QN",Primary
4e0a6b05-b2af-49d4-93a2-1c5b57b8bec8,United Kingdon,Primary
4e146df6-9dc4-4b00-88e6-03eabd60fe25,"Tooting Bec Road, Church Lane, SW17",Primary
4e1d4e40-c004-4b76-9f64-30fbf9aff30c,"Royal Victoria Dock, E16",Primary
4e1d4e40-c004-4b76-9f64-30fbf9aff30c,"Barnwood Court, Boxley Street, E16",Primary
4e347fb0-fc57-465b-ab4f-460ef2667097,"Westgate Street, Haggerston, Hackney, E8",Primary
4e3a783a-017f-4534-9462-54d213fb932f,"A40 Western Avenue, Gypsy Corner, W3",Primary
4e43423b-9599-44c4-b218-c75de263015d,"Whiteley Road, Sainsbury Road, Berridge Road, Bris",Primary
4e57adb2-a30a-4f29-9fa6-b31d5443ae4b,"Coin Street Site D, Lambeth, SE1",Primary
4e58999f-ae55-41c2-bd86-aa6ce8eea4d7,"Warrens Shawe Lane, Edgware, HA8",Primary
4e63fb8a-60a4-4240-8d3a-c3d6951d9cfd,"Plough Way, Lewisham, SE8",Primary
4e63fb8a-60a4-4240-8d3a-c3d6951d9cfd,"Grove Street, Lewisham, SE8",Primary
4e63fb8a-60a4-4240-8d3a-c3d6951d9cfd,"Capstan Road, Lewisham, SE8",Primary
4e63fb8a-60a4-4240-8d3a-c3d6951d9cfd,"Enterprize Way, Lewisham, SE8",Primary
4e6768e2-dedc-428c-9d16-2f68837971e4,"St Mary's Road, Ealing, W5",Primary
4e6ab235-10fc-4b48-914f-c43a35c83954,"Rope Street, SE16",Primary
4e732ae9-9da4-40ff-99bf-5b441f45c4e3,"Block G, Lefevre Walk Estate, Old Ford, Tower Hamlets",Primary
4e97bd9b-bba4-4baa-aa0a-f6e937dcd5ae,"Founders Place, Lambeth Palace Road, Lambeth, SE1",Primary
4e9aba3e-fafe-4c6b-9e0c-17cdff46bf78,"Pepys Park, Pepys Estate, Deptford, SE8",Primary
4ea75596-9c3c-4a3c-a36d-17efeed4f86d,"Parliament Square, SW1",Primary
4eac5625-d777-4dbf-8987-1b1d7cd39cbe,"Heathrow Terminal 5 Access, M25 Spur Road, Hillingdon",Primary
4eac5625-d777-4dbf-8987-1b1d7cd39cbe,"Heathrow Terminal 5 Access, M4 Junctions 3 to 4b, Hillingdon",Primary
4eb49249-923a-41a9-9544-47dceffe8346,"Waterloo Wharf, Rockingham North, Uxbridge",Primary
4eb49249-923a-41a9-9544-47dceffe8346,"Waterloo Wharf, Waterloo Road, Uxbridge",Primary
4ec25794-1bfa-4296-b4df-31c7c20e3b6d,"Rose Lane, Ilford, Barking & Dagenham",Primary
4ec25794-1bfa-4296-b4df-31c7c20e3b6d,"Arneways Avenue, Ilford, Barking & Dagenham",Primary
4ec25794-1bfa-4296-b4df-31c7c20e3b6d,"Roles Grove, Ilford, Barking & Dagenham",Primary
4eced861-4b29-45f5-aa63-ccaa0b45be75,"Entrance to New Thameslink Tunnel, West Side of York Way, Camden",Primary
4ee03af1-1c0a-4e56-b057-c576ef3bc029,"Greenford Road National Car Park, St Nicholas Way,",Primary
4ee300bc-9dd6-412e-8a92-2124253c7d03,"Seven Dials, WC2",Primary
4ef437be-e05a-4dd1-bb79-f07dc02c5a90,"Sleaford Street, Wandsworth, SW8 5AB",Primary
4f056566-f1cd-43b8-a628-5e3ecdbf5e94,"Haslemere Avenue, Mitcham, CR4 3PQ",Primary
4f12315b-42b4-411c-b37f-c78003527a5c,"Belvedere Road, Lambeth, SE1",Primary
4f15561d-91c9-4d43-aebf-336b3b6c51ea,"Land at Thames Foreshore, Oyster Wharf, Lombard Road",Primary
4f26dd02-9615-48ee-bd0f-b6ba91d15498,"Huggin Hill (Formerly Huggin Hill Lane), City of London, EC4",Primary
4f2dbffd-4220-49c7-a68f-08b22b7e3b85,"Forth Drive, Coulsdon, Croydon, CR5",Primary
4f2dbffd-4220-49c7-a68f-08b22b7e3b85,"Lion Green Drive, Couldson, Croydon, CR5",Primary
4f327a4e-4494-4026-9530-200b8596af8e,"Church Terrace, Hendon, Barnet",Primary
4f3724a5-838a-4d9e-8354-93968e6650b8,"Ewell Road, Surbiton, Kingston, KT6 6EZ",Primary
4f5fd371-0b8c-4806-81a1-e5af7b0d9c85,"Orange Tree Hill, Havering-Atte-Bower, RM4 1PB",Primary
4f7cb5f1-2fef-4165-ba70-918a9e8a9dd9,"Waterloo Road, Lambeth, SE1",Primary
4f7cb5f1-2fef-4165-ba70-918a9e8a9dd9,"Baylis Road, Lambeth, SE1",Primary
4f893f0a-f389-4ebf-b995-a3ff332d4431,"Victors Way, Barnet",Primary
4f9606d6-b2cd-412e-99f1-dfe56db746d5,"Chequers Lane, Dagenham",Primary
4fa00c44-31bb-4e46-9162-e0ab08ceb669,"Falcon Square, City of London, EC2",Primary
4fbcdd0b-80da-4183-b975-7211e9f88121,"Purley Way, Croydon",Primary
4fbddbe8-28a7-49eb-9e39-a5f1afb3ccd5,"Southwark Street, Southwark, SE1",Primary
4fbddbe8-28a7-49eb-9e39-a5f1afb3ccd5,"St Thomas Street, Southwark, SE1",Primary
4fc26109-5c07-4f90-a801-e5e40edad13a,"Ben Jonson Road, E1",Primary
4fc26109-5c07-4f90-a801-e5e40edad13a,"Harford Street, E1",Primary
4fd074df-c76a-480e-82d9-b67feed56150,"Maze Hill, SE10",Primary
4fe91213-2842-4924-b800-e305fc6e8dd5,Warren Avenue?,Primary
4ff6c14d-8ab8-49a8-9580-349d22b4ddb2,"Carey Street, Westminster",Primary
4ff6c14d-8ab8-49a8-9580-349d22b4ddb2,"Bell Yard, Westminster",Primary
4ff6c14d-8ab8-49a8-9580-349d22b4ddb2,"Strand, Westminster",Primary
500609ae-a578-4982-b524-0d344a080580,"Great St Thomas Apostle, City of London, EC4",Primary
500609ae-a578-4982-b524-0d344a080580,"Queen Street, City of London, EC4",Primary
5018f414-5684-4258-99e9-e35f0d9edf9d,"Clockhouse Avenue, Barking",Primary
5018f414-5684-4258-99e9-e35f0d9edf9d,"Ripple Road, Barking",Primary
501e7e57-2fa9-4c99-99d6-50b1a4284c1a,"Paternoster Square, City of London, EC4",Primary
5021417a-3bd5-4ef7-8298-cd0d9cf079fb,"Mill Hill, Farnborough",Primary
5066e4c5-8e09-4e34-9787-5c252c0cc544,"Farringdon Station, EC1",Primary
509bbde6-c6b5-40e0-a005-3cc76232aa0d,"Halliwick and Friern Hospitals, Colney Hatch, Barnet, N11",Primary
50a5d159-c859-4fe1-bff8-3bfd5c00d233,"Isleworth, TW7",Primary
50c56eb2-eef6-4e39-87a4-83cecbd87077,"Baston Road, Hayes Common",Primary
50c9c14a-b49b-4128-9451-e51131f7fd2a,"Bulls Cross Ride, Enfield",Primary
50e04ce6-60e3-4aae-8d29-583d46ff6eaf,Norbury Park,Primary
50e04ce6-60e3-4aae-8d29-583d46ff6eaf,Hermitage Bridge,Primary
50e04ce6-60e3-4aae-8d29-583d46ff6eaf,Hepworth Road,Primary
50e84642-fecd-4549-8800-145b217a4fe9,"Wood Street, City of London, EC2",Primary
50fa4c40-0abd-4807-9576-17f4d0dd94c4,"Broad Sanctuary, SW1P",Primary
51015805-61fc-4700-87be-72f0af03492a,"Perry Street, Crayford, Bexley, DA14",Primary
51015805-61fc-4700-87be-72f0af03492a,"Manor Road, Crayford, Bexley, DA14",Primary
5110507a-3240-4357-b837-a635cb816dc6,"O'Meara Street, Southwark, SE1",Primary
5110507a-3240-4357-b837-a635cb816dc6,"Southwark Street, Southwark, SE1",Primary
5149b491-7312-45c6-8acf-7eda1e8ca2c4,Lewisham Open Space Development,Primary
514fa11b-1ce6-408f-8393-55ec802c1ef1,"Kensington Park Road, Notting Hill, Kensington and Chelsea",Primary
514fa11b-1ce6-408f-8393-55ec802c1ef1,"Ladbroke Road, Notting Hill, Kensington and Chelsea",Primary
514fa11b-1ce6-408f-8393-55ec802c1ef1,"Ladbroke Square, Notting Hill, Kensington and Chelsea",Primary
514fa11b-1ce6-408f-8393-55ec802c1ef1,"Stanley Crescent, Notting Hill, Kensington and Chelsea",Primary
514fa11b-1ce6-408f-8393-55ec802c1ef1,"Stanley Gardens, Notting Hill, Kensington and Chelsea",Primary
514fa11b-1ce6-408f-8393-55ec802c1ef1,"Victoria Gardens, Notting Hill, Kensington and Chelsea",Primary
514fa11b-1ce6-408f-8393-55ec802c1ef1,"Wilby Mews, Notting Hill, Kensington and Chelsea",Primary
515287e6-6343-4288-8a6b-788ac7a6e6bc,"Car Park, Como Street, Romford, Havering",Primary
51730964-71ee-48e7-9b12-ddda090b65b0,"Myddelton Street, EC1",Primary
517ea17a-3741-4fb9-8a06-760efd58fa6f,Lambeth,Primary
51867683-a22a-4fee-a0a6-1739cc5a86fc,"Marlpit Lane, Coulsdon",Primary
51867683-a22a-4fee-a0a6-1739cc5a86fc,"Reddown Road, Coulsdon",Primary
51989bd9-f4d1-49a1-9dd5-ca7217a5f49a,"Ferranti Close, Greenwich UTC, Woolwich, Greenwich",Primary
51af132d-fb64-4124-b704-5a366d5f3156,"Guildhall Yard, Guildhall West Crypt, City of London, EC2",Primary
51b2ab72-9310-4e41-a6e3-3c9d2c53501c,"Roehampton Lane, SW15",Primary
51b3e62a-7315-41c2-90f6-24de6ac1594f,"Land at Southbury Road, Enfield",Primary
51c4331c-1695-4650-9744-364003af9948,Shirley,Primary
51cc3f63-90b3-4fa4-b36e-05570f3eeb26,"St Nicholas Way, Sutton",Primary
51cc3f63-90b3-4fa4-b36e-05570f3eeb26,"Crown Road, Sutton",Primary
51cde22e-c2c7-49ed-b66c-7a86ecb96cb3,"America Square To K2, East Smithfield Cable Trench, EC3 and E1",Primary
51df0350-9eda-4c1a-8946-37e0bb368338,"Horsenden Hill, Horsenden Lane North, Greenford",Primary
51efe3e5-86ba-4fbc-8197-b34fe1b362ab,"Dickens Square Park, Harper Road, Southwark, SE1",Primary
51f069b2-1999-4cc0-ad44-8eabe52fbff2,"Lysia Street, Hammersmith & Fulham, SW6",Primary
51f812e4-e4d6-40b3-8248-3fb74435c7ee,"Puddle Dock, EC4",Primary
520bc264-9348-4994-a119-45af7ffed57a,"Aldgate, City of London, EC3",Primary
520bc264-9348-4994-a119-45af7ffed57a,"Duke's Place, City of London, EC3",Primary
520f4dd8-1805-4852-ae47-99e6b2ccc873,"The Strand, WC2",Primary
523ded04-b94e-4a30-8567-de5d3d375406,"All Hallow's By The Tower, EC3",Primary
52551cb8-c1cd-4972-822d-8ccb2b6fd360,Ruxley Old Church,Primary
52556fa0-ad7f-4b36-b4db-7de2f03175e0,"Como Street Car Park, Romford",Primary
525d515d-382f-4b28-ae8a-71ad5e6e949a,Waterloo Road,Primary
525d839a-9c39-4743-8327-29e1ed1bcdf4,"Shorts Gardens to Fisher Street, WC1",Primary
5262724c-1dd5-42f2-9125-c53e6ee360ca,"Dunton Road, Bermondsey, Southwark, SE1",Primary
5262724c-1dd5-42f2-9125-c53e6ee360ca,"Setchell Road, Southwark, SE1",Primary
5262724c-1dd5-42f2-9125-c53e6ee360ca,"Willow Walk, Southwark, SE1",Primary
5265cade-f628-4cea-bb2e-54d680b14597,"Wharf Road, Kings Cross, Camden",Primary
526a877c-24ef-4f84-897e-bd92ec668b09,Coulsdon Court Road,Primary
526e66b3-98eb-49b0-8f21-6364aef5f9b2,"Bonfield Road, Lewisham, SE13",Primary
52b525a8-e69b-40a7-a231-66db740d7e1b,"A13, Renwick Road Junction, Barking and Dagenham, E4",Primary
52cbc3d2-edd0-4b81-9a53-f7e69c09cad7,Stonecutter Street,Primary
532bafd5-fdc0-413f-aec8-be790ce44a0b,"Cathay Street, Southwark",Primary
532bafd5-fdc0-413f-aec8-be790ce44a0b,"Paradise Street, Southwark",Primary
532bafd5-fdc0-413f-aec8-be790ce44a0b,"Bermondsey Wall East, Southwark",Primary
53300874-789a-4119-90e3-ea2a0bcee68f,"Victor Wharf, Roden Street, Ilford, Redbridge, IG1",Primary
5339ba84-cd66-425a-9032-7b7c2952daa0,"Burns Road, Battersea, SW11",Primary
534fcba4-dda8-4865-83a5-2ab883f492ce,Boston Road,Primary
5356af57-1b22-4081-809a-75e09c24f0c2,Clapham Road,Primary
5356af57-1b22-4081-809a-75e09c24f0c2,Prima Road,Primary
536159e6-6159-47d2-91ef-e07cf710c63a,"Coulsdon Common, Homefield Road, Couldson, Croydon",Primary
536159e6-6159-47d2-91ef-e07cf710c63a,"Coulsdon Common, Stities Hill Road, Couldson, Croydon",Primary
536159e6-6159-47d2-91ef-e07cf710c63a,"Coulsdon Common, Rydon's Wood Close, Couldson, Croydon",Primary
536159e6-6159-47d2-91ef-e07cf710c63a,"Coulsdon Common, Caterham Drive, Couldson, Croydon",Primary
536159e6-6159-47d2-91ef-e07cf710c63a,"Coulsdon Common, Buxton Lane, Couldson, Croydon",Primary
536159e6-6159-47d2-91ef-e07cf710c63a,"Coulsdon Common, Ninehams Road, Couldson, Croydon",Primary
536159e6-6159-47d2-91ef-e07cf710c63a,"Coulsdon Common, The Grove, Couldson, Croydon",Primary
53633eba-e700-4201-b314-cfa4f5dd8926,"Springfield Park, Clapton",Primary
5366f514-1c12-478d-bcfe-7c4b685a1c2e,"St Leonards Churchyard, Streatham High Road",Primary
5366f514-1c12-478d-bcfe-7c4b685a1c2e,"St Leonards Churchyard, Tooting Bec Gardens",Primary
53733980-0d0b-4960-ac24-69287e6f7ed7,"Pinner View, Harrow, HA2",Primary
537fb15a-6bd3-4bbd-82da-13c85c656fda,"Homerton High Street, E9",Primary
53949df4-cbb2-48d4-9ef4-e3a4cc87d10e,Kennington Road,Primary
539a99b7-3b21-4f92-bf00-5f949c9f576c,Keston Common,Primary
53aa718c-ca36-44bc-9be1-5e62e12b3d7e,"Aberfeldy Estate, East India Dock Road, South Bromley, Tower Hamlets",Primary
53c597da-01d9-4a36-aa60-fa1ee52c2099,"Croydon Gateway site, Land West of Station, Dingwall Road",Primary
53c7dc72-c906-4c1d-83d8-e35d6f886b3a,"Camberwell Church Street, Camberwell, SE5",Primary
53d7c31b-1844-459f-aafc-7cc5344f0d17,"Stepney Green Park, Tower Hamlets, E14",Primary
53d8b413-854b-48b3-92de-1790dde13044,"Tottenham Court Road Station, W1",Primary
53d8b413-854b-48b3-92de-1790dde13044,"Tottenham Court Road Station, WC2",Primary
53d8b413-854b-48b3-92de-1790dde13044,"Tottenham Court Road Station, WC1",Primary
53d8b413-854b-48b3-92de-1790dde13044,"Earnshaw Street, WC2",Primary
53d8b413-854b-48b3-92de-1790dde13044,"New Oxford Street, WC1",Primary
53d8b413-854b-48b3-92de-1790dde13044,"St. Giles High Street, WC2",Primary
53d8b413-854b-48b3-92de-1790dde13044,"Tottenham Court Road, W1",Primary
53d8b413-854b-48b3-92de-1790dde13044,"Charing Cross Road, WC2",Primary
53d8b413-854b-48b3-92de-1790dde13044,"Falconberg Court, Soho, W1",Primary
53d8b413-854b-48b3-92de-1790dde13044,"Falconberg Mews, W1",Primary
53d8b413-854b-48b3-92de-1790dde13044,"Greek Street, W1",Primary
53d8b413-854b-48b3-92de-1790dde13044,"Manette Street, W1",Primary
53d8b413-854b-48b3-92de-1790dde13044,"Oxford Street, W1",Primary
53d8b413-854b-48b3-92de-1790dde13044,"Soho Square, W1",Primary
53d8b413-854b-48b3-92de-1790dde13044,"Sutton Row, W1",Primary
53d9bbe5-2898-484f-aaa3-2fd831e5d57d,"Quartermile Lane, Lower Lea Valley, Newham",Primary
53e30bb6-a3e1-4178-a698-296f5ad4a72c,Addington Village Road,Primary
53eb3440-8c50-4487-b70b-7b30794fea63,"Tanner Street, Southwark, SE1",Primary
53ec16c3-dbb7-4ca5-be72-daa2e8d92ff8,"Orford Road, Walthamstow, E17",Primary
53fba578-eaa6-439d-b78d-e31b428ba068,"Portnall Road, Cane Hill, Croydon",Primary
54065690-45b8-45bf-8de3-bc6cd0d09a14,"Station Approach, High Street, Pinner,",Primary
540d4270-e1b1-4267-a972-1897733429b3,"The Millennium Wheel Site, Jubilee Gardens, Lambeth, SE1",Primary
54255f84-42d5-4de0-9179-11d343c77300,"King Street, Acton, W3",Primary
542e59fe-3104-49d7-96c0-cbe17ef1407d,"South of the German Gymnasium, off Cheney Road, Camden",Primary
542ef97a-dda7-43b0-b923-287148746af7,"Mermaid Court, Southwark, SE1",Primary
54309e2b-28bc-46dc-8059-3d86a51c1247,"Canon Row, SW1",Primary
543f89ae-401c-4b70-b241-f88470dd0e92,"Paul's Walk, Millennium Bridge, City of London",Primary
543f89ae-401c-4b70-b241-f88470dd0e92,"Bankside, Millenium Bridge, Southwark",Primary
544905f2-f5c1-4eff-9dc1-c8a994d5fcfc,Colston Avenue,Primary
544dc08f-965b-49ca-bac3-e70d889ecbd1,"Former Astor Cinema Site, Mayplace Road West, Bexleyheath, Bexley",Primary
545b8fe3-675a-4be0-b75a-d71b93c5251f,Kingston,Primary
547581df-7172-4f25-b1f8-06f253c7ce58,"Western Way, HMP Belmarsh, Belmarsh West, Greenwich",Primary
