ResourceID,Legacy ID,Full Address,Building Name,Building Number,Street,Locality,Town or City,Postcode,Address Status,Address Currency,Area Name,Area Type,Area Currency Type,Reference Number,Reference Number Type,Location Description,Name,Name Use Type
0008cba4-3d79-573e-96f4-df23e2398493,DALO05220,"21   Verbena Close, Canning Town London E16 4NU",,21,  Verbena Close,Canning Town,London,E16 4NU,Primary,Current,Newham,Borough,Current,16/00366/HH,External Reference,,21 Verbena Close,Primary
0009dee2-2a18-5e8f-31b6-c6f9c62472f0,DALO01470,"Emt House 68   Alpine Way, Beckton London E6 6LL",Emt House,68,  Alpine Way,Beckton,London,E6 6LL,Primary,Current,Newham,Borough,Current,17/03474/OUT,External Reference,,"Emt House, 68 Alpine Way, Beckton, London, E6 6LL",Primary
000a3d22-834a-63df-5be1-b8ea3f483fa0,DALO06222,"17   Gresley Road, London N19 3LA",,17,  Gresley Road,,London,N19 3LA,Primary,Current,Islington,Borough,Current,P2013/1117/FUL,External Reference,"Land at Turk's Head Yard, Islington, London EC1",Islington Unassigned,Primary
001282a2-1dfa-3670-2b52-61a64a8d62d8,DALO00261,"115   Redchurch Street , London E2",,115,  Redchurch Street ,,London,E2,Primary,Current,Tower Hamlets,Borough,Current,PA/12/01098,External Reference,,"115 Redchurch Street, E2",Primary
003e8155-11a1-7c93-4416-ebbffa0a454f,DALO00796,"St Gabriel's College, London SE5 9RF",St Gabriel's College,,,,London,SE5 9RF,Primary,Current,Lambeth,Borough,Current,16/00510/FUL & 16/00511/LB,External Reference,	St Gabriel's College Cormont Road London ,	St Gabriel's College Cormont Road London SE5 9RF,Primary
007c30e4-a7b0-749d-3547-b22f90f9953f,DALO02219,"67   Drury Lane, London WC2B 5SP",,67,  Drury Lane,,London,WC2B 5SP,Primary,Current,City of Westminster,Borough,Current,15/00955/FULL,External Reference,Theatre Royal Catherine Street London WC2B 5JF,Theatre Royal Catherine Street London WC2B 5JF,Primary
00831b64-41f6-9e65-1688-b8f883fb3bea,DALO06187,"56   Abbey Road, Croydon London CR0 1RT",,56,  Abbey Road,Croydon,London,CR0 1RT,Primary,Current,Croydon,Borough,Current,15/03529/P,External Reference,,56 Abbey Road,Primary
00912337-0463-56c2-485f-87feb1ff7a12,DALO02311,"62-64   Horseferry Road, London SW1P 2AF",,62-64,  Horseferry Road,,London,SW1P 2AF,Primary,Current,City of Westminster,Borough,Current,17/06614/FULL,External Reference,,62-64 Horseferry Road London SW1P 2AF,Primary
00945e43-0917-52db-57b1-fadeabac6157,DALO01663,"Ley Street House 497-499  Ley Street, Ilford London IG2 7QX",Ley Street House,497-499, Ley Street,Ilford,London,IG2 7QX,Primary,Current,Redbridge,Borough,Current,,,"Development Site Adjacent 497 To 499, Ley Street, Ilford","Development Site Adjacent 497 To 499, Ley Street, Ilford",Primary
00993a08-0052-0fdd-4dab-0a2e674c2a82,DALO05398,"807   High Road , London N17 8ER",,807,  High Road ,,London,N17 8ER,Primary,Current,Haringey,Borough,Current,HGY/2016/0165,External Reference,,807 High Road,Primary
00a25d73-890d-1a99-2c9f-e48a2a0f9c6d,DALO03306,"130  Maybank Road, South Woodford London E18 1EL",,130, Maybank Road,South Woodford,London,E18 1EL,Primary,Current,Redbridge,Borough,Current,0205/17,External Reference,,"130, Maybank Road, South Woodford, London, E18 1EL",Primary
00a8f8bd-09d8-6fdb-3219-556027ff94f5,DALO05107,"231   Western Road , London SE19 2QD",,231,  Western Road ,,London,SE19 2QD,Primary,Current,Merton,Borough,Current,,,,"231 Western Road, Runnymede road and Lewis Road (see LAG 024/531)",Primary
00bce30a-118c-490f-652a-407fa22b9662,DALO02388,"8   Clements Road, Ilford London IG1 1BA",,8,  Clements Road,Ilford,London,IG1 1BA,Primary,Current,Redbridge,Borough,Current,3591/17,External Reference,,"8, Clements Road, Ilford, IG1 1BA",Primary
00d43b76-71b6-530c-9cde-e38579589a95,DALO04154,"194   Brixton Road, London SW9 6AP",,194,  Brixton Road,,London,SW9 6AP,Primary,Current,Lambeth,Borough,Current,16/05014/LB,External Reference,,194 Brixton Road London SW9 6AP,Primary
00da01ae-5da0-4c51-0db1-55cb8c055b3c,DALO00088,"104 - 106   High Street, Hounslow London TW3 1NA",,104 - 106,  High Street,Hounslow,London,TW3 1NA,Primary,Current,Hounslow,Borough,Current,P/2017/5391,External Reference,,104 - 106 High Street Hounslow London TW3 1NA,Primary
00e82d53-8789-8adb-51ff-f82e900f3a9e,DALO03514,"196  Great Cambridge Road , London EN1 1UQ",,196, Great Cambridge Road ,,London,EN1 1UQ,Primary,Current,Enfield,Borough,Current,14/03574/FUL,External Reference,Martinbridge Industrial Estate Lincoln Road Enfield ,196 Great Cambridge Road EN1 1UQ,Alternative
00ea6aee-63d2-406c-1672-0e26faa61cde,DALO01037,"50   Tudor Lodge Field End Rd, Eastcote London HA5 2QN",,50,  Tudor Lodge Field End Rd,Eastcote,London,HA5 2QN,Primary,Current,Harrow,Borough,Current,,,,"Tudor Lodge, 50 Field End Rd, Eastcote, Pinner HA5 2QN",Primary
00edc81a-354a-846e-22bf-feaace484697,DALO01628,"46   Vine Gardens, Ilford London IG1 2QJ",,46,  Vine Gardens,Ilford,London,IG1 2QJ,Primary,Current,Redbridge,Borough,Current,5639/17,External Reference,,"46, Vine Gardens, Ilford, IG1 2QJ",Primary
00f42fd4-609f-44ce-628a-4b0822d24f54,DALO03342,"60   Barnet Gate Lane, Barnet London EN5 2AD",,60,  Barnet Gate Lane,Barnet,London,EN5 2AD,Primary,Current,Barnet,Borough,Current,16/6471/FUL,External Reference,,60 Barnet Gate Lane Barnet EN5 2AD,Primary
00f65ec2-4fc5-3cea-83c3-e1a91916383a,DALO03187,"665   Barking Road, London E13 9EX",,665,  Barking Road,,London,E13 9EX,Primary,Current,Newham,Borough,Current,14/01863/FUL,External Reference,,"665 Barking Road, Plaistow, London, E13 9EX",Primary
00f9fbf4-2328-5c32-3626-072414463596,DALO04376,"116   Newbury Avenue, Enfield London EN3 6EE",,116,  Newbury Avenue,Enfield,London,EN3 6EE,Primary,Current,Enfield,Borough,Current,16/02991/HOU,External Reference,,116 Newbury Avenue Enfield EN3 6EE,Primary
00fb7a5d-77ab-2c39-5a7a-c743c0e3005b,DALO01618,"35   London Lane, London E8 3PR",,35,  London Lane,,London,E8 3PR,Primary,Current,Hackney,Borough,Current,2017/3209,External Reference,,35 London Lane London E8 3PR,Primary
00fef87d-55e2-54e0-51d5-fa5c7d06748a,DALO03416,"71 - 77  Wigmore Street, London W1U 1QA",,71 - 77, Wigmore Street,,London,W1U 1QA,Primary,Current,City of Westminster,Borough,Current,13/05332/FULL,External Reference,,71 - 77 Wigmore Street,Primary
010637b9-1de6-5f1d-4336-022c9946429d,DALO02138,"6  Glover Drive, London N18 3HF",,6, Glover Drive,,London,N18 3HF,Primary,Current,Enfield,Borough,Current,P13-02228PLA,External Reference,,6 Glover Drive London N18 3HF,Primary
0116bd40-1c22-159d-4f6a-e64fae399ce4,DALO01358,"56   The Bittoms, Kingston upon Thames London KT1 2AP",,56,  The Bittoms,Kingston upon Thames,London,KT1 2AP,Primary,Current,Kingston upon Thames,Borough,Current,1812048,External Reference,,56 THE BITTOMS KINGSTON UPON THAMES KT1 2AP,Primary
01192327-7dfb-5fb1-43d0-77461960099b,DALO02548,"74   Lea Bridge Road, Hackney London E5 9QD",,74,  Lea Bridge Road,Hackney,London,E5 9QD,Primary,Current,Hackney,Borough,Current,2016/4012,External Reference,,74 Lea Bridge Road London E5 9QD,Primary
0121f306-9a63-16bc-36be-f7ae3cb18483,DALO03421,"25   Narford Road, London E5 8RJ",,25,  Narford Road,,London,E5 8RJ,Primary,Current,Hackney,Borough,Current,2016/4703,External Reference,,25 Narford Road London E5 8RJ,Primary
013fb890-1751-91d9-226c-d5434c97669b,DALO04444,"2-4   Venn Street , London SW4 0AT",,2-4,  Venn Street ,,London,SW4 0AT,Primary,Current,Lambeth,Borough,Current,14/00367/FUL,External Reference,2-4 Venn Street,"2-4 Venn Street, SW4 0AT",Primary
014af5cb-200b-041b-a7be-cdb0fec02a3c,DALO03105,"36   Gresham Road, East Ham London E6 6DS",,36,  Gresham Road,East Ham,London,E6 6DS,Primary,Current,Newham,Borough,Current,16/04045/HH,External Reference,,"36 Gresham Road, East Ham, London, E6 6DS",Primary
0163226e-70bf-0254-0b0f-4cd6a2e86010,DALO05892,"126   Church Road, Croydon London CR0 1SE",,126,  Church Road,Croydon,London,CR0 1SE,Primary,Current,Croydon,Borough,Current,15/03749/LP,External Reference,,"126 Church Road, Croydon, CR0 1SE",Primary
0168e0f8-196a-4dd9-355d-e9ba1c743f0c,DALO01609,"1   Canon Row, London SW1A 2JN",,1,  Canon Row,,London,SW1A 2JN,Primary,Current,City of Westminster,Borough,Current,16/07441/LBC,External Reference,,1 Canon Row London SW1A 2JN,Primary
016b7e74-21f9-1029-a768-5e4e194b85ed,DALO01036,"38   Sowrey Avenue, Rainham London RM13 7NA",,38,  Sowrey Avenue,Rainham,London,RM13 7NA,Primary,Current,Havering,Borough,Current,P0396.18,External Reference,,38 Sowrey Avenue RAINHAM RM13 7NA,Primary
0174cdf2-8470-8bdd-2876-4173b08095d3,DALO05382,"1 - 3   Totteridge Lane, London N20 0EY",,1 - 3,  Totteridge Lane,,London,N20 0EY,Primary,Current,Barnet,Borough,Current,16/0094/FUL,External Reference,,1 - 3 Totteridge Lane London N20 0EY,Primary
0178f062-2113-0a84-4842-c487693959ef,DALO05791,"Kingsley Academy, 102 Prince Regent Road, Hounslow, London TW3 1NE",Kingsley Academy,102 ,Prince Regent Road,Hounslow,London,TW3 1NE,Primary,Current,Hounslow,Borough,Current,,,,Kingsley Academy 102 Prince Regent Road Hounslow London TW3 1NE,Primary
017c4515-67e7-9dfe-9726-4e8661aa239f,DALO04258,"63   Barking Road, Canning Town London E16 4HB",,63,  Barking Road,Canning Town,London,E16 4HB,Primary,Current,Newham,Borough,Current,16/00831/FUL,External Reference,,63 Barking Road Canning Town London E16 4HB,Primary
018514cc-3449-68bb-824b-e90eba4a1376,DALO05594,"Stoke, Coombe, London KT2 7NX",Stoke,,,Coombe,London,KT2 7NX,Primary,Current,Kingston upon Thames,Borough,Current,13/15061,External Reference,"Stoke Road, Kingston upon Thames, ","Stoke Road, Kingston upon Thames, KT2 7NX",Primary
01866523-886f-64f4-83bf-05918e763668,DALO01888,"30   Deptford Church Street, London SE8 4RZ",,30,  Deptford Church Street,,London,SE8 4RZ,Primary,Current,Lewisham,Borough,Current,DC/17/103550,External Reference,,"30 DEPTFORD CHURCH STREET, London, SE8 4RZ",Primary
01874d13-a714-52b6-8112-6be6297c22c3,DALO04661,"117   Mayfield Road, South Croydon London CR2 0BH",,117,  Mayfield Road,South Croydon,London,CR2 0BH,Primary,Current,Croydon,Borough,Current,16/02747/LP,External Reference,,"117 Mayfield Road, South Croydon, CR2 0BH",Primary
0189ddce-a4c9-4197-11ef-f79cb32e8887,DALO02802,"West Twyford Primary School, Park Royal, London NW10 7DN",West Twyford Primary School,,,Park Royal,London,NW10 7DN,Primary,Current,Ealing,Borough,Current,,,West Twyford School,West Twyford School,Alternative
018c87d9-645e-49e1-4605-3676d9c24e95,DALO04464,"1   Hill House Close, London N21 1LG",,1,  Hill House Close,,London,N21 1LG,Primary,Current,Enfield,Borough,Current,15/05241/FUL,External Reference,,1 Hill House Close,Primary
01936bed-5238-9932-320c-5f7821e47cd3,DALO03962,"St Gabriel's College, London SW9 6UL",St Gabriel's College,,,,London,SW9 6UL,Primary,Current,Lambeth,Borough,Current,16/02324/FUL,External Reference,St Gabriel's College Langton Road London ,"St Gabriel's College, Langton Road",Primary
019a6a08-0e60-4cd2-9aff-85d7b25a2737,DALO06012,"Trafalgar Trading Estate 82   Jeffreys Road, Enfield London EN3 7TY",Trafalgar Trading Estate,82,  Jeffreys Road,Enfield,London,EN3 7TY,Primary,Current,Enfield,Borough,Current,15/04001/FUL,External Reference,,Trafalgar Trading Estate,Primary
019d003c-28e1-a517-63a1-b352e45e40ec,DALO02098,"131   Dynevor Road, London N16 0DA",,131,  Dynevor Road,,London,N16 0DA,Primary,Current,Hackney,Borough,Current,2017/3814,External Reference,,131 Dynevor Road London N16 0DA,Primary
01a3e2a8-125f-5c1d-44bb-59d6971d11c7,DALO05953,"1E   Gleneagle Road, London SW16 6AX",,1E,  Gleneagle Road,,London,SW16 6AX,Primary,Current,Lambeth,Borough,Current,15/05294/FUL,External Reference,,1E Gleneagle Road,Primary
01aeee89-6e33-5206-9192-a677dd53a191,DALO02592,"632   Chiswick High Road, Chiswick London W4 5RY",,632,  Chiswick High Road,Chiswick,London,W4 5RY,Primary,Current,Hounslow,Borough,Current,P/2017/2360,External Reference,,Robins & Day Ltd 632 Chiswick High Road Chiswick London W4 5RY,Primary
01bb40fc-8159-00fa-4bf2-7cf1181946f5,DALO02202,"58   High Street South, East Ham London E6 6ET",,58,  High Street South,East Ham,London,E6 6ET,Primary,Current,Newham,Borough,Current,17/03104/PRECOU,External Reference,,58 High Street South East Ham London E6 6ET,Primary
01cf67d5-0702-0d2b-150e-fe43db6912ae,DALO01810,"2A   Median Road, London E5 0PL",,2A,  Median Road,,London,E5 0PL,Primary,Current,Hackney,Borough,Current,2017/4422,External Reference,,2A Median Road London E5 0PL,Primary
01daea3a-8338-4bb2-34eb-7a7fa3164807,DALO00416,"30B   Commercial Road, London E1 1LN",,30B,  Commercial Road,,London,E1 1LN,Primary,Current,Tower Hamlets,Borough,Current,PA/13/00218,External Reference,"Aldgate Place Land Bounded By Whitechapel High Street, Leman Street, Buckle Street & Commercial Rd,","Aldgate Place Land Bounded By Whitechapel High Street, Leman Street, Buckle Street & Commercial Rd",Primary
01e5342f-4da0-5d7c-65f2-6f5f375d9cd1,DALO04924,"East Ham Police Station 4   High Street South, East Ham London E6 6ES",East Ham Police Station,4,  High Street South,East Ham,London,E6 6ES,Primary,Current,Newham,Borough,Current,14/01523/FUL,External Reference,,East Ham Police Station,Primary
01e714bd-303b-4b4d-8021-d9a4d5bc6730,DALO03395,"208-214   York Road , London SW11 3SD",,208-214,  York Road ,,London,SW11 3SD,Primary,Current,Wandsworth,Borough,Current,2014/4626,External Reference,Development Site of 208 to 214 York Road ,Development Site of 208 To 214 York Road SW11 3SD,Primary
01e9881b-4c72-0e8c-0b76-9d82863166c9,DALO00130,"164-170   Mare Street, Hackney London E8 3RD",,164-170,  Mare Street,Hackney,London,E8 3RD,Primary,Current,Hackney,Borough,Current,2018/2389,External Reference,,164-170 Mare Street Hackney London E8 3RD,Primary
01fff8a1-2ffa-4949-8335-6c68c71d2afd,DALO01294,"45A  York Road, Ilford London IG1 3AD",,45A, York Road,Ilford,London,IG1 3AD,Primary,Current,Redbridge,Borough,Current,0429/18,External Reference,,"45 A, York Road, Ilford, IG1 3AD",Primary
0202d388-41cb-7a71-95bd-65d186c10d90,DALO02843,"West London University , London W5 5RA",West London University ,,,,London,W5 5RA,Primary,Current,Ealing,Borough,Current,PP/2013/1352,External Reference,UNIVERSITY OF WEST LONDON (LAND AT THE JUNCTION OF ST MARYS ROAD AND THE PARK) ST MARYS ROAD EALING ,Thames Valley University Warwick Road Ealing W5 5RF,Primary
0210f92b-89f7-4d90-7fd6-34d136877567,DALO03443,"5   Maryland Park, Stratford London E15 1HB",,5,  Maryland Park,Stratford,London,E15 1HB,Primary,Current,Newham,Borough,Current,16/03950/HH,External Reference,,"5 Maryland Park, Stratford, London, E15 1HB",Primary
023e75e5-5c82-32c5-1c94-fa4ffe8c2fa0,DALO02619,"15-17   Mill Street, Kingston upon Thames London KT1 2RG",,15-17,  Mill Street,Kingston upon Thames,London,KT1 2RG,Primary,Current,Kingston upon Thames,Borough,Current,1612444,External Reference,,"15-17 Mill Street, Kingston upon Thames , KT1 2RG",Primary
02411862-946a-4a9f-4490-70d8695726cd,DALO02579,"94   Great Portland Street, London W1W 7NU",,94,  Great Portland Street,,London,W1W 7NU,Primary,Current,City of Westminster,Borough,Current,14/08576/FULL,External Reference,Development Site 36 To 40 Langham Street And 94 Great Portland Street London,94 Great Portland Street London W1W 7NU,Alternative
025090ba-4a8a-7961-5e05-2cf01fb48d0c,DALO01892,"56   Wood Lane, London W12 7SB",UGLI Campus,56,  Wood Lane,,London,W12 7SB,Primary,Current,Hammersmith and Fulham,Borough,Current,2017/01493/SCOEIA,External Reference,,UGLI Campus 56 Wood Lane London W12 7SB,Primary
027b5ba1-6b05-2c51-01b7-633c416e2dcf,DALO05609,"68   Kendall Avenue South, South Croydon London CR2 0QQ",,68,  Kendall Avenue South,South Croydon,London,CR2 0QQ,Primary,Current,Croydon,Borough,Current,15/05337/P,External Reference,,"68 Kendall Avenue South, South Croydon, CR2 0QQ",Primary
02886e29-4e0f-5915-685b-9e72e2b80d9e,DALO02767,"35   Findon Gardens, Rainham London RM13 9UA",,35,  Findon Gardens,Rainham,London,RM13 9UA,Primary,Current,Havering,Borough,Current,P0700.17,External Reference,,35 Findon Gardens Rainham RM13 9UA,Primary
0298f542-a07b-9c9f-01f3-af1bec5d54a3,DALO05376,"Chiswick Moran Hotel 3-7  Power Road, Chiswick London W4 5RY",Chiswick Moran Hotel,3-7, Power Road,Chiswick,London,W4 5RY,Primary,Current,Hounslow,Borough,Current,P/2013/4169,External Reference,,Chiswick MORAN HOTEL 626 Chiswick High Road Chiswick London W4 5RY,Primary
029ca25b-7e62-46c7-5059-282627e69cd6,DALO02308,"47   Fountayne Road, London N16 7ED",,47,  Fountayne Road,,London,N16 7ED,Primary,Current,Hackney,Borough,Current,2017/3122,External Reference,,47 Fountayne Road London N16 7ED,Primary
029f2030-93c6-538b-6893-391608c10d11,DALO05746,"10   Pascal Street, Lambeth London SW8 4SH",,10,  Pascal Street,Lambeth,London,SW8 4SH,Primary,Current,Lambeth,Borough,Current,11/03931/P,External Reference,10 Pascal Street,10 Pascal Street London Lambeth SW8 4SH,Primary
02a68143-09fb-30ba-63bf-a8d2b39c49f8,DALO00970,"9   KNIGHTS PARK, Kingston upon Thames London KT1 2QH",,9,  KNIGHTS PARK,Kingston upon Thames,London,KT1 2QH,Primary,Current,Kingston upon Thames,Borough,Current,1812250,External Reference,,"9 KNIGHTS PARK, KINGSTON UPON THAMES, KT1 2QH",Primary
02c01ebb-679e-2a43-8323-e337b9291ae4,DALO03648,"285   Purley Way, Croydon London CR0 4XF",,285,  Purley Way,Croydon,London,CR0 4XF,Primary,Current,Croydon,Borough,Current,16/05697/FUL,External Reference,,285 Purley Way Croydon CR0 4XF,Primary
02c257d7-4e02-1c0d-2dc9-4efd0bec73cf,DALO04896,"245   Hammersmith Road, London W6 8PW",Bechtel House,245,  Hammersmith Road,,London,W6 8PW,Primary,Current,Hammersmith and Fulham,Borough,Current,2014/04242/FUL,External Reference,,Bechtel House 245 Hammersmith Road,Primary
02f8a8c5-6c06-04e4-0709-473b77879ebb,DALO02851,"Norman House 110-114  Norman Road, Greenwich London SE10 9QJ",Norman House,110-114, Norman Road,Greenwich,London,SE10 9QJ,Primary,Current,Greenwich,Borough,Current,16/2376/EIA,External Reference,"Norman House, 110-114 Norman Road","NORMAN HOUSE, 110-114 NORMAN ROAD, GREENWICH, SE10 9QJ",Primary
0319d46b-04be-9265-6ca2-25ab9368840c,DALO04121,"1-35  Downs Park Road, London E8 2HY",Petchey Academy,1-35, Downs Park Road,,London,E8 2HY,Primary,Current,Hackney,Borough,Current,2016/2943,External Reference,,Petchey Academy 1-35 Downs Park Road London E8 2HY,Primary
0327d002-2375-7cb2-9bc2-7296d7645bdd,DALO02960,"Progress House 15 - 21  Progress Way, Croydon London CR0 4XD",Progress House,15 - 21, Progress Way,Croydon,London,CR0 4XD,Primary,Current,Croydon,Borough,Current,16/04349/FUL,External Reference,15-21 Progress Way,15 21 Progress Way Croydon CR0 4XD,Primary
034f7d62-46ba-42c3-95b9-e7abe50e8248,DALO03261,"2 - 10   Cobb Street, London E1 7LB",,2 - 10,  Cobb Street,,London,E1 7LB,Primary,Current,Tower Hamlets,Borough,Current,PA/14/01752,External Reference,,"2 - 10 Cobb Street, London, E1 7LB",Primary
035ad3a5-2acb-168b-438c-119b8f9c19f6,DALO02527,"Ormesby Court 224   Beulah Hill, Upper Norwood London SE19 3UX",Ormesby Court,224,  Beulah Hill,Upper Norwood,London,SE19 3UX,Primary,Current,Croydon,Borough,Current, 16/03513/P,External Reference,,Ormesby Court 224 Beulah Hill Upper Norwood London SE19 3UX,Primary
035ae4b7-0768-a740-11e0-853cb7126c0b,DALO02753,"22   Byron Hill Road, Harrow London HA2 0HY",,22,  Byron Hill Road,Harrow,London,HA2 0HY,Primary,Current,Harrow,Borough,Current,P/2056/17,External Reference,,"22 Byron Hill Road, Harrow, HA2 0HY",Primary
035e7701-6bb1-64af-79e5-8faeb33f1c54,DALO05465,"117 - 125   Freemasons Road, Canning Town London E16 3PH",,117 - 125,  Freemasons Road,Canning Town,London,E16 3PH,Primary,Current,Newham,Borough,Current,15/03632/FUL,External Reference,,117 - 125 Freemasons Road,Primary
036de416-9bfa-5f88-1283-4db9df413fec,DALO04844,"47   Arkwright Road, South Croydon London CR2 0LP",,47,  Arkwright Road,South Croydon,London,CR2 0LP,Primary,Current,Croydon,Borough,Current,16/02171/P,External Reference,,"47 Arkwright Road, South Croydon, CR2 0LP",Primary
037542d8-3500-3b08-53fb-a7d12dd6565e,DALO01087,"34   Pinner Hill Road, Pinner London HA5 3SB",,34,  Pinner Hill Road,Pinner,London,HA5 3SB,Primary,Current,Harrow,Borough,Current,,,,"34 Pinner Hill Road, Pinner, Harrow, HA5 3SB",Primary
037d5829-45af-5d41-4ad4-2f699c733c46,DALO02467,"Watts Grove Depot, London E3 3QS",Watts Grove Depot,,,,London,E3 3QS,Primary,Current,Tower Hamlets,Borough,Current,PA/14/02585,External Reference,"Watts Grove Depot, Glaucus Street, London, ","Watts Grove Depot, Glaucus Street, London, E3 3QS",Primary
03821c63-3c73-97c0-1d88-2540e9245c1a,DALO05020,"12-14   Greville Street. , London EC1N 8SB",,12-14,  Greville Street. ,,London,EC1N 8SB,Primary,Current,Camden,Borough,Current,2016/1091/P,External Reference,,"12-14 Greville Street, London. EC1N 8SB",Primary
03956efd-4e1e-6204-01a7-91ff292a6e51,DALO02194,"Clerkenwell House 45 - 47  Clerkenwell Green, Islington London EC1R 0EB",Clerkenwell House,45 - 47, Clerkenwell Green,Islington,London,EC1R 0EB,Primary,Current,Islington,Borough,Current,P2017/1644/FUL,External Reference,,Clerkenwell House 45 - 47 Clerkenwell Green Islington London EC1R 0EB,Primary
039eaf73-9876-a0e1-6cf4-65b813b27ec3,DALO00620,"Brookfields Garage, Barnet, London EN5 5UN",Brookfields Garage,,,Barnet,London,EN5 5UN,Primary,Current,Barnet,Borough,Current,15/00404/FUL,External Reference,,Brookfields Garage 1 Victoria Lane Barnet EN5 5UN,Primary
03b2e7f1-2840-1502-9611-2ac39db7220e,DALO02520,"418-422  Strand, London WC2R 0PT",Walter House,418-422, Strand,,London,WC2R 0PT,Primary,Current,City of Westminster,Borough,Current,13/09608/FULL,External Reference,,Walter House 418-422 Strand London WC2R 0PT,Primary
03cabce7-174f-8041-7a70-6970215da793,DALO03586,"6-8  London Road, Enfield London EN2 6EB",,6-8, London Road,Enfield,London,EN2 6EB,Primary,Current,Enfield,Borough,Current,16/04505/FUL,External Reference,,Commercial Premises 6-8 London Road Enfield EN2 6EB,Primary
03cd84a5-3841-1ea8-68ca-348e55cc8a3b,DALO04654,"79   Portland Road, Kingston upon Thames London KT1 2SH",,79,  Portland Road,Kingston upon Thames,London,KT1 2SH,Primary,Current,Kingston upon Thames,Borough,Current,1612549,External Reference,,"79 Portland Road, Kingston upon Thames, KT1 2SH",Primary
03fb2da6-1fa4-2242-48de-ae80dc7f0336,DALO03083,"11   Coombe Lane West, Kingston upon Thames London KT2 7EW",,11,  Coombe Lane West,Kingston upon Thames,London,KT2 7EW,Primary,Current,Kingston upon Thames,Borough,Current,1714252,External Reference,,"11 Coombe Lane West, Kingston Upon Thames, KT2 7EW",Primary
04034997-7254-a04d-9907-dffdc1576f3d,DALO00857,"161   FIRS DRIVE, Hounslow London TW5 9TB",,161,  FIRS DRIVE,Hounslow,London,TW5 9TB,Primary,Current,Hounslow,Borough,Current,P/2018/1626,External Reference,,161 FIRS DRIVE Hounslow London TW5 9TB,Primary
0406fa76-2a41-9554-0da6-38e395143b4d,DALO05288,"30   Garrison Lane, Chessington London KT9 2LB",,30,  Garrison Lane,Chessington,London,KT9 2LB,Primary,Current,Kingston upon Thames,Borough,Current,1510380,External Reference,,"30 Garrison Lane, Chessington, KT9 2LB",Primary
04111861-58c4-20a8-9770-9042ef8d23cc,DALO03284,"312  RestaurantHigh Road, Ilford London IG1 1QW",,312, RestaurantHigh Road,Ilford,London,IG1 1QW,Primary,Current,Redbridge,Borough,Current,3045/16,External Reference,,"Restaurant, 312, High Road, Ilford, IG1 1QW",Primary
043119dc-816f-22d5-8402-f655647b18b6,DALO03938,"45   Melfort Road, Thornton Heath London CR7 7RS",,45,  Melfort Road,Thornton Heath,London,CR7 7RS,Primary,Current,Croydon,Borough,Current,16/05038/HSE,External Reference,,45 Melfort Road Thornton Heath CR7 7RS,Primary
04408cae-6508-05e1-82d7-33ea82413efa,DALO05658,"567-583  London Road, Isleworth London TW7 4EJ",,567-583, London Road,Isleworth,London,TW7 4EJ,Primary,Current,Hounslow,Borough,Current,00707/575-579/P1 - P/2014/2180,External Reference,,567-583 London ROAD,Alternative
044a2186-00e5-0b0c-1621-dc07d405731d,DALO04492,"10   Mapledale Avenue, Croydon London CR0 5TA",,10,  Mapledale Avenue,Croydon,London,CR0 5TA,Primary,Current,Croydon,Borough,Current,16/03247/P,External Reference,,"10 Mapledale Avenue, Croydon, CR0 5TA",Primary
04518bb5-86cb-8164-2905-80ebd2a42151,DALO03039,"113   STAINES ROAD, Feltham London TW14 0JS",,113,  STAINES ROAD,Feltham,London,TW14 0JS,Primary,Current,Hounslow,Borough,Current,P/2016/4562,External Reference,,113 STAINES ROAD FELTHAM TW14 0JS,Primary
04563c0f-2842-2332-160f-275a270106f1,DALO04696,"40   Cowleaze Road, Kingston upon Thames London KT2 6HH",,40,  Cowleaze Road,Kingston upon Thames,London,KT2 6HH,Primary,Current,Kingston upon Thames,Borough,Current,1512280,External Reference,"40 (Car Park) Cowleaze Road, Kingston upon Thames, ","40 Cowleaze Road, KINGSTON UPON THAMES, KT2 6HH",Primary
0469e571-33e8-5072-7ef7-dcc7dc6f6fdd,DALO03268,"The Rectory Scout Hut, Hackney, London E5 0PD",The Rectory Scout Hut,,,Hackney,London,E5 0PD,Primary,Current,Hackney,Borough,Current,2012/3345,External Reference,"The Rectory, Scout Hut and former Learning Trust, Facility, St John at Hackney Church, Lower Clapton Road, ","The Rectory, Scout Hut and former Learning Trust, Facility, St John at Hackney Church, Lower Clapton Road, E5 0PD",Primary
047fa477-6b2d-3adc-5dc6-7ac4cfc82504,DALO06211,"Lincoln Road Medical Practice 193  Lincoln Road, Enfield London EN1 1LJ",Lincoln Road Medical Practice,193, Lincoln Road,Enfield,London,EN1 1LJ,Primary,Current,Barnet,Borough,Current,30000100308/AYLEY CROFT,External Reference,Land north of Alberta Road,Enfield Unassigned,Primary
04b7c453-4ca8-8a3d-52ee-675efb0e4827,DALO02695,"72-78   Frith Road, Croydon London CR0 1TA",,72-78,  Frith Road,Croydon,London,CR0 1TA,Primary,Current,Croydon,Borough,Current,16/03967/P,External Reference,,"72-78 Frith Road, Croydon, CR0 1TA",Primary
