ResourceID,Organisation Type,Currency
3e391bec-7215-441b-919c-cd8875f621c2,University,Current
3f681a4d-62cc-4cf6-95e6-1b3c21b42b91,Museum,Current
3f7bdf19-29b3-4439-81b4-0d835963f414,Developer,Current
3fa13e69-0516-4593-ae25-9f0f174e82d1,Other,Current
3fabbbbd-9907-4990-9050-8835b08c47b8,Consultant,Current
4000fd3b-73a6-4f9d-a7b8-9b4dfe86bd19,Local amateur group,Former
4006f302-4d97-45a2-aa14-59c58cd85c5f,Contractor,Current
40393350-f8a0-47be-8a85-da720b71f316,Consultant,Current
4049c20f-e897-4450-a597-0f0f5c4685d9,Contractor,Current
406434d7-1bb6-4913-89c3-e060c5ce0b0c,Developer,Current
406aaa04-d78b-4000-a23a-cb2541dc0aa7,Architects,Current
406c4c1f-02f8-42b5-b8cd-1c8ba82cda09,Contractor,Current
40d107ff-a621-4461-a940-a254525036c1,Developer,Current
40df275b-2475-42f0-8d7a-2ccfb6886b83,Architects,Current
411b0b1e-b54c-4e2c-a28d-22dd4ecbda69,Developer,Current
41a750a9-7388-450a-a400-d375bda06ea2,Architects,Current
41d7b8c0-758c-429c-ac6d-6ffd3d53253b,Developer,Current
42041417-66f0-4953-a6df-ac5dcfdbb974,Consultant,Current
42afafc5-6a73-44c7-b599-5a434cf768e8,Other,Current
42c1e123-6ab5-448d-8c32-fd317e966ef2,Museum,Current
42d55382-67b9-43d4-96cd-84e3f3c13786,Architects,Current
42ec4b80-0d5c-4103-9324-a766211da774,Developer,Current
4305e7fa-d703-4050-94fe-c221426b9ea7,Developer,Current
434bb11a-ca09-4878-a24f-04474953aa70,Consultant,Current
43698e4e-58af-44b4-ac50-5eea743b12f4,Historic,Current
43807cfd-5d23-496b-b91b-abc969e71f77,Consultant,Current
43c588b4-5ab0-4458-b220-1475d44a7f0a,Consultant,Current
43c9175e-176e-48e1-b691-fb92860723e2,Developer,Current
43e58b54-e596-4ab8-8272-9cfe84ec2fae,Contractor,Current
441577d3-c23f-4283-a560-b085b76051f4,Developer,Current
4433f8a3-d085-4798-96af-6679730e79f3,Developer,Current
443667a0-b528-40db-a7fd-72b84f13865f,Developer,Current
44561843-f9ec-4324-baa7-4230e6315c03,Developer,Current
446f1e0c-65d2-4f32-ae2f-afe802fb9183,Consultant,Current
4472bdaa-6838-4deb-845c-3b4ea2b521f3,Developer,Current
44787837-32df-477f-bc48-979e45df020e,Solicitors,Current
447a0883-ee6c-4ef8-a8fb-53ad028bc1e9,Consultant,Current
447e4f37-9dfd-4581-9566-b2d0f5634029,Contractor,Current
448cb393-8e20-44d6-a5db-123ca97f56bc,Developer,Current
44a96833-3898-4e61-b1d3-ceb1214b2a11,Architects,Current
44b4313a-44b8-4e2b-8eaf-bf60c24e4ef4,Developer,Current
44fa3e8f-a22d-4ef1-bd81-600df9bc50d8,Local amateur group,Former
4505a45c-4faf-4d36-99e9-edb6f16a1d62,Architects,Current
4508bd14-13da-415d-8f99-2d33fd79c191,Architects,Current
452337ae-4b89-4a80-bf12-975c7052e14a,Developer,Current
4571d08d-4163-434a-8d05-b1cd7e0579fb,Contractor,Current
457e6566-1107-4483-9a55-93f2ccc9b129,Consultant,Current
459c1774-afa3-4e43-8540-80f47fe0f9c4,Consultant,Current
45fcfd3e-edf5-4b43-876e-c421d603e3fd,Other,Former
463901cc-a917-46a4-ad7d-8ab75c4a296f,Developer,Current
46480542-0ef2-4d6e-809c-d50e7daca010,Contractor,Current
46c2f077-391a-4ce9-9328-da48665c42f2,Architects,Current
46f3271c-5075-4a26-85b6-715a8c45bab4,Consultant,Current
47228583-5ce8-4d49-b703-558fa8fc5b80,Museum,Current
474a2a55-28e0-4bb5-a886-d29ec1169399,Developer,Current
47cb9ce3-72c5-441b-901e-f664affd104c,Architects,Current
47d81be8-078e-4c31-9ff9-6f135805d701,Other,Current
47e76eed-a9e1-425c-8ffe-7ecbc31801dd,Contractor,Current
47e99e36-f862-45c2-8342-f31c0ae9d342,Consultant,Current
48082bab-2b29-4007-85cf-1ecc2aa6343e,Contractor,Current
4843c00d-3950-49aa-9f0f-f190ec43f313,Other,Current
485c75e4-a1c9-44f5-9af4-cf3b3fac09fa,Consultant,Current
4882fccb-0b73-4aff-9647-9b8163419363,Developer,Current
488f2de2-7b12-4ca3-83a1-4b03b7661fc5,Developer,Current
48c6feb0-1f15-402f-b488-6098e4c90fa7,Architects,Current
48f36013-0ade-40d5-b89f-ef9fe6f498b9,Contractor,Current
48f99333-7d56-465a-8dee-d473ef9add97,Consultant,Current
48fccbbc-4e43-4f4e-a7b2-d7df8d0271ba,Contractor,Current
4952b763-481f-4451-b853-1ed77d7a4316,Developer,Current
49574874-c8f7-4dfb-adc6-7d2d2bf2370c,Developer,Current
49600b2f-a374-42d0-b9bd-9e6787c1f134,Museum,Current
49abd38a-fbb5-49c8-b833-c417bb21b2de,Developer,Current
49e27573-a9e4-486d-9b4c-033256d5a694,Developer,Current
49f9d7d8-52c0-4248-bab2-12cc3768a974,Contractor,Current
49fb2e82-cfcd-4ad9-8f98-202aa5c5f8b1,Consultant,Current
4a58e805-010f-4790-8bea-6c80404cddc4,Developer,Current
4a9d7e1e-fdf7-4a4b-9aba-e6c473823ba1,Contractor,Former
4aa34b47-e7ed-4cd8-90e6-21c03a279c10,Contractor,Current
4ab08bbb-29c0-417e-a4b4-a4b44382931c,Contractor,Current
4ac2077e-7084-4551-9948-13eca9ff6562,Historic,Current
4acfa1ab-48c0-4ad6-b776-b83565a7d86e,Consultant,Current
4af17d7c-3ac3-4c1d-965e-84e049a12bf8,Contractor,Current
4b0074e6-e847-46c6-b79b-01672c161bed,Solicitors,Current
4b014931-fd25-4e50-b6ac-25e4e501062a,Consultant,Current
4b29a3b7-2b72-4d66-a67f-02990f66c04d,Consultant,Current
4b2b8a3d-211b-4e43-9a81-0ffe9a08afd6,Historic,Former
4b546c1d-1761-4ab7-ab46-61570376822f,Developer,Current
4b7d07fc-7a18-4653-bdd2-e4c43138b25f,Consultant,Current
4ba85734-5b2c-45c7-8135-9f3e9e56faca,University,Current
4bf6e247-f4dc-465b-b4de-6e27e2035ece,Developer,Current
4c2e1a34-c4ac-45db-b927-986d40c02277,Architects,Current
4c338e03-5079-43d1-b264-4f3cdaecd683,Other,Current
4c417c36-7b91-41f6-8c51-011dc3cb1658,Architects,Current
4c8929fa-bb6c-4d23-a511-fb089e46afda,Contractor,Current
4ca00268-64aa-4c94-be80-51ede65d62e8,Consultant,Current
4cc8e6b9-2f7e-456f-8cc2-a9feefab97d4,Contractor,Current
4ced7fcb-a344-43e5-b586-df27860da0f0,Contractor,Current
4cfa6103-3eac-40c1-9abd-3a6c203a644a,Developer,Current
4d0a3bef-35dc-41cd-a2ce-d223755a7f23,Consultant,Current
4d666117-99b8-4b18-b0c7-0780497add48,Contractor,Current
4d9502c5-f8eb-45fd-9efd-b24df820539d,Statutory Organisation,Current
4d9cfd8b-68da-4dcf-8d88-9a994276decd,Local amateur group,Current
4db2df26-88f6-4556-993c-244c2b7554d8,Local amateur group,Current
4dfcc109-8285-4bb8-92f1-0c8e254388d0,Consultant,Current
4e4e37bf-336a-40da-ace0-917eb76bc796,Developer,Current
4e6c714a-94dc-42bb-b2c0-9f5d8e6817b5,Other,Current
4eb2e6bc-8fa8-4a13-a283-e326ae3ff157,Consultant,Current
4ef98812-4291-4a41-b5ed-c03d640891ad,Contractor,Current
4efe0c8c-5b9f-4acb-bb26-b2dee64c83fa,Builder,Current
4efedb63-8602-42c5-82ef-d88ed1fc126c,Other,Current
4f02bf39-9c85-4ed6-b79d-28563caf37d7,Contractor,Current
4f417019-ee02-47a9-82ed-e33ccbc5a608,Local Government,Current
4f7a0eb5-3533-4c73-8fc2-3a0b81a2c3a7,Contractor,Current
4fd68fa4-2e2d-4cf3-b75a-3d269ccb10ba,Consultant,Current
4fe0c9bb-e04f-433b-865f-11136bca2860,Developer,Current
4ff46d34-0943-46ee-bc03-47d51a8e5672,Consultant,Current
50073790-d8af-484f-82f2-0c34d4ca23ed,Other,Current
501dd5b6-167a-49d3-a7c0-b04fe1498ad7,Contractor,Current
509b7ca4-a1f3-4685-877c-f397eb25ab3f,Contractor,Current
50a72d6d-c0d9-4983-87e3-04fea64f6a66,Developer,Current
50b33119-f8ac-444a-87b8-7c27f3856676,Solicitors,Current
50b3eba0-8eba-48c6-ac81-76f1808df22b,Consultant,Current
50c27595-eae2-4df9-a5ec-53e519354f1e,Developer,Former
50cf138d-fc3a-4ca4-94a3-6a9d592150da,Contractor,Current
5124512b-d12d-4821-addc-28ce0a1fcd21,Consultant,Current
514955eb-8955-4727-92d8-f581dea87b90,Consultant,Current
51962498-2fe1-4eb6-9ffc-e097a16ae71a,Contractor,Former
519ab8a6-fa4b-4603-a2cd-527094978eda,University,Current
51a9d82d-4ef7-4f01-a7f6-662f8da52580,Architects,Current
51fa8c73-e65f-4db8-bb6b-5c73cc5f30ef,Developer,Current
525fa928-2f22-487b-9162-0420480d198d,Architects,Current
5268a336-8bcc-479e-926d-1e3945d500a0,Agent,Current
52909575-1813-491f-8e71-402b2f8acc64,Consultant,Current
5290aafc-516d-4556-83f6-5e71073eec71,Local Government,Current
52b361fa-f709-451b-b2bc-42ecc76f8f61,Contractor,Former
52f64ba8-a509-488f-98ec-d1413c262491,Architects,Current
53407431-999d-4423-ada8-fa2077c40805,Consultant,Current
53443703-bce3-4e3c-a147-fe59826abe4e,Consultant,Current
5367ef65-9e4f-4a41-bcee-141f6bb08d34,Other,Current
536cf6f0-7b73-4ec3-9a3f-0486d5ba23f0,Consultant,Current
536f10e4-61e7-4624-88d3-7736fc6c4f42,Architects,Current
538e5d07-ff9d-4baf-a054-ca214683d2f7,Architects,Current
539ebccd-0cb2-4527-9253-948828bf8402,Historic,Current
5424501d-fe1b-4805-99b4-eefd6098b05f,Architects,Current
54351b07-355c-44fc-9e86-adcb4bb7cd59,Contractor,Current
54575c5f-9fc8-473d-84e3-d960a39c2251,Developer,Current
549cfda4-50df-454f-aa01-c7312223d234,Developer,Current
54bd3216-ad1c-4e64-bdb8-7c432fc31a6b,Other,Current
54e85320-7312-403c-80b1-1ee8ad3a58bb,Developer,Current
54e94a19-a05b-4002-8e8e-4e8850989402,Contractor,Current
54e953e8-628c-44d1-8d6b-9c1c740a47f0,Architects,Current
5531b17e-67b6-42db-bd12-164b96eee41a,Archive,Current
554fd853-548f-40da-870f-361d60d3bc98,Contractor,Former
556400e6-f5e1-4bcc-8d13-153c559c1d25,Developer,Current
55fe888f-1807-40fd-8b9d-50c3377c50c4,Consultant,Current
561c46ea-62a9-48ea-9b16-044b751ad327,Builder,Current
5697c157-106e-4082-97ce-5d5b249610d5,Architects,Current
56e233cb-9711-4304-bcf7-eb86f347e8fb,Developer,Current
570623b2-3559-4db0-854d-49ce50345ba5,Consultant,Current
5710deee-851d-4e1e-bebd-f3d8b33046bd,Developer,Current
57501567-615e-4ee9-bb11-da76b9c7df16,Architects,Current
5760306d-d427-4187-aa00-b10bfada05e4,Consultant,Current
57c06931-001c-4320-835d-dc4c197e4d4b,Developer,Current
57d73eee-118f-4f21-b183-c8b82875e61c,Architects,Current
5803cec4-37da-4375-b3fc-a9bf9f0b3728,Other,Current
580c88f9-a48d-477c-a0ec-bdae3f70623c,Architects,Current
58162ac3-d00f-488b-8961-1ea040cfc1fa,Developer,Current
58171dba-948c-46ef-ad86-983ef54e6be3,Other,Current
58857103-8919-4a67-aba5-356329a589d7,Developer,Current
58a94da1-7119-4854-aa72-27673b844bb8,Architects,Current
58b80fcf-301b-42d1-a3c9-8411c5bb0e93,Consultant,Current
58deac29-5c42-4416-99bb-b3618cdfbdbb,Museum,Current
58f5945f-8511-415d-8f12-8c5905e56504,Architects,Current
59513921-217e-4253-8c86-1f0d10fbdf7e,Developer,Current
596b4be4-7d1a-4cc9-98f4-bf93128df362,Contractor,Former
596bf133-89f5-43f5-a72c-128c0a82d56e,Other,Current
5970a1ea-0928-4a8d-8e1d-4181648609bc,Local amateur group,Current
59f9efbc-4855-44be-8911-2738591321b1,Historic,Current
5acacdb1-0582-42c3-ac33-94da299c71a1,Solicitors,Current
5af398eb-901f-4038-9e6c-bc2e3214e51f,Architects,Former
5b209b1f-a13e-4456-bedd-f73dbe0be472,Developer,Current
5c030ed3-a525-4232-ae12-0683a6da1236,University,Current
5c0706dc-ab7f-4737-8492-75b87f6b5bfe,Solicitors,Current
5c12e01d-39b7-4ed9-b9cb-81c0c4e3cd7e,Architects,Current
5c2d4803-27b6-4e73-b030-7535843cacf3,Museum,Former
5c48cc9e-12fc-4ef8-8c2f-48e6bf2a0bf0,Local Government,Current
5c49ac85-ecd8-4ea5-aefb-a35f698eccfc,Developer,Current
5c4f800e-2dd2-4f6b-ab82-18570c25872b,Consultant,Current
5c7cf9df-8400-4469-be40-c785a6ae8445,Architects,Current
5c7d5d6b-3f51-4be4-8dd5-e3e8d4a48033,Consultant,Current
5c870c20-cc8e-4f76-96a8-eaf8140ee887,Builder,Current
5c890db8-748b-4c99-badf-e9f5c88a52b8,Local amateur group,Current
5cd869d3-f0b6-4e73-883d-eca23ec0fe2a,Other,Current
5cfacd30-5297-4500-8358-34630137436d,Contractor,Current
5d72fcdd-415e-460e-b68a-fac73769d63d,Developer,Current
5dc56588-c407-4b24-955c-5334091429d5,Architects,Current
5e02c673-b9ef-405c-9e62-585ffda3802c,Developer,Current
5e29115f-9910-48b3-8b02-e3adae5ecb06,Consultant,Current
5e79cc85-8d23-457f-a5f0-5ff83b792e5d,Energy Provider,Current
5e7e850a-b9b6-4e4f-8314-0c7efad0a52b,Developer,Current
5eccb629-a640-4961-9e99-adbf0b4e82b7,Developer,Current
5f050a7d-ddfe-40cd-8a81-92d840288961,Local amateur group,Former
5f4e15a2-a619-494b-b0b0-4386e58be9c7,Contractor,Former
5f8ad9e5-0fc7-49f2-b70f-bc288e545773,Architects,Current
5fca9dbf-9064-4097-a0e3-4733ddcb1b00,Contractor,Current
5fd2f9c7-1e45-4152-af84-5770f25a7314,Developer,Current
60447fad-e6f6-4b82-8a23-51a377ef66cc,Other,Current
6077cfed-0135-47cd-bba8-fca1f0cf5c08,Museum,Current
608b1262-9e08-44eb-a7d9-92ea24cb7466,Contractor,Current
609ca85e-9a32-4157-8d8c-086fd769c3c4,Contractor,Current
609daa06-ccb6-4948-bcee-f5c84851177c,Consultant,Current
60bcd53f-0d96-43ab-85ae-0db421b99481,Local Government,Current
60d65287-c67c-44fb-93ca-f7168f47bdef,Developer,Current
60ef6772-3791-4923-8342-27093af62c9e,Developer,Current
6209a0ba-fad0-4c31-8c6c-362c6b409ea3,Contractor,Current
620d8e60-f356-4dfb-bc1d-ac96b3039a2a,Consultant,Current
62889ad2-4d9b-4a33-9c6e-11af4ce74d7c,Private address,Current
62f32fa7-ce23-44ef-822e-7800083f62f5,Statutory Organisation,Current
63215f73-f4b2-41f5-8bb9-8694e289ced7,Contractor,Current
633a8fff-2b34-41d1-a723-4daad35131f1,Architects,Current
6340efb0-3e73-46ed-8a49-1ccd306dc799,Historic,Current
639390d0-f8b9-44f4-b0e5-122e08f9a6d7,Developer,Current
63db0bfc-b615-4e4a-b759-42d369a0cfa7,Architects,Current
64077303-13e1-4f6b-b858-dc4b772e6eea,Contractor,Current
64688e6a-7c96-4a73-af4f-6c58504b4f1c,Architects,Current
647ffa0c-00cf-4191-958d-1b8f26f627f7,Architects,Current
6494147a-756b-4e52-958a-a9c5b65a20a9,Architects,Current
64ace8a7-649a-4965-a897-b73e95b047e3,Consultant,Current
64d91a9e-55ea-4207-809a-b6b4afdf8d23,Developer,Current
64f9a244-e512-479f-b205-0ba192129254,Architects,Former
655412f4-2ed6-44f2-a790-bfa55e523439,Museum,Current
6584ba11-5ad1-4825-8edf-50af5597e56c,Contractor,Former
659bf8f5-783b-4837-a076-8bb31e3ae54e,Developer,Current
65fcee1b-5417-42c5-9c01-8363d47c3559,Contractor,Current
666b0f4d-51e3-413f-b91b-2e8b707a795e,Consultant,Current
6674a9be-7780-427e-8d19-0a6cc2d72a6f,Architects,Current
668052b6-ef61-407c-9be5-70f47abde244,Consultant,Current
66922642-8c1b-4419-9437-737170a10c07,Contractor,Current
66dd221a-20c6-4e4b-9987-690fedf20c75,Architects,Current
66f23a4f-690e-499d-b817-5aa4a828e88b,Consultant,Current
673a7353-25fc-4406-b1d0-2ed0bf257d48,Developer,Current
673b7beb-06d8-4226-9bd0-e2468c49a031,Contractor,Current
6744e523-3399-44d6-8dff-903c73056681,Developer,Current
67a44d03-0c2d-4fb1-b061-40e7e14feabf,Other,Current
685629bd-52c5-42b7-afb2-c16a115bea23,Other,Current
685d9acb-5376-4075-b7b4-b002d0f156bd,Crown,Current
688a2684-c2cd-4326-8dd7-8a36c67dd352,Contractor,Current
68a40a2a-3d6d-4303-afae-5fa220efbc02,Consultant,Current
690f9c81-32f1-41db-89fb-7fd7961af7e1,Architects,Current
6954ac7e-670e-4758-98a6-87fc6aced826,Local Government,Current
69a48153-c9a7-4e7d-a542-173b60370e3f,Contractor,Current
69aa2da7-d1fd-4ee0-9298-c1aceca5f5e0,Developer,Current
69c499d5-5b23-4269-932a-2081f7c0b00a,Architects,Current
6a1a8a02-6fe5-4bf7-8152-f015c9d2677a,Local Government,Current
6a37c72c-e1a5-4348-9bd1-8d298ba5fb2a,Developer,Current
6a5cefd0-8e38-4e8c-8a7b-69616eba1555,Statutory Organisation,Former
6a70cf83-bcd8-48b6-a6a2-f4b90e2e32e2,Contractor,Current
6ac80559-7905-4d19-b430-3c2cbc8ed60a,Developer,Current
6b12e908-5082-4848-971f-2e73eb798b1c,Local amateur group,Current
6b2c3305-ced1-4660-9396-d3a97c4641c8,Consultant,Current
6b34fb48-f4ba-44ab-9436-14c3bee41df3,Crown,Current
6b701679-ab03-4df7-9c66-7c1866cbcb54,Contractor,Current
6b84991a-3a80-402d-823e-012cb4af95a0,Consultant,Current
6b993d94-026a-42cd-984f-f5f7afc5b6b8,Statutory Organisation,Current
6bb111a6-a72a-4f35-b7c3-2292d6f8f2e2,Architects,Current
6bd58dc1-8986-414f-872e-cfd2bc019273,Contractor,Current
6c0673c3-c1f7-4039-86a9-9ab7bfa168a2,Architects,Current
6c7d10d0-0990-4033-b4da-7d6aaa4352f4,Consultant,Current
6c9d24df-203b-4e6b-abf5-7b569164e55d,Developer,Current
6ca52f15-b72c-4263-ba4b-55879f927b21,Consultant,Current
6d3b7741-38bb-4bbd-bdfc-bedb651f19ea,Other,Current
6d8f650f-9037-4bfc-90a5-5318c2469a29,Local amateur group,Current
6e084553-33f7-424b-98bb-d1e1788faa85,Contractor,Former
6ef30e71-5734-4eff-801d-ca9e9b64574c,Developer,Current
6ef994d3-c217-4567-93b3-0bfbc7bb0e17,Contractor,Former
6efa4ce8-e4f9-43e2-a77c-1b01842e1d1a,Consultant,Current
6efb2b4f-6a23-4393-82c7-42917d17ba70,Archive,Current
6f499162-9522-411e-9b20-a4c56ec7da17,Local Government,Current
6f5d51e3-0235-4aeb-9876-278ddbf7d076,Contractor,Current
6f6f4895-345d-424c-8847-974ec00fc9a1,Consultant,Current
6f878012-5c3d-4278-8948-61d110a6aa9c,Consultant,Current
6f96c6e6-1870-4191-8874-4afe755957c4,Contractor,Current
6fad69d9-4e3b-4d1c-9d11-fbe49d213874,Other,Current
7002c651-eecf-47b8-948d-dd08a335bf6c,Local amateur group,Current
703137d1-7fb5-43b1-b323-e765b3906c58,Local Government,Current
703fd159-eac1-49c3-9581-ec7f80aa5531,Architects,Current
7044ede1-f916-4410-9971-c89d285f5287,Local Government,Current
705c5d78-a4c8-44dd-af48-cdeae9377ec4,Consultant,Current
70679223-c1d0-4a6e-91e9-c2e3a68c2f3d,Developer,Current
707de73e-6bf5-4507-851d-3d614596ef45,Consultant,Current
70ddf54a-206f-42d8-9254-eab7e92cc760,Developer,Current
71112e9c-7b3f-476d-9b09-b2a6a7304c71,Consultant,Current
71a877c9-2692-4b61-a4e6-06819e18b472,Local Government,Current
71e58017-2392-4e5a-85c5-05ff4d024a14,Consultant,Current
71f456a3-e890-4f68-845d-8c67e32e06b8,Developer,Current
7201ba83-a5e1-48b3-b3de-213d6acbd2bb,Contractor,Current
72849502-24f4-4243-bceb-be64d4552883,Architects,Former
72b0081b-b733-4e1a-ab4d-2e0b8510c208,Consultant,Current
72b14001-9628-4c8c-aa53-63b3fb0c4931,Energy Provider,Current
72c16b04-0341-4fd2-b8b7-6b8f80726176,Local Government,Current
72ccf8a0-0c06-456c-b740-1b1f5a076174,Developer,Current
731aa8b1-c8f5-4def-ae39-1fe212c8835b,Developer,Current
7331103f-5f65-4421-a79a-ddb7f30d5745,Other,Current
734f8d32-bca9-48ce-ac73-db4faf64e0cf,Architects,Former
739b34a2-1dc5-4f58-a4c6-e636d727c085,Builder,Former
7422f9e5-046a-40f0-8cbe-6937dc2500a4,Architects,Current
74437e7c-aa77-4208-afa9-d310fccee1ae,Local Government,Current
74c621ff-a7c0-400e-8510-e1b20b58a004,University,Current
74fa2148-b2b7-4dad-9f4b-4497c11789aa,Consultant,Current
75393d02-6506-458f-8bdc-7f718362fa51,Developer,Current
753d5296-a22e-4490-94eb-9daddb510fd3,Developer,Current
7594e648-e6ca-41a9-9eba-91014f0aff0e,Developer,Current
7599da3b-cacb-4e29-be54-4b0f4c4452a9,Other,Current
75b95aab-6600-4d40-8ae7-95bcde49fe04,University,Current
75b9aa58-a0d2-4073-8a84-9dcc1e205c73,Consultant,Current
75e6a87e-3272-41d5-88b4-f9716a3bbbdf,Local Government,Current
762bce24-d0df-47ac-8704-17a07aea59e4,Developer,Current
76506949-1db1-4de1-b3fa-9b89baf9a66d,Archive,Current
768a1f27-9708-41b5-b3b9-61a3b82d7308,Statutory Organisation,Current
76963890-cea4-4af2-95ed-c5ac2f0a80aa,Consultant,Current
76aa26ef-de08-4020-97c5-c020c5ccdfa5,Developer,Current
76ce1c45-f04f-4ec9-90ff-4d5992d6ae0f,Contractor,Current
7727d2ff-8c14-409d-88ec-4d8704aec042,Developer,Current
788b629a-fbf1-4f7e-87c2-231554dabc25,Consultant,Current
78a308bf-291d-4dfd-8e9c-a8e842d50b6b,Developer,Current
78a59504-e037-4915-98c0-fe196fef1d25,Contractor,Current
791e3f8c-3789-45c6-841c-611ae019e2cf,Private address,Current
7939c1f7-53fa-4ac1-afea-e4bda597e687,Museum,Current
793ceb31-2f82-42ee-ab5f-bfccbe17eba3,Architects,Current
79487153-4543-4f07-ad73-8edb09e1ddbe,Architects,Current
79d23412-4d10-44a0-8976-bf0738a0e661,Consultant,Current
79d9b102-e070-49f2-96f2-5c4239b99c58,Contractor,Current
7a0df32c-5459-4c09-88e2-519f0a0c91b2,Architects,Current
7a8b1357-1d4e-4885-8647-8d2a2ba4cc65,Statutory Organisation,Current
7aa42402-637d-44fe-8efc-54ec244c1707,Other,Current
7aa85c33-5cff-4a37-9b42-a1c111eaa6d9,Contractor,Current
7aea3477-3977-419f-912f-e171c15af5a9,Developer,Current
7b0f15c2-1d9e-45f0-b7d2-e5b1087328cc,Developer,Current
7b2ffce8-dd5d-4e0b-8c4d-7a268bd0c12e,Contractor,Current
7b551383-d812-4adc-8ed6-4e02b3f840e1,Consultant,Current
7b6cde50-fcb8-409f-b49d-4feadb508c94,Statutory Organisation,Current
7b9c8271-9c5d-407b-935c-2d8749160096,Architects,Current
7bbdb501-8f38-4657-8807-799d0d46e0a4,Local Government,Current
7bc97a09-6b1d-4b8a-895f-8513434aee68,Local Government,Current
7bd61e44-f223-4fa2-9227-7eeb5f775975,Consultant,Current
7bddea49-6898-487a-968e-c58f268af651,Developer,Current
7bf1fd9a-bfa0-4b62-b548-05e2453d924e,Statutory Organisation,Current
7cac05fa-9cd5-4c06-a245-1d0e6f4318af,Architects,Current
7ce440e9-ba28-4666-a19e-fb898892ad45,Architects,Former
7ce58ec2-7ce1-4926-ad51-e68e5f8d9360,Other,Current
7cf5d7c4-2425-47f4-aa1b-77d8a5b8e360,Architects,Current
7d3fbc8a-6dd9-40b1-810f-e68e31f7eae1,Local amateur group,Former
7d5d0a69-680e-4e66-8a97-0a707911609e,Local Government,Current
7d68af80-900e-4855-8fa6-9e8fba0b1590,Other,Current
7d8bec3d-93cd-4b5b-98b5-f046bfef9f5b,Developer,Current
7db47f3c-cd12-44a8-8c19-51df136ea1f3,Other,Current
7ddfb475-c0e0-4698-a070-1e2846a7578a,Contractor,Current
7ded9bb0-732f-4618-98a3-ac516afe31d0,Developer,Current
7df2b2b7-bc5c-4707-bc03-101a69b963f2,Contractor,Current
7df4636f-e4cd-4598-acfe-dc6f94e5bedb,Historic,Current
7df7f83f-a7b9-4404-8286-1ed067139c22,Consultant,Current
7e29da31-c69a-4ae1-ba56-3b89b36a4e91,Statutory Organisation,Current
7e34b4ec-4891-4b34-8b37-17ccbf6292ef,Consultant,Current
7e443f23-0f32-4462-ad21-4af99e51545a,Local amateur group,Current
7e5ecd73-855c-409a-8597-32f168927339,Contractor,Current
7ea4f17d-715e-4906-9ad4-d64b63f2431a,Contractor,Former
7ef0fcc8-67c4-4195-9fec-661c214e8d4a,Consultant,Current
7f16ef78-933f-469a-8c0b-5a5e7e7f0e07,Developer,Current
7f7b615a-4b15-4d8c-9398-6e82de4fecc7,Architects,Current
7fa396b3-5499-4b3e-8cd3-d257f065b160,Architects,Former
7fafa47a-9ef8-4cb0-923c-667cd7cbfcc3,Consultant,Former
801e0568-0dbf-401a-9166-393ac63b12a4,Consultant,Current
80467241-57db-433e-a8c3-55b776b7d940,Local amateur group,Current
80949872-c4f3-4ecd-aad7-d49bad923388,Contractor,Current
809f6f35-7ef6-4d55-92b3-8d251f9d20dc,Developer,Current
80b29dbd-a704-4a8f-8a11-e389df05ced6,Contractor,Current
80bfc517-cfc9-47aa-8310-25008896a7fe,Contractor,Current
8173190c-994b-4498-aa21-28668c630ada,Developer,Current
81f14e5e-8a50-473c-ba5e-a972516bff60,Consultant,Current
82056346-b256-4ea8-a4f7-b79960c182be,Developer,Former
82067729-16cb-42d2-899b-0fa9d0105676,Consultant,Current
8206e3ac-3171-431f-a87b-195c4baa9a16,Developer,Current
820ee2dc-859d-42f9-9ea5-8f03afbdba28,Developer,Former
82616012-78b1-4bce-8368-b6c6cb6b9065,Solicitors,Current
82ffb686-49fe-42e1-beda-e8db59c380b1,Local Government,Current
8327a973-7fb4-43a8-bf9f-dfb8a02a70d8,Local amateur group,Current
836123ae-baa1-4d34-921d-7a6dd2dd7ae9,Consultant,Current
837000e1-7a0d-4f07-8b78-fef99723b8de,Developer,Current
8383b666-efe8-4c1f-b5a8-202df4ba9841,Consultant,Current
83a56ac0-8283-4bd7-ba39-e3989c1b5cb2,Other,Current
83af1a69-4144-4c9b-8c1f-852725431f7a,Developer,Current
83db961c-fd0b-40c7-971f-71ba1a9848d2,Consultant,Former
83ee1340-0d32-46f3-a3ee-f2f5dc45b39c,Consultant,Current
8430e15f-139f-4281-b771-2398a30e3a6e,Consultant,Former
8474059c-88e7-4435-a84e-5eabeeaabbf4,Developer,Current
8484b769-d807-433b-b15f-e4a1b69808f6,Contractor,Former
849883d4-0ced-4af7-89bf-8b040ec1c5a8,Contractor,Former
84e7b041-8a3a-4044-a68a-df7bb0770a77,Consultant,Current
852ca1b7-8da4-4bf8-952d-33f58c1dc64c,Consultant,Current
852cec1f-5aa9-4fbf-a7a0-512a105c5d0a,Museum,Current
8569d063-c78d-48dc-b7e9-6a1a2d57c278,Consultant,Current
857d2465-6fdc-465b-87ea-354ba77241b0,Contractor,Current
85c3ed42-eb61-4849-8804-cee07ba63f91,Museum,Current
8633004d-54dc-4cd9-ba15-b07aa3916cab,Developer,Current
868488a7-6add-4f30-a757-887aa4048766,Other,Current
