ResourceID,Event Type
48b0aa55-2f95-442c-bce8-33b329e9368f,Watching Brief
48b40ec0-d604-42bb-8324-33db11f90768,Trial Trench
48bb2b1b-58b3-4398-a017-dc8c7121a2fe,Desk Based Assessment
48ced665-bd27-47f2-ad22-a886ae507851,Open Area Excavation
492bdc0b-f09d-44f8-ba28-95afddffc52b,Trial Trench
493d0ca4-649e-4f24-9659-7f38db57fa4e,Trial Trench
4945871c-3bff-46bd-87b4-4a2dbd93bc71,Watching Brief
49593dd6-a61e-4702-b977-897433f47438,Excavation
4974f7ed-807e-455d-8530-0738b2fdeb22,Watching Brief
49c1656d-cf3d-4409-92d1-becfd89e336d,Trial Trench
4a09d4dd-5e74-4597-8dc8-aba22bbb67bf,Trial Trench
4a117b79-56b5-4f3f-8ea5-8013337f7b58,Watching Brief
4a3a8d81-973c-40ab-82f0-f3f176348bcb,Geomorphological Survey
4a3a8d81-973c-40ab-82f0-f3f176348bcb,Borehole Survey
4a53b3f3-5c5e-4264-ac09-9504c68fda8f,Watching Brief
4a53b3f3-5c5e-4264-ac09-9504c68fda8f,Evaluation
4a99bb1f-0f34-4b32-952c-62fbe0230ac8,Desk Based Assessment
4abd0704-34d5-4cee-a52a-c0325eef8fd3,Trial Trench
4abd0704-34d5-4cee-a52a-c0325eef8fd3,Watching Brief
4b13cf8f-d059-41c2-8584-214c195c072c,Trial Trench
4b893409-c5ca-46e7-841d-d52fbb1da97a,Watching Brief
4baa2098-ac0b-4335-8cc5-dfbab5066219,Desk Based Assessment
4be7791c-0da1-4482-9423-08ac065e2f96,Watching Brief
4bf58b0b-c8e0-4da9-84bd-d834d6d1471d,Desk Based Assessment
4c0fbf70-1ac8-49ef-b2ed-6e2ba4140004,Trial Trench
4c1572f7-1543-4c1a-b89b-b3031dfd1749,Trial Trench
4c367f3a-b523-49ad-b016-9a20d5e5fdfe,Trial Trench
4cc185e6-878c-4ce4-a051-400846e6bae0,Open Area Excavation
4d32a297-f363-4ed3-8ca8-c6faf481d670,Trial Trench
4d5e393d-1c09-4232-bc1d-10f2df0cc16a,Desk Based Assessment
4dbf545d-bd8b-4365-9297-ff804615167a,Watching Brief
4e283ff0-3622-4529-b5b9-7689bfaf34c0,Building Survey
4e283ff0-3622-4529-b5b9-7689bfaf34c0,Photographic Survey
4e3fd2f8-4321-447b-8035-3a77fc695030,Geophysical Survey
4e5dd7ed-ccc2-48f9-bb58-f92ee6e34de2,Open Area Excavation
4e71ba64-be17-4f0c-b3a5-c1f4f3a202bb,Trial Trench
4e8f3414-a149-4a7a-9777-8f8cbdaf5f23,Excavation
4e95dfbd-b0b4-4d47-a463-b45cb64936de,Trial Trench
4e98b906-c23f-40c6-97b7-b85d51e760f9,Trial Trench
4ebe67a6-3659-492e-b2e3-24e5244ec4c8,Evaluation
4ec397cd-437b-4ad2-9a7c-7ff2da43e63b,Desk Based Assessment
4edd5587-218b-4480-88ad-cad3129ddb15,Open Area Excavation
4ee19e28-ca63-4628-95ba-79734ac1b7fd,Desk Based Assessment
4f31a4dd-1833-4899-9112-d47016e2f6d0,Desk Based Assessment
4f41f5d4-c9be-4ea0-9a0a-c78aa3255dca,Desk Based Assessment
4f4ac733-32c5-4bdb-97f4-8119b805d0a4,Desk Based Assessment
4f8b1531-9ed1-4823-930e-7ec974541f59,Excavation
4f9db129-9142-4653-ad5a-14f0df3a21a9,Watching Brief
4fb8e559-7704-45d7-9302-761cedf97745,Excavation
4fcc4bf3-8700-43a5-adcb-dfd9ef6ab017,Trial Trench
504c8ddd-ce73-44d6-89b3-07af70faf81f,Watching Brief
505ee222-30b4-4a61-b69a-62a2ba0b9bb9,Excavation
50b875cd-4b0e-4de4-86ae-285736cb7486,Desk Based Assessment
50cf0b6c-92b4-450d-bd14-6fdd232e6b59,Watching Brief
513f1a99-2d35-470b-9477-a227c7828960,Rescue Excavation
513f1a99-2d35-470b-9477-a227c7828960,Trial Trench
515ea599-a725-4a79-b2f2-88f1b686bfe7,Trial Trench
51b4048e-adbc-49ae-946e-697c2cca2b98,Desk Based Assessment
51bdf53d-8cb3-483d-a4f8-b6bcf21b4d8b,Trial Trench
51d96fd8-2f4e-4fe1-84bd-9b4abac06f73,Trial Trench
5212f3df-2ee5-4724-92cf-f15ea56425f6,Evaluation
525bb2a5-0e3a-4b12-a1d7-2007f3025325,Desk Based Assessment
527967e4-d0a1-48d8-9e07-739f65e819a0,Trial Trench
52a1d2d4-3f85-4098-9571-16713afbb6ca,Building Survey
52af8a41-7301-4ae0-b701-20e02eaf6cfb,Open Area Excavation
52e5e824-b847-4a46-a8c1-f44e0934fe77,Trial Trench
52ea6b28-7037-474f-a0ed-07314682ef09,Excavation
5305704e-66f7-457a-9467-145a0258afea,Trial Trench
5337a286-01d3-4edd-9237-567ab1f7c054,Desk Based Assessment
533e66c5-fe34-494e-a408-71f8586dcbf3,Watching Brief
53c3ea54-50c0-4d42-8f5c-6e6dc065cab4,Trial Trench
53d35100-b0b6-4e96-b014-bc511d99d1e6,Desk Based Assessment
53d3768e-9816-4f0e-a9f9-cf5ffe042f98,Trial Trench
54178bfe-c2ac-4870-a1cb-661573db1ab8,Environmental Intervention
54683a8b-c874-4313-b78d-811ae61eebaa,Desk Based Assessment
547c3043-5522-4949-9a87-168eafaf1638,Desk Based Assessment
54a71bfc-2375-4e43-9837-d37a08ce2b42,Trial Trench
54af2a9c-0b3b-4149-9433-c245f47df4c2,Desk Based Assessment
54c2829b-066e-40e1-a439-417e0d718eb1,Desk Based Assessment
54cc63f7-0793-4020-b26b-0071b5831b9b,Desk Based Assessment
54d354c8-5f7a-4cff-a8d6-41e6fd3e64e2,Desk Based Assessment
54d924d6-7ad0-4058-97af-7056177742b9,Trial Trench
54da734e-c7b4-434c-a94b-85ee419a1fbc,Evaluation
54ec3810-41a4-4581-b341-0aaac702df65,Trial Trench
54f6afaf-2099-44f0-9a35-abe2e529b183,Watching Brief
55437131-c9d5-4f9d-a6f3-5d1b5fe17c9b,Watching Brief
55bdec5c-78f5-4570-85dc-013135198a15,Open Area Excavation
55ec70eb-f8d4-46f9-a644-d56a1f14a4d6,Trial Trench
55fd6934-67d7-440d-86f1-7e1b6886a5fe,Trial Trench
561d108a-5483-4952-9291-ff8074b2b593,Desk Based Assessment
56572e5c-4453-4390-86aa-643a9663d426,Watching Brief
566253d8-e338-4082-bbda-32c339e4530b,Desk Based Assessment
56a57e7d-b451-4167-9b09-b1907dff4a70,Watching Brief
5726dd2e-41e8-4939-913b-b4826e6077f1,Trial Trench
5741ad6a-3e59-4116-91bf-62b0e4b79a4f,Evaluation
577e605a-5f69-4203-95de-ccc44b75291d,Trial Trench
57ad2cbd-b648-470f-ac28-12f31d817edd,Desk Based Assessment
57fe502d-df57-4f5c-a5ab-c23d89d2c0cd,Desk Based Assessment
58003baa-c4ec-403e-b7fa-e26fa5c7a7ee,Desk Based Assessment
581301bc-7479-47c3-94a5-483f6baec0c4,Desk Based Assessment
58175919-5993-4ec7-ad86-8857ce255b01,Trial Trench
584cacac-0a34-4355-8899-695f0ba02aee,Trial Trench
58884433-9183-4914-bb81-7de670ae2abf,Desk Based Assessment
58894d78-5221-4380-920b-908c6e2224dc,Watching Brief
58b20383-ddd6-4302-96c2-856107ff67bc,Trial Trench
58dd0c23-dc06-496b-b20f-4c14c5824fbf,Watching Brief
58fff022-2655-4d21-b8f2-2463b6259f3d,Desk Based Assessment
590a2a82-d717-418d-938f-bd658029159d,Open Area Excavation
593f1951-18ff-48f3-8153-64c710cff9d0,Watching Brief
595c131a-0980-494c-8dc6-de429a0990b0,Desk Based Assessment
59828720-d360-486d-8652-ca5bd75e65e7,Open Area Excavation
59a3dcfa-ebca-4184-8e2b-7cc94d644047,Test Pit
59fddb75-4028-431f-b756-a1c72271c4e1,Watching Brief
5a33318a-80b6-4225-81ff-7c693a0d8718,Historic Area Assessment
5a4d4084-5753-4c89-8d46-35bcc5e5c949,Desk Based Assessment
5a5434bb-d19f-4b3f-a9f4-9670cf9246a5,Watching Brief
5abe9f55-64ae-4260-939d-da33e7141dca,Evaluation
5afd1016-401a-47bd-bc4f-0c46620316b6,Underwater Survey
5b5e5c7c-f634-42e2-a8eb-2dd1206ff00c,Desk Based Assessment
5bc04d84-7710-49f2-b6ad-e86a1759ae4f,Desk Based Assessment
5c16f13d-1ef3-4424-9f2d-c773edaf13fd,Watching Brief
5c3ab2f0-68d7-4fd8-b99c-350d8835aa9b,Trial Trench
5c42ecad-1826-4698-b46b-f4fc28b75c6c,Trial Trench
5c5673af-7ea3-48f1-a47f-cfe534c9abf0,Auger Survey
5c694dbd-6b8e-43c1-8645-ec3d7ba86ab4,Trial Trench
5cad8593-98f0-4106-8199-8da250d377ad,Desk Based Assessment
5ce49b6b-a241-4ede-b093-84cf546da6f0,Open Area Excavation
5ce4c29e-cfd8-4fba-a06b-0c1d8cd7c211,Watching Brief
5cffc39e-9b9e-4f6f-a9a0-3c860c7b6d15,Desk Based Assessment
5d2ee3fa-695a-465c-9c0d-9195f9c111d4,Desk Based Assessment
5d371271-dea4-4344-862a-35eb21f6b088,Watching Brief
5d8e7d12-996e-425e-8448-2d42da1e2d4f,Trial Trench
5dead82a-5e5f-46d9-aa57-8700a5536796,Evaluation
5e55f034-e661-40bc-a430-4a4e01586eba,Evaluation
5e776b4a-93b3-4249-ab6f-d5ce7a20dfe9,Desk Based Assessment
5f2e7a43-613c-45e1-9159-80b480e1c302,Evaluation
5f36dd2b-52d4-4b1e-bdaa-652631c9d642,Desk Based Assessment
5f4621a0-3c50-4126-bf9d-0de8379b64af,Watching Brief
5fffdbbf-6aaa-4a38-9a87-dcf09f44dced,Desk Based Assessment
60288866-87b7-4a48-b004-4f9cf2341729,Desk Based Assessment
60ec0ad1-e307-4f7b-9389-7d88c639636c,Trial Trench
6111d2b2-c1a6-4044-94fe-49999c7b13f5,Trial Trench
615293be-a75a-4630-bd51-8a5b4c285b24,Evaluation
6154bbfd-6acf-4f36-bb36-f542bacfd1a7,Trial Trench
6165ba35-51dd-4bf4-b747-05034d822210,Trial Trench
61789497-a918-49a0-8f12-09a4550591e4,Evaluation
619fe10c-1ccd-4014-bd61-bc8fdbedf6e0,Timber Sampling
61d3a667-7f4f-4a56-843a-b3b8cd4ffb05,Trial Trench
61d6d72b-2d7c-45b3-8489-e2371b03788d,Desk Based Assessment
62249bde-b4ec-487c-a33e-2fcde13d5173,Desk Based Assessment
622f0476-f122-4aee-b181-669e6d9cd4bc,Desk Based Assessment
6231f163-3f87-461d-9017-c33664a34a58,Watching Brief
626e8e17-84ab-4c91-b0c4-e60cf0110069,Watching Brief
6311d410-1c51-4c4a-9a3b-cc87935b6342,Desk Based Assessment
6354652d-d691-4ac2-a703-3defd8533970,Desk Based Assessment
635d5b57-4a7e-41a8-8b44-784407526f6f,Desk Based Assessment
6362b8e2-5c52-4f38-8350-cba328da84ed,Desk Based Assessment
63a927d8-7995-46fb-9dfc-bcc04e49c010,Borehole Survey
63a927d8-7995-46fb-9dfc-bcc04e49c010,Core Sampling
63a927d8-7995-46fb-9dfc-bcc04e49c010,Geotechnical Test Pit
63a927d8-7995-46fb-9dfc-bcc04e49c010,Ground Penetrating Radar Survey
63a927d8-7995-46fb-9dfc-bcc04e49c010,Magnetometry Survey
63a927d8-7995-46fb-9dfc-bcc04e49c010,Electromagnetic Survey
63a927d8-7995-46fb-9dfc-bcc04e49c010,Geophysical Survey
63c387eb-abb4-406a-875f-29f752774446,Watching Brief
642122a1-aa92-4bb8-ae9d-553c4ea91b67,Watching Brief
644afb16-6d3f-459b-b5b0-308f151ad0ac,Desk Based Assessment
64869066-f09a-4edf-aa37-df2817265629,Excavation
64ff194f-3e0b-4f5f-80ee-68c86b1bb8ca,Evaluation
65046cc3-1ed9-4a45-861b-44a96e482c70,Trial Trench
659785ee-9dda-4448-b721-178efad5e731,Open Area Excavation
65c8ab7c-f00c-4cb7-9359-4575f8712209,Watching Brief
65d8874e-323e-4a33-9d15-cfd6380d50d8,Open Area Excavation
65e506fb-0bcb-4b84-b352-78e142a9f7f9,Evaluation
66599170-438b-4526-861d-e219f4eae32c,Watching Brief
665d7c2e-c4af-401e-8e79-14875b84397a,Watching Brief
666dd5a8-b8d4-4bdf-b3ac-453d015bba83,Building Survey
6687f6a7-03af-44a0-b8c3-b5b043ca872d,Auger Survey
669cc97f-a935-45f1-b013-4ef48a8e9a3c,Desk Based Assessment
66b021b0-1de5-420e-98a5-6d8198ddf06b,Trial Trench
66b759d3-ce4a-46a2-935b-71bcede94cb7,Borehole Survey
66dd9aa3-d491-4dc6-8f60-c17ad6cc5bb6,Trial Trench
672e1017-de59-4a44-8179-edde0e44c2be,Watching Brief
67501500-84be-4c33-9fc3-b2a80f2343b5,Watching Brief
677e4c98-962d-4e1d-9197-9c797ef21378,Evaluation
6794fd20-e4c5-40cf-aca8-936fa4e020e7,Desk Based Assessment
67bc1ed0-8fcd-4d34-90bc-044906e962fc,Trial Trench
681a3251-ca72-4d5b-9926-093d8d54a410,Desk Based Assessment
68234faf-8004-4fb4-aa9c-45e068cf3004,Watching Brief
684ec7ce-ddfe-45ae-b39e-b57cb2344364,Trial Trench
692c1ea2-3f3a-477a-b1aa-ac7296fc0dc6,Evaluation
693beae2-3c3f-4176-920e-1b2193d194da,Desk Based Assessment
6946e98e-a39c-4f46-9cb0-25c643776e21,Trial Trench
69493df2-c578-4099-8025-3554eab3abbd,Trial Trench
6a5b8b40-8422-4a9f-b17d-450648d93cc7,Trial Trench
6a66f50b-0c26-4487-896a-26d8e7f71dbb,Watching Brief
6a69f698-08b0-4d79-99df-edd841f72169,Desk Based Assessment
6a71be1f-9aa7-4fa9-bf6e-8c2109f4db88,Desk Based Assessment
6adc77d1-d058-4ed4-8a7f-1e67ace4d5f5,Watching Brief
6ae5304f-0899-4f74-a18b-5778f95de2e8,Watching Brief
6b3a2c7d-f68b-4e8d-b150-11f7d4bd8ff7,Evaluation
6b53d53b-a9fa-407e-849a-fb768d911025,Desk Based Assessment
6b9ed1d2-f96a-4bfa-ba10-86f284f506df,Watching Brief
6be5268a-4a80-4c88-8527-ffbf978e4152,Trial Trench
6c17c17e-d31d-41ef-ac3d-694237a5f2c5,Watching Brief
6c44a90e-7e2a-4c8d-915d-368e2a6096ac,Trial Trench
6ca1303d-4e81-45a2-954f-7cd2f7762f06,Trial Trench
6cbf5a7d-1ec6-4430-a213-28e0da5904ab,Excavation
6cd9b2c7-bddb-4a4f-b5f2-30d8b8158741,Desk Based Assessment
6ce17990-0e7b-44d4-9ff8-d439badf99e7,Desk Based Assessment
6ce9c5c3-bbbb-49df-9947-51236050a57c,Building Survey
6cefdabc-0b38-4cf7-b191-a0e318299715,Watching Brief
6cf974a7-0351-4f40-a2fb-e2e629e4e4b2,Trial Trench
6cf974a7-0351-4f40-a2fb-e2e629e4e4b2,Auger Survey
6d0365bb-349b-4999-80a4-692031f17e88,Watching Brief
6d3b1f89-872c-40e3-b57f-dc7a045224d4,Desk Based Assessment
6d537967-e351-462d-af4b-ac69c990dfa3,Desk Based Assessment
6d669a81-ee8e-4819-a2f8-442d6d500edb,Watching Brief
6daab4d7-0b9f-4bab-bf8a-9757449503b5,Trial Trench
6dc1e065-2c66-473f-ac86-4d217daade8d,Trial Trench
6e86257c-a108-40d8-b20d-020146ac07a0,Trial Trench
6e8e9514-4e80-424e-a167-0f39e00bdf9d,Excavation
6ecb81df-e93c-4e59-85ec-201b9c62eb3b,Desk Based Assessment
6ed9999c-cc7f-42de-a520-523704d8cab5,Trial Trench
6ee8bc76-b818-4faf-b06b-67af0b11f28c,Desk Based Assessment
6f2da1d8-89cc-40e8-b9d5-5da0fe757223,Desk Based Assessment
6f5d9267-fcf2-40d2-96b3-7f4f1230c7d2,Trial Trench
6f7fe174-0467-4275-b3a7-90e6c73e9367,Open Area Excavation
6fc3fd68-8190-4d9e-b602-4538798ccc9c,Trial Trench
6fd7936c-99dc-4561-8236-e7bb0a6019e2,Trial Trench
7050106f-e246-4f71-ba31-82002ba9519b,Borehole Survey
7050106f-e246-4f71-ba31-82002ba9519b,Geotechnical Survey
70718963-53bf-4183-8766-1087eada1f1e,Open Area Excavation
70719385-05cd-4888-8d70-6ba8f0e6f6dc,Trial Trench
70b5bac9-87fc-46c2-9fb7-8edf5fa8aa6f,Watching Brief
70fadd7b-8c6d-4d59-9a34-96abe1c5577b,Desk Based Assessment
715bab17-9525-45da-8569-3b413c5d8243,Watching Brief
71674bfd-1cb5-4507-9f50-57bb02cb5b0b,Desk Based Assessment
71740c4e-7574-4067-b1f8-82b26c77ef17,Open Area Excavation
71abc2c5-9f29-4bac-9d48-e3098e2e9a1f,Trial Trench
71eaee02-4946-42a2-88e0-477385cf7976,Desk Based Assessment
724e0180-c4a4-4586-8a08-d40de4abf809,Trial Trench
7252144f-7b1f-4690-b460-605143d8665c,Watching Brief
725efaf1-2240-45c8-be82-ed33301a294d,Trial Trench
726b50ed-cc2e-4c73-8e52-59561ebf259b,Desk Based Assessment
728ef833-25c5-441a-81a8-691674838fe6,Trial Trench
728f594a-2c7e-40fe-b16f-0d9a0416034f,Test Pit
728f594a-2c7e-40fe-b16f-0d9a0416034f,Trial Trench
72a9f775-e0c4-4a2c-8824-094540e3cd6a,Desk Based Assessment
72c35384-6554-4e30-af53-5adef919aa3f,Watching Brief
72d24569-5dfe-4196-8d27-d8179f0a842a,Trial Trench
72d862d0-face-476f-afe0-e2e4fc4aa556,Desk Based Assessment
73023f3d-7be4-4ba4-9518-847bfe033181,Watching Brief
73113264-f4ac-4ec6-98d8-a18ac2ead552,Watching Brief
7351db7a-80b5-42f5-a81d-fc445dd5b9e8,Desk Based Assessment
73b044d2-56ef-4273-bf3d-9abc08a0d881,Trial Trench
73f7023d-3698-4f21-a427-77150beb33cf,Desk Based Assessment
7414a83b-0b4d-4fc3-80be-5cff7bc836bf,Trial Trench
74602cdd-95d7-47d2-b09e-005d45f0fb3f,Watching Brief
749307bb-a377-485d-afad-860b2246cba4,Desk Based Assessment
7499299f-c4e9-4fac-bc98-04a67f1e093e,Desk Based Assessment
74f406b6-cc81-46f3-af5b-4a74a6052e57,Trial Trench
7513b9f0-2243-44e9-a6a9-8d410a081e80,Trial Trench
75495fa4-7419-4a61-852f-eeaeb6bc7f27,Evaluation
754d4a34-7453-4311-84c5-c66a1bec054d,Trial Trench
75bbec7a-3b71-4ce1-a9de-c44dbd1becb2,Desk Based Assessment
75c9870a-0bd7-4e27-8949-ba394383b39b,Trial Trench
75e6a84b-47d8-4919-a065-244dbf850f7a,Desk Based Assessment
75fc26cf-3f98-42eb-b206-37f6d5c2f27e,Trial Trench
75fc26cf-3f98-42eb-b206-37f6d5c2f27e,Auger Survey
75fc26cf-3f98-42eb-b206-37f6d5c2f27e,Watching Brief
75fc26cf-3f98-42eb-b206-37f6d5c2f27e,Borehole Survey
7646fa4b-89ea-4138-a82f-b5b3ba389d64,Desk Based Assessment
76d85074-8b28-4f54-a3f3-eaa2a1690e7e,Watching Brief
76dabe7e-6c28-4095-8ecc-b3b2fa43b267,Trial Trench
76eb2ef0-eb4b-46d6-a194-419ec806b0cb,Watching Brief
77390e90-971e-407d-ba6a-8c819a7dd8ce,Excavation
7759ea0a-1d53-4db2-974b-f1b465994397,Watching Brief
779710f8-c531-49ef-9064-8601949d39f9,Desk Based Assessment
77bdc20e-4eaf-422d-ae13-139f3476285d,Trial Trench
77f85864-72c6-44ca-8c86-151d2286b334,Desk Based Assessment
781a9b0f-f13f-454f-aae1-fb27faee3f0a,Desk Based Assessment
782c5941-02d4-498c-97b9-6f50d51b50fb,Desk Based Assessment
78393538-d851-45e4-af23-7058b15a4524,Trial Trench
78393538-d851-45e4-af23-7058b15a4524,Watching Brief
785bfb8e-c5e5-485b-a98a-a9ae5b283cad,Evaluation
7915ff1f-4c23-41d4-82c4-a893267ac0bb,Desk Based Assessment
79472da1-8846-4fd9-824c-8dcaf5d6c0d8,Test Pit
794b4764-fa09-4ead-b3ef-394781de06f0,Trial Trench
795c00a3-4a79-4ba5-8466-1a6fd5346db3,Open Area Excavation
79ab5043-a3d8-428c-b928-d568ec89b746,Trial Trench
7a455ff4-1735-4bb5-af94-4e01c55c0324,Trial Trench
7a6d51b1-a970-4204-855e-2e39baac3f47,Watching Brief
7ac67658-750d-4f48-b01c-46000a874b03,Desk Based Assessment
7af16d45-0b3e-41bf-90ed-fee99677a681,Desk Based Assessment
7afcfc30-b08d-4852-bd44-8d41e6e13760,Open Area Excavation
7b4976ed-7262-4c6a-addc-67c2c2bca81e,Open Area Excavation
7b530cca-3826-4037-bf2c-d06760c86d47,Evaluation
7b70108d-4186-4750-877a-ae6ed8b4cabb,Trial Trench
7b9b77f6-770d-4a9b-8882-a01528d30e75,Desk Based Assessment
7bd1faf0-05dc-4acd-a4aa-f037518c69b8,Desk Based Assessment
7bf325c3-f4a4-4476-9c5b-7c13e3eac4af,Trial Trench
7c3af658-6b45-444b-afc1-a5f5cf9ea672,Desk Based Assessment
7c74ee43-79fa-49ef-bdcf-1731a245421f,Excavation
7ca19db9-9fea-40bf-91fb-c52c9bc7db78,Trial Trench
7d21bace-e5de-4269-98f3-6254a1730053,Watching Brief
7d5a77ed-f26c-4922-bb36-0468be80e330,Topographic Survey
7d62e99e-c279-43ca-b14c-8f9170d16925,Excavation
7d71d988-3330-42cf-9033-62baeb47d387,Watching Brief
7d730c4d-c1d6-450f-9f5a-5aa883dabb23,Trial Trench
7d8ca3c8-de8d-45d4-815e-c202f655ff68,Excavation
7e3b2ed0-6890-4e30-82b0-6728d3bc051a,Trial Trench
7ea5b59e-8dfc-4edf-840c-4807c2e49c96,Desk Based Assessment
7ed87add-fdba-49ed-8865-00b7bf598f8d,Desk Based Assessment
7ee3d333-b653-4dac-ad06-85d7bcbbe09a,Evaluation
7f2397ab-fce9-4c28-858f-7b33a301a210,Watching Brief
7f6c3bcd-52ec-4717-8dac-6c8d4a4478c6,Open Area Excavation
7f8ffa91-ebf1-4f2a-b7f4-beabe2162202,Trial Trench
7fc5f101-cc2c-4752-81e5-16588d9651e4,Field Survey
7fd11dc9-1309-4e2f-a725-6f7be45cb6db,Trial Trench
7fdb16a1-d0b4-4e51-bb60-1ca24b6f25e4,Trial Trench
80216741-1b35-434b-801e-49ea1099be2f,Watching Brief
80239db7-2c01-4541-8808-26ccd2cc7218,Trial Trench
805b2350-64f5-4ab3-85a2-1ac19840d300,Trial Trench
8061bbac-b8fb-481f-a0d0-943a7cd02c4f,Excavation
806a9f56-1776-4799-b1c0-07360319681c,Historic Area Assessment
806f57f9-fb4e-4b01-b831-044d31462f8b,Trial Trench
80856c2b-21aa-48dc-b798-aa17f6207c3d,Trial Trench
8092e29e-75d6-498b-825c-058119e8d69f,Watching Brief
80c6cd56-1834-47fc-8949-8f77dd93151c,Open Area Excavation
814e82b9-d83a-4bac-b926-62072ea22d3c,Desk Based Assessment
8175a1d5-1eff-4fc5-a364-2138d5480faf,Desk Based Assessment
81ac521a-c933-489e-a928-f79fce0c2422,Trial Trench
81ac521a-c933-489e-a928-f79fce0c2422,Environmental Intervention
81f86992-45f7-4869-81f4-2c47e5006250,Trial Trench
81fcb50a-8b35-4f70-b436-8f41f3bf5525,Trial Trench
82306ef1-8a42-4165-b06b-50d2a746ceac,Trial Trench
8268612c-7f2a-45fb-9e8d-5c8d7e984137,Excavation
826c3990-6f91-4e27-b436-007bcf87ce2b,Desk Based Assessment
82b05bca-ed08-4dd0-b7cf-ee2655986fe6,Desk Based Assessment
82d92b17-12b4-4744-968e-88df7ed0cc3d,Trial Trench
82dbef24-9e5b-463c-84ff-d3d3c60ed258,Excavation
82e575df-e19b-4afb-9b75-a8b0bbd47676,Desk Based Assessment
82ecdff8-09f4-48ba-b862-ef1a36932625,Watching Brief
837b7668-5a81-418f-a415-d3ad9c15827a,Excavation
8444388e-1d28-42b3-ae7e-7f807aa5132c,Excavation
84844411-5adc-4794-a777-340ac0e683b3,Trial Trench
849cef3b-3e0d-4519-a853-905d251df628,Desk Based Assessment
84d7b1e7-cdf2-4fdb-8d36-29ed215ed629,Trial Trench
85234db6-7387-4a3f-9666-7be862e71384,Trial Trench
853057e8-2a1a-4e4b-bf06-ba38cc27e3fc,Trial Trench
853df094-86c6-446a-99a3-02f9a2a14436,Desk Based Assessment
85401f51-8658-4f01-ae08-9888bdcbce83,Desk Based Assessment
8555f2cb-652e-4e84-b754-d2b3fb8b368e,Desk Based Assessment
85b546f9-bd58-4afe-abed-c545f72ef717,Building Survey
85c9e5bf-c551-4ba5-ab6a-5498db28a88e,Desk Based Assessment
85d4d8f3-219c-489a-b012-b83ff2940e8f,Trial Trench
86916e3a-ca2c-449c-b8ae-a0daef25392e,Watching Brief
86b8b35a-8a5d-4888-8a37-28e3ef8c99da,Watching Brief
8720dc9b-270c-41a7-836b-3824c6b686b9,Watching Brief
8728b89b-05ff-4947-8998-072cd3040a3c,Desk Based Assessment
872ebbfd-33cc-46f5-ad2c-c522ed8c2fbd,Watching Brief
87b8a6d1-5767-46db-beb9-baf90e2dfb54,Desk Based Assessment
87c6eb65-eaf4-435d-aa60-dff36d695184,Desk Based Assessment
8811f16d-2bda-42d0-8437-fa4e7a3e153f,Trial Trench
881f809a-04a3-4d76-84b7-8f28c5ebaf62,Desk Based Assessment
8848aacb-4468-45c7-8e2f-bd184732a641,Trial Trench
8865179c-f7e7-453c-babd-9fb22537e51b,Trial Trench
8892b3e7-5b37-457c-80a2-a18aa89024fd,Trial Trench
88c801f3-a1e3-41f7-9cbb-647a1a83b2f2,Desk Based Assessment
8928e3c1-49bc-4149-a1f3-b7b97ad7b901,Desk Based Assessment
8965bfd2-d7c0-420f-b8e5-3d4174765c0c,Building Survey
897cba3c-e2a2-4dd5-8d9b-be9809c258d7,Desk Based Assessment
89a830bb-86a8-4ede-89d9-4d58b7253218,Watching Brief
89d305bf-4ba4-47c6-9b43-13d8a28040a7,Evaluation
89f81765-da08-4670-9d30-775f5729921b,Watching Brief
89f839d1-44bf-4a7f-b3f6-493ba212cd84,Trial Trench
8a2a6fb3-e7b2-497f-a768-93821fd93b1f,Historic Area Assessment
8abd1837-fd52-4824-91ee-fd78ad1ad447,Desk Based Assessment
8afa4bda-2c25-46c6-8043-173d2f6cb003,Trial Trench
8b0094d7-8518-4b98-a6e1-4766b88c6d42,Trial Trench
8b009989-193f-4c1f-91b8-1e8587372137,Desk Based Assessment
8b18dfc3-039e-40ff-8e60-f9b94c0c2403,Trial Trench
8b428404-5c47-4368-b9dd-2a5c9f1f3df1,Evaluation
8b7093c5-0f59-49b2-8c6c-042b427a88c3,Desk Based Assessment
8b846517-048f-4134-9e41-57676936dac4,Excavation
8ba5361c-0503-4560-8cae-8a2353cde466,Watching Brief
8be2c05f-7607-4474-b292-91d99efec706,Evaluation
8c1af018-2e0e-44e7-bb67-20507a1cdc4c,Trial Trench
8c909833-3092-4dfd-a42e-f6c23c57d318,Watching Brief
8caa2a48-be19-41c1-bfa1-8a9a9e5c896b,Trial Trench
8d619d3b-795b-4e93-9fd7-0799e889b726,Desk Based Assessment
8d95e919-b708-4907-8640-fd0519b8dce1,Watching Brief
8da488d4-6584-4261-9a1a-f08a6c278466,Desk Based Assessment
8da64432-b6a5-4498-a3f6-62591a75916e,Desk Based Assessment
8dce7390-bd06-4f81-98fc-f4697136a3cd,Watching Brief
8de85bd7-d985-490f-b448-8b71b2a5610e,Desk Based Assessment
8df5143c-1ddc-41d2-a48f-57ba89cabbf8,Desk Based Assessment
8e1c0fe3-832f-4d88-81be-3aa0c50d162d,Trial Trench
8e806384-9c1a-4175-af51-682c5a0eb71a,Desk Based Assessment
8ecf6186-946d-4ced-b728-0e93fff4976e,Desk Based Assessment
