ResourceID,SourceUID,SourceType,Title Type,Title,Page Numbers,Volume/Number,Journal/Series,Originator,OrigDate,Description Type,Description,Location,PublicationLocation,Publisher
000fca06-48d1-4373-9651-c2d0d2be6a5b,,Serial,Title,Croydon Natural History & Scientific Society Bulletin,,No 46,,,,,,,,
0021b461-94ef-4235-a5ba-69a12dc0a172,,Serial,Title,Surrey Archaeological Collections,,Vol 54,,,1955,,,,Guildford,Surrey Archaeological Society
002b07e2-80dd-434d-95db-2fe420785ea6,,Serial,Title,Surrey Archaeological Society Bulletin,,No 139,,,1977,,,,Guildford,Surrey Archaeological Society
00323897-9749-4d8b-927f-f6a4aafbf116,,Serial,Title,Walthamstow Antiquarian Society,,No 4,,,,,,,,
00349955-967b-438b-804b-db4b8a08e8d2,,Serial,Title,Enfield Archaeological Society Bulletin,,No 8,,,,,,,,
0078ad80-e786-4ccb-8900-c8a5f147b790,,Serial,Title,Proceedings of the Prehistoric Society,,Vol 51,,,1985,,,,Southampton,The Prehistoric Society
0084ac6f-d8f5-418e-9610-bda5ce8d3d55,,Serial,Title,Hendon and District Archaeological Society Newsletter,,No 243,,,1991,,,,,Hendon and District Archaeological Society
00dbb46a-f02f-42ca-913e-8f846e153b47,,Serial,Title,British Numismatic Journal,,Vol 33,,,,,,,,
00ddc0b1-46d9-46f4-92f2-c3614a4c534f,,Serial,Title,Journal of Roman Studies,,Vol 22,,,1932,,,,London,The Society for the Promotion of Roman Studies
00e54247-e8ed-46ba-97e1-94320e5e7227,,Serial,Title,The Antiquarian Magazine and Bibliographer,,Vol 5 No 28,,,,,,,,
011f1e8d-5e55-4bad-8fc6-a67ab0c980d6,,Serial,Title,Hendon and District Archaeological Society Newsletter,,No 91,,,1978,,,,,Hendon and District Archaeological Society
012de556-226c-4ae0-aeed-6a03feee655d,,Serial,Title,Surrey Archaeological Society Bulletin,,No 12,,,1965,,,,Guildford,Surrey Archaeological Society
01394e0b-bfff-444c-bd89-617fca527d2c,,Serial,Title,Archaeologia,,Vol 19,,,1821,,,,London,The Society of Antiquaries of London
0148ee77-0d52-4fe8-afa1-f0c1f6c7de92,,Serial,Title,Britannia,,Vol 12,,,1981,,,,London,Society for the Promotion of Roman Studies
01557d76-84e0-4f18-9126-b5ecdacc6941,,Serial,Title,Country Life,,19/05/1983,,,,,,,,
0158a7d6-13f8-433a-ba2e-b4529ac36a23,,Serial,Title,London and Middlesex Archaeological Society Transactions,,Vol 22 Pt 1,,,1968,,,,London,London and Middlesex Archaeological Society
0194d3b5-97a2-4e46-a37f-3eb5a84c35cc,,Serial,Title,Journal of the British Archaeological Association,,Vol 9 Pt 2,,,1853,,,,London,British Archaeological Association
01caf067-7641-49f9-9e76-520b16a4744a,,Serial,Title,The Antiquaries Journal,,Vol 64,,,1984,,,,Oxford,Oxford University Press
01f229d1-68a6-48b5-a861-efea135bbbd1,,Serial,Title,Archaeologia Cantiana,,Vol 117,,,1997,,,,Maidstone,Kent Archaeological Society
022b7228-8702-4430-8997-73d062fac77b,,Serial,Title,Proceedings of the Prehistoric Society of East Anglia,,Vol 7 Pt 3,,,1934,,,,Norwich,Prehistoric Society of East Anglia
02372e66-9319-4cdd-beb4-fa80a277002c,,Serial,Title,Wandsworth Historical Society Wandsworth Papers,,No 7,,,1994,,,,,
0255a4aa-e851-44dd-9b6b-30a3c0341971,,Serial,Title,Enfield Archaeological Society Bulletin,,No 82,,,,,,,,
02581c95-0683-405c-9c0b-dadf6c0d521f,,Serial,Title,Enfield Archaeological Society Bulletin,,No 61,,,,,,,,
02784855-e04e-4de6-9181-d08be8f5eb4b,,Serial,Title,Proceedings of the Geological Society of London,,Vol 28,,,1872,,,,,
027a747b-5b8f-425c-b314-0bf8d969d7ec,,Serial,Title,Journal of the British Archaeological Association,,Vol 19 Pt 2,,,1863,,,,London,British Archaeological Association
0280688e-9fc4-4495-9b00-c904938f84aa,,Serial,Title,Orpington and District Archaeological Society Archives,,Vol 4 No 4,,,,,,,,
0289fc41-c8f4-4663-b4c9-23c07be52c6c,,Serial,Title,Surrey Archaeological Society Bulletin,,No 107,,,1974,,,,Guildford,Surrey Archaeological Society
02c73c90-dd1f-4d87-ac0d-a93deeb03cbd,,Serial,Title,London Archaeologist,,Vol 1 No 10,,,1971,,,,London,London Archaeologist Association
02cbb4f0-16e6-475b-b34c-cc10ad795594,,Serial,Title,Enfield Archaeological Society Bulletin,,"Nos 3, 6 & 20",,,,,,,,
031cba08-7569-4efd-bed2-8f40459f12fe,,Serial,Title,Wandsworth Historical Society Newsletter,,No 3/1965,,,1965,,,,,
03242a5d-7c29-4a01-8845-f90d98b604af,,Serial,Title,Hendon and District Archaeological Society Newsletter,,No 269,,,1993,,,,,Hendon and District Archaeological Society
03579073-ffea-4b80-a0b5-4a2d153467ee,,Serial,Title,The Antiquary,,Vol 19,,,1889,,,,London,Elliot Stock
0381c446-a00d-4484-a9cb-ce91ce4de9c8,,Serial,Title,The Archaeological Newsletter,,Vol 5 No 3,,,,,,,,
038765bf-6c2a-4f9a-ae13-4ea39fdaa57d,,Serial,Title,London Archaeologist,,Vol 12 No 10,,,2010,,,,London,London Archaeologist Association
03c4ce5a-4977-4677-bb50-de3c820ea023,,Serial,Title,Kent Archaeological Review,,No 16,,,1969,,,,Dover,Council for Kentish Archaeology
03d18a90-0941-4442-9bc7-0683dd5e5d36,,Serial,Title,Essex Review,,Vol 58,,,1949,,,,Chelmsford,E. Durant & Co.
03dbae99-a234-44f8-99aa-c29d34a4ad4d,,Serial,Title,Archaeologia,,Vol 48,,,1884,,,,London,The Society of Antiquaries of London
03dc741e-8b3e-4afa-bb74-4dcec2204386,,Serial,Title,Quarterly Journal of the Geological Society,,Vol 63,,,,,,,,
03f76ebc-a50b-47b8-9efe-6b363eb097de,,Serial,Title,The Antiquaries Journal,,Vol 29,,,1949,,,,London,Oxford University Press
046dc69b-b0f7-46c9-911c-08dc3c9ffe93,,Serial,Title,Journal of the British Archaeological Association,,Ser 2 Vol 34 Pt 2,,,1928,,,,London,British Archaeological Association
04898fdc-34a7-4541-9721-f8a79bd63e4d,,Serial,Title,Post-Medieval Archaeology,,Vol 7,,,1973,,,,Sheffield,The Society for Post-Medieval Archaeology
049f8b64-a7df-4137-a451-017863e9db35,,Serial,Title,"Ruislip, Northwood and Eastcote Local History Society Journal",,1977,,,,,,,,
04aeb15e-d4e7-4639-91d9-f4e9e1afb488,,Serial,Title,Essex Journal,,Vol 21 No 1,,,,,,,,
04b2be6c-d415-428a-ac25-a9d4c3aeb087,,Serial,Title,Surrey Archaeological Collections,,Vol 67,,,1970,,,,Guildford,Surrey Archaeological Society
04d79da5-8dda-4779-a64c-e920e9d9fdca,,Serial,Title,Croydon Natural History & Scientific Society Bulletin,,No 14,,,,,,,,
05660cdc-80bf-44d6-9841-1199a39c2776,,Serial,Title,Journal of the British Archaeological Association,,Ser 2 Vol 5 Pt 4,,,1899,,,,London,British Archaeological Association
057b6996-e101-4d17-8b0d-0e79c5ed9834,,Serial,Title,Essex Journal,,Vol 19,,,,,,,,
057badff-6df7-45b0-a206-585ca1850729,,Serial,Title,London and Middlesex Archaeological Society Transactions,,Ser 1 Vol 2,,,1864,,,,London,London and Middlesex Archaeological Society
057f9b4a-042d-4dcf-a2aa-20509ef040c5,,Serial,Title,Essex Review,,Vol 29,,,1920,,,,Chelmsford,E. Durant & Co.
0597ab42-0707-4a5a-b047-0ea8372f351a,,Serial,Title,Croydon Natural History & Scientific Society Proceedings,,Vol 7 Pt 1,,,,,,,,
05994580-1fbc-405a-81be-4734aad9f4a8,,Serial,Title,Archaeological Newsletter,,Vol 3 No 4,,,,,,,,
05b99b68-f8ba-447d-bd41-0b40cdaaac9e,,Serial,Title,London Archaeologist,,Vol 8 No S3,,,1998,,,,London,London Archaeologist Association
05e53460-5d65-4ad8-8365-32c4873e863b,,Serial,Title,Post-Medieval Archaeology,,Vol 39,,,2005,,,,Leeds,Maney Publishing
0617aced-2e64-4858-9bd3-e8390040d5c0,,Serial,Title,Essex Review,,Vol 32,,,1923,,,,Chelmsford,E. Durant & Co.
0669354a-ae7b-4bdc-b226-a55c71f8ebf1,,Serial,Title,Surrey Archaeological Society Research Volumes,,Vol 2,,,1976,,,,Guildford,Surrey Archaeological Society
06789b05-1272-4567-91dd-d3e28cc5c90d,,Serial,Title,The Archaeological Journal,,Vol 2,,,1845,,,,London,Central Committee of the Archaeological Institute of Great Britain and Ireland
067e760f-0b9a-4158-8c2d-bc95068f9310,,Serial,Title,Archaeologia,,Vol 65,,,1914,,,,London,The Society of Antiquaries of London
06a13d61-67ee-45d3-bd41-afabc70fe6f5,,Serial,Title,Thames Basin Archaeological Observers' Group Newsletter,,No 25,,,,,,,,
06a2a3ca-afa8-46c3-a617-a19f9eee86f8,,Serial,Title,Journal of the British Archaeological Association,,Vol 1 Pt 1,,,1845,,,,London,British Archaeological Association
06d8b68d-91ee-4ff7-b7ba-0dfaf346b5a6,,Serial,Title,Journal of the British Archaeological Association,,Ser 3 Vol 15,,,1952,,,,London,British Archaeological Association
0722c24a-0dbc-401a-bc58-f76e07fd5b63,,Serial,Title,Borough of Twickenham Local History Society Papers,,No 12,,,,,,,,
0724a476-dc1f-4bfd-aa57-d0ee103ce939,,Serial,Title,Journal of the British Archaeological Association,,Ser 2 Vol 3 Pt 3,,,1897,,,,London,British Archaeological Association
0726793f-6aec-4fab-853a-05a8bf3ee1ed,,Serial,Title,Proceedings of the Prehistoric Society of East Anglia,,Vol 6 Pt 4,,,1932,,,,Norwich,Prehistoric Society of East Anglia
075253bb-3b76-4785-8d1b-092b1cefc5c1,,Serial,Title,Thames Basin Archaeological Observers' Group Newsletter,,No 24,,,,,,,,
0764ed07-17a4-4924-9a0b-f4e3cb79a208,,Serial,Title,London Topographical Record,,Vol 13,,,,,,,,
077222d9-7dfb-41d2-9a7f-a5a98162da41,,Serial,Title,The Archaeological Newsletter,,Vol 6 No 10,,,,,,,,
07ac7bce-fd26-40df-b5cc-ffdaaa6b5a42,,Serial,Title,Britannia,,Vol 8,,,1977,,,,London,Society for the Promotion of Roman Studies
07ae2852-a91f-445e-9eaf-2b5413036b9f,,Serial,Title,Journal of the Ruislip & District Natural History Society,,Vol 5,,,,,,,,
07b3cc60-ae13-4e81-9ad6-2878cb03c512,,Serial,Title,Journal of Roman Studies Supplementary Series,,No 37,,,1999,,,,,
07c505e1-69bd-404d-baed-129eae6c6f45,,Serial,Title,London Archaeologist,,Vol 5 No 5,,,1985,,,,London,London Archaeologist Association
07e4ff9b-a18c-4d45-8250-d991ed83fc7a,,Serial,Title,London Archaeologist,,Vol 6 No 1,,,1988,,,,London,London Archaeologist Association
07ff3dcf-0df8-4781-99a7-a0c5cfaa5575,,Serial,Title,Journal of the British Archaeological Association,,Ser 3 Vol 29,,,1966,,,,London,British Archaeological Association
080c99fa-819f-40ef-ac85-43ad6349fb05,,Serial,Title,London Topographical Record,,Vol 1,,,,,,,,
086e4a86-5053-4354-9556-b2ebd2b6840f,,Serial,Title,The Numismatic Chronicle,,Ser 5 Vol 15,,,,,,,,
0889dca2-03bd-4cbc-a112-27bf190f3c59,,Serial,Title,Borough: The Quarterly Journal of the Southwark Chamber of Commerce and Industry,,Vol 27 No 1,,,1985,,,,,
0890edaa-5416-4721-a734-150c03da4410,,Serial,Title,World Archaeology,,Vol 12,,,,,,,,
08e63ad8-0419-44ca-832a-cdcffabe5cf8,,Serial,Title,The Antiquary,,Vol 17,,,1888,,,,London,Elliot Stock
0945d945-af98-4fe5-be3d-6c2f62cd1ac7,,Serial,Title,Archaeologia Cantiana,,Vol 89,,,1974,,,,Maidstone,Kent Archaeological Society
095116d6-ee48-40eb-bf28-c65e93d864e9,,Serial,Title,Merton Historical Society Bulletin,,No 189,,,2014,,,,,
09c3f982-d396-429a-a42c-2703858e25b0,,Serial,Title,Nature,,Vol 25,,,,,,,,
09cc480a-cf10-488b-ac2e-5224f52dceb2,,Serial,Title,London Archaeologist,,Vol 3 No 2,,,1977,,,,London,London Archaeologist Association
09e624a3-c8d4-42bb-b883-408576b964ea,,Serial,Title,Essex Archaeology and History,,Ser 3 Vol 10,,,1978,,,,Colchester,The Essex Society for Archaeology and History
0a04abd3-cf4a-47db-bccb-caaa533b9023,,Serial,Title,Post-Medieval Archaeology,,Vol 20,,,1986,,,,Sheffield,The Society for Post-Medieval Archaeology
0a06446c-5bb1-4dcb-b908-6d6de34391ed,,Serial,Title,Journal of the British Archaeological Association,,Vol 33 Pt 2,,,1877,,,,London,British Archaeological Association
0a12b2a6-43a1-4a2d-af46-1c3b2d7c44e0,,Serial,Title,London and Middlesex Archaeological Society Transactions,,Vol 21 Pt 2,,,1965,,,,London,London and Middlesex Archaeological Society
0a4bf4d9-6a14-453b-86f5-4a25acb21d3b,,Serial,Title,Current Archaeology,,Vol 7 No 2,,,,,,,,
0a82face-d8cc-488e-bbc4-577e3a8c32d5,,Serial,Title,Journal of the British Archaeological Association,,Vol 28 Pt 1,,,1872,,,,London,British Archaeological Association
0ab7b9fb-207a-46df-9082-dc50f8bc2b37,,Serial,Title,Kent Archaeological Review,,No 21,,,1970,,,,Dover,Council for Kentish Archaeology
0ac1181a-826b-47ce-b7c4-8cf111def039,,Serial,Title,British Archaeological Reports British Series,,No 97,,,,,,,,
0acd5bc1-117e-41e7-a799-58498123b8da,,Serial,Title,London and Middlesex Archaeological Society Transactions,,Vol 18 Pt 1,,,1955,,,,London,London and Middlesex Archaeological Society
0ae6f59f-4bd9-4d53-b83d-4b80b335fe06,,Serial,Title,Architectural Design,,Vol 24,,,,,,,,
0af49eb6-fe7e-4b7d-83b0-5f56d8ec0bb1,,Serial,Title,Architectural Review,,Vol 3,,,,,,,,
0af846d8-0b28-4eb8-82b2-c61c89c3436d,,Serial,Title,Walthamstow Antiquarian Society,,No 8,,,,,,,,
0b03eb2b-0c8e-41b1-93df-89cc4ceb5b93,,Serial,Title,Archaeological Newsletter,,Vol 6 No 6,,,,,,,,
0b087b44-ba6b-4cf3-8597-897f29c910fa,,Serial,Title,Britannia,,Vol 4,,,1973,,,,London,Society for the Promotion of Roman Studies
0b40fb66-a136-4b58-a94b-7cb2389fbda8,,Serial,Title,Journal of Roman Studies,,Vol 28,,,1938,,,,London,The Society for the Promotion of Roman Studies
0b579c6a-0406-4c91-8d6d-b5ee2d6cb023,,Serial,Title,The Antiquaries Journal,,Vol 4,,,1924,,,,London,Oxford University Press
0b590f0c-a082-4b14-bd8c-0db630e82b29,,Serial,Title,Bourne Society Bulletin,,No 57,,,,,,,,
0b92c392-89fc-4372-b922-0aef0dca638a,,Serial,Title,Essex Journal,,Vol 15 No 1,,,,,,,,
0b9a317c-30ed-4e63-bebd-46ba8b489873,,Serial,Title,Medieval Archaeology,,Vol 25,,,1981,,,,Leeds,The Society for Medieval Archaeology
0bac5eee-3096-4e7f-8eba-77d6d764d74c,,Serial,Title,Surrey Archaeological Society Bulletin,,No 71,,,,,,,Guildford,Surrey Archaeological Society
0bade30f-2e43-446d-9c59-8113eb2ff7af,,Serial,Title,Essex Journal,,Vol 17 No 2,,,,,,,,
0bcae662-e0e1-421c-b2fa-02e111ff9306,,Serial,Title,Surrey Archaeological Collections,,Vol 68,,,1971,,,,Guildford,Surrey Archaeological Society
0bebc50b-9725-4399-8abb-1cf331b8dcbd,,Serial,Title,The Antiquaries Journal,,Vol 12,,,1932,,,,London,Oxford University Press
0c4a9874-0348-4c6c-a2dc-8f837a17ebc7,,Serial,Title,London and Middlesex Archaeological Society Transactions,,Vol 42,,,1991,,,,London,London and Middlesex Archaeological Society
0c67dd7c-dd78-436f-b776-b034f23143e2,,Serial,Title,Essex Review,,Vol 5,,,1896,,,,Chelmsford,E. Durant & Co.
0cda6863-7b23-48cb-834a-eadbebb9f51e,,Serial,Title,Post-Medieval Archaeology,,Vol 9,,,1975,,,,Sheffield,The Society for Post-Medieval Archaeology
0cfeed3a-0a7d-4aed-844d-2db485f2d38c,,Serial,Title,Smithsonian Institute Bulletin,,No 59,,,,,,,,
0d033f73-f8a5-47cf-9e2b-2482b49365b5,,Serial,Title,Architectural Review,,Vol 24,,,,,,,,
0d0bae73-632b-4bd4-917b-2b82ed590624,,Serial,Title,London Archaeologist,,Vol 3 No 15,,,1980,,,,London,London Archaeologist Association
0d4b2e38-90f0-446f-83bb-a1d2afddc830,,Serial,Title,Home Counties Magazine,,Vol 6,,,,,,,,
0d876e23-d798-42e7-ae54-0aa2b3e8018b,,Serial,Title,The Garden,,Vol 106 No 1,,,1972,,,,,
0da29b29-2a57-441a-91e5-acf19993649e,,Serial,Title,Enfield Archaeological Society Bulletin,,No 85,,,,,,,,
0ddcb4e0-0e4a-49cf-8c19-b29b5f89f985,,Serial,Title,Archaeological Newsletter,,Vol 7 No 8,,,,,,,,
0ddce6a5-0d5f-436d-81b8-45598a3a0959,,Serial,Title,London Archaeologist,,Vol 5 No 15,,,1988,,,,London,London Archaeologist Association
0dde3a6a-2826-42c0-8a7b-35cc8a84de5e,,Serial,Title,Woolwich and District Antiquarian Society Annual Report,,Vol 6,,,,,,,,
0df9fc16-bd11-4fca-b748-6d4614c48d4f,,Serial,Title,Croydon Natural History & Scientific Society Bulletin,,No 42,,,,,,,,
0e08fb4a-e211-4cac-9754-ad907bc47a55,,Serial,Title,Archaeologia,,Vol 57,,,1901,,,,London,The Society of Antiquaries of London
0e099668-848b-4013-a62e-1db16ddcf278,,Serial,Title,Bourne Society Local History Records,,Vol 4,,,,,,,,
0e0a8d86-a0ac-4fb7-8457-6a19acbf3ecf,,Serial,Title,The Antiquary,,Vol 45,,,1909,,,,London,Elliot Stock
0e1c6318-2426-45ee-b010-a6e5bf64e42c,,Serial,Title,Archaeologia Cantiana,,Vol 18,,,1889,,,,Maidstone,Kent Archaeological Society
0e32c1fe-41fe-4e3a-af7a-92723ca2a1ce,,Serial,Title,Croydon Natural History & Scientific Society Bulletin,,No 8,,,,,,,,
0e40397b-55fb-41cd-85a1-52cb8675a2ba,,Serial,Title,London Archaeologist,,Vol 9 No 12,,,2001,,,,London,London Archaeologist Association
0e564ac4-d037-4538-916c-825b0d7cd7c4,,Serial,Title,Croydon Natural History & Scientific Society Bulletin,,No 13,,,,,,,,
0eb7b38b-e22b-4aeb-a9cb-e5aa25a5343e,,Serial,Title,Surrey Archaeological Society Bulletin,,No 117,,,1975,,,,Guildford,Surrey Archaeological Society
0eed4e44-05f4-4593-a708-9bf590f0be68,,Serial,Title,The Antiquary,,Vol 33,,,1897,,,,London,Elliot Stock
0ef314f3-c3e9-4fe0-b73f-cbef409aa921,,Serial,Title,Surrey Archaeological Society Bulletin,,No 6,,,1965,,,,Guildford,Surrey Archaeological Society
0f1e663f-dfc2-4a2b-aabf-d19c3391bb37,,Serial,Title,Essex Review,,Vol 33,,,1924,,,,Chelmsford,E. Durant & Co.
0f24fd9a-1a38-4f51-b944-72e7dc8e8569,,Serial,Title,Croydon Natural History & Scientific Society Bulletin,,No 76,,,,,,,,
0f314f08-f2c8-4d36-b727-f58a626b32f8,,Serial,Title,Croydon Natural History & Scientific Society Bulletin,,No 58,,,,,,,,
0f3ccad3-dd24-4f65-8d6e-c90d4f785cf6,,Serial,Title,Journal of the British Archaeological Association,,Ser 3 Vol 28,,,1965,,,,London,British Archaeological Association
0f527ef2-a891-4a94-bb2a-e24279370982,,Serial,Title,Woolwich and District Antiquarian Society Transactions,,Vol 32,,,,,,,,
0f582dd9-b201-4654-9f65-4b457963e636,,Serial,Title,Archaeologia Cantiana,,Vol 74,,,1960,,,,Maidstone,Kent Archaeological Society
0fb87272-714d-4529-95b4-8708cb80731b,,Serial,Title,Hendon and District Archaeological Society Newsletter,,No 87,,,1978,,,,,Hendon and District Archaeological Society
0fbc7499-a42d-4f52-9985-24b2ccca2319,,Serial,Title,Essex Archaeology and History,,Ser 3 Vol 11,,,1979,,,,Colchester,The Essex Society for Archaeology and History
0fcb0ea9-e7b5-47d3-8425-9242b2682e5a,,Serial,Title,London Survey Committee Monographs,,No 11,,,,,,,,
0fcbb37b-50ff-435f-89ee-844a953a34f8,,Serial,Title,Essex Review,,Vol 44,,,1935,,,,Chelmsford,E. Durant & Co.
0fe285d4-f841-4bd9-8673-708cc8272db0,,Serial,Title,Archaeologia Cantiana,,Vol 47,,,1935,,,,Maidstone,Kent Archaeological Society
0ff0c5e9-459d-47cf-929b-7da73c44ad47,,Serial,Title,Bouw,,No 19,,,,,,,,
1034b76e-c830-448b-9847-dc4036f7d1a4,,Serial,Title,Surrey Archaeological Society Bulletin,,No 52,,,1969,,,,Guildford,Surrey Archaeological Society
104e5b28-f8ef-4b0b-a8bf-c0ebab249bf9,,Serial,Title,Surrey Archaeological Collections,,Vol 10,,,1891,,,,Guildford,Surrey Archaeological Society
1088ed5c-1a27-4d14-81c4-a5aff95a6584,,Serial,Title,London Archaeologist,,Vol 7 No 16,,,1996,,,,London,London Archaeologist Association
108cf3cf-e9c8-481a-b6cd-c9b46a95a622,,Serial,Title,The Archaeological Journal,,Vol 132,,,1975,,,,London,Royal Archaeological Institute
109b3a42-89c8-41de-8047-bc788f5b619f,,Serial,Title,Post-Medieval Archaeology,,Vol 1,,,1967,,,,Sheffield,The Society for Post-Medieval Archaeology
10a2964c-ea72-4476-ae8a-0a87d657cabd,,Serial,Title,Woolwich and District Antiquarian Society Transactions,,Vol 34,,,,,,,,
10b7c007-8b54-4b2f-9265-6b41273ace7a,,Serial,Title,Surrey Archaeological Collections,,Vol 19,,,1906,,,,Guildford,Surrey Archaeological Society
10c57ac5-7231-4878-a135-6bc29e0536bb,,Serial,Title,Hendon and District Archaeological Society Newsletter,,No 292,,,1995,,,,,Hendon and District Archaeological Society
10df545d-f657-4c54-9ed8-86a1d85d35b8,,Serial,Title,Proceedings of the Prehistoric Society,,Vol 45,,,1979,,,,Cambridge,The Prehistoric Society
10f28efc-5c9c-4767-9101-96da7c568dbf,,Serial,Title,The Alleynian,,1989,,,,,,,,
10fbe6aa-cb2d-4f28-ad57-25f96576da44,,Serial,Title,Architectural Review,,Vol 1,,,,,,,,
11299641-5ffa-4413-befe-4f3823c04251,,Serial,Title,Proceedings of the Society of Antiquaries of London,,Ser 2 Vol 27,,,1915,,,,London,The Society of Antiquaries
112f27b3-1c82-4c8e-a44a-cdf5c58a731f,,Serial,Title,Medieval Finds from Excavations in London,,No 3,,,1991,,,,Woodbridge,Boydell Press
1134b005-d5e6-4fc1-931d-8fc8995a1192,,Serial,Title,London and Middlesex Archaeological Society Transactions,,Vol 31,,,1980,,,,London,London and Middlesex Archaeological Society
1134fea7-55b6-44bf-89e8-69f2007a916c,,Serial,Title,Archaeologia,,Vol 39,,,1864,,,,London,The Society of Antiquaries of London
11a5dc91-f4f5-475e-96b0-fb0d3bfb992f,,Serial,Title,Vestiges,,No 89/90,,,,,,,,
11d39c4b-3f84-484a-9873-f6f4a24d1393,,Serial,Title,London and Middlesex Archaeological Society Transactions,,Vol 19,,,1958,,,,London,London and Middlesex Archaeological Society
11e1b24d-dac3-4e43-a5d8-66e7427dc8f6,,Serial,Title,The Wandsworth Historian,,No 18,,,,,,,,
11ea8323-9900-4b09-90ab-7e719b8d4d43,,Serial,Title,Architectural Review,,Vol 20  No 120,,,,,,,,
11f44148-5300-408b-9e9a-a40fa3da061e,,Serial,Title,The Mariner's Mirror,,Vol 58,,,,,,,,
123cf0e8-cec5-4fbc-849a-223c5115c1f5,,Serial,Title,The Arup Journal,,Vol 12  No 2,,,,,,,,
12578904-10b5-472d-b4ff-9275aaad0ed2,,Serial,Title,London and Middlesex Archaeological Society Transactions,,Vol 32,,,1981,,,,London,London and Middlesex Archaeological Society
125924fe-d5dc-471a-9f74-b40a1717d9a9,,Serial,Title,Journal of Roman Studies,,Vol 29,,,1939,,,,London,The Society for the Promotion of Roman Studies
125ded1e-7af0-4be0-970e-e65af2d97a85,,Serial,Title,The Antiquaries Journal,,Vol 48,,,1968,,,,London,Oxford University Press
128999bc-f189-4b99-b651-369dd4370d46,,Serial,Title,International Journal of Nautical Archaeology and Underwater Exploration,,Vol 5 No 2,,,,,,,,
12c4acf1-2a09-4f4d-aa8c-c8475bdd9c70,,Serial,Title,Journal of the British Archaeological Association,,Vol 22 Pt 4,,,1866,,,,London,British Archaeological Association
12ff00f9-d854-4e94-8be2-19ec5aa3e6ea,,Serial,Title,The Archaeological Newsletter,,Vol 3 No 4,,,,,,,,
130c0270-4a79-4166-be15-9f10cd9573f3,,Serial,Title,Southwark and Lambeth Archaeological Society Newsletter,,,,,,,,,,
132e300f-d42a-49e8-a83a-e2ab6ae170c5,,Serial,Title,Archaeologia,,Vol 31,,,1846,,,,London,The Society of Antiquaries of London
134f0f66-72d2-4f8f-a8e6-63f0f3001881,,Serial,Title,The Antiquaries Journal,,Vol 6,,,1926,,,,London,Oxford University Press
137d68eb-7a2c-4199-ab2e-215bb874b304,,Serial,Title,Wandsworth Historical Society Newsletter,,No 6,,,,,,,,
13819ac0-8c29-454a-a143-31ef111ed1ea,,Serial,Title,Essex Archaeology and History,,Ser 3 Vol 16,,,1985,,,,Colchester,The Essex Society for Archaeology and History
138356d1-fb80-4755-8c75-4accd2423058,,Serial,Title,Journal of the British Archaeological Association,,Vol 50 Pt 4,,,1894,,,,London,British Archaeological Association
139ba625-3a0a-4f8a-a9b3-1f4696fe7720,,Serial,Title,Kent Archaeological Review,,No 69,,,1982,,,,Dover,Council for Kentish Archaeology
13d16cb8-1d17-44ab-9490-e312f8df640b,,Serial,Title,The Wandsworth Historian,,No 20,,,,,,,,
13d74ef3-863f-427e-9499-238891a4e379,,Serial,Title,Bourne Society Bulletin,,No 50,,,,,,,,
13db3f1a-e1c7-4d14-8a72-5ae985775edb,,Serial,Title,Kent Archaeological Review,,No 92,,,1988,,,,Dover,Council for Kentish Archaeology
14358fa1-99c6-408f-9f5c-5698af96eceb,,Serial,Title,Proceedings of the Society of Antiquaries of London,,Ser 2 Vol 3,,,1867,,,,London,The Society of Antiquaries
14414265-705f-41bb-b5b3-8ec031ddb6ab,,Serial,Title,Proceedings of the Society of Antiquaries of London,,Ser 1 Vol 2 No 19,,,1849,,,,London,The Society of Antiquaries
14847adc-e15c-436c-add7-7c5ce32f3d6e,,Serial,Title,Journal of the British Archaeological Association,,Ser 3 Vol 9,,,1944,,,,London,British Archaeological Association
149e40fe-ae7d-46b0-b353-c3798406b725,,Serial,Title,Enfield Archaeological Society Bulletin,,No 63,,,,,,,,
14c19d35-ad54-48be-b74d-9e5b003b3002,,Serial,Title,Proceedings of the Society of Antiquaries of London,,Ser 2 Vol 9,,,1883,,,,London,The Society of Antiquaries
14f74805-892d-41a0-b9d1-24e07f8985c6,,Serial,Title,Journal of the British Archaeological Association,,Ser 3 Vol 26,,,1963,,,,London,British Archaeological Association
14fa60e6-9c25-467e-a0f1-9081e4f9185b,,Serial,Title,Journal of the Royal Horticultural Society,,Vol 54,,,1929,,,,,
14faa68c-494c-412c-b633-08f9eeda9025,,Serial,Title,Greenwich and Lewisham Antiquarian Society Transactions,,Vol 8 No 1,,,1973,,,,London,Greenwich and Lewisham Antiquarian Society
150f9467-4226-4e22-9a46-3c25c506ddc5,,Serial,Title,Greater London Industrial Archaeology Society Newsletter,,No 161,,,,,,,,
152e9417-c6b7-4e63-82a7-b9c6b07a10a0,,Serial,Title,Surrey Archaeological Collections,,Vol 49,,,1946,,,,Guildford,Surrey Archaeological Society
153b8681-38aa-40a4-b82e-e1e0dfa580a1,,Serial,Title,Journal of Roman Studies,,Vol 11,,,1921,,,,London,The Society for the Promotion of Roman Studies
153e988f-b34a-4faa-b896-1915f43cfc19,,Serial,Title,The Antiquaries Journal,,Vol 8,,,1928,,,,London,Oxford University Press
