ResourceID,DALUID,Building Number and Street,Building Name,Locality,Town,Postcode,Address Status,Area Name,Area Type,Area Currency,Reference Number,Reference Number Type,Location Description,Name,Name_Type
00a25d73-890d-1a99-2c9f-e48a2a0f9c6d,DALO03306,130 Maybank Road,,South Woodford,London,E18 1EL,Primary,Redbridge,Borough,Current,0205/17,External Organization Reference Number,,"130, Maybank Road, South Woodford, London, E18 1EL",Primary
00a8f8bd-09d8-6fdb-3219-556027ff94f5,DALO05107,231  Western Road ,,,London,SE19 2QD,Primary,Merton,Borough,Current,,,,"231 Western Road, Runnymede road and Lewis Road (see LAG 024/531)",Primary
00bce30a-118c-490f-652a-407fa22b9662,DALO02388,8  Clements Road,,Ilford,London,IG1 1BA,Primary,Redbridge,Borough,Current,3591/17,External Organization Reference Number,,"8, Clements Road, Ilford, IG1 1BA",Primary
00d43b76-71b6-530c-9cde-e38579589a95,DALO04154,194  Brixton Road,,,London,SW9 6AP,Primary,Lambeth,Borough,Current,16/05014/LB,External Organization Reference Number,,194 Brixton Road London SW9 6AP,Primary
00da01ae-5da0-4c51-0db1-55cb8c055b3c,DALO00088,104 - 106  HIGH STREET,,Hounslow,London,TW3 1NA,Primary,Hounslow,Borough,Current,P/2017/5391,External Organization Reference Number,,104 - 106 HIGH STREET HOUNSLOW LONDON TW3 1NA,Primary
00e82d53-8789-8adb-51ff-f82e900f3a9e,DALO03514,196 Great Cambridge Road ,,,London,EN1 1UQ,Primary,Enfield,Borough,Current,14/03574/FUL,External Organization Reference Number,Martinbridge Industrial Estate Lincoln Road Enfield ,196 Great Cambridge Road EN1 1UQ,Alternative
00ea6aee-63d2-406c-1672-0e26faa61cde,DALO01037,50  Tudor Lodge Field End Rd,,Eastcote,London,HA5 2QN,Primary,Harrow,Borough,Current,,,,"Tudor Lodge, 50 Field End Rd, Eastcote, Pinner HA5 2QN",Primary
00edc81a-354a-846e-22bf-feaace484697,DALO01628,46  Vine Gardens,,Ilford,London,IG1 2QJ,Primary,Redbridge,Borough,Current,5639/17,External Organization Reference Number,,"46, Vine Gardens, Ilford, IG1 2QJ",Primary
00f42fd4-609f-44ce-628a-4b0822d24f54,DALO03342,60  Barnet Gate Lane,,Barnet,London,EN5 2AD,Primary,Barnet,Borough,Current,16/6471/FUL,External Organization Reference Number,,60 Barnet Gate Lane Barnet EN5 2AD,Primary
00f65ec2-4fc5-3cea-83c3-e1a91916383a,DALO03187,665  Barking Road,,,London,E13 9EX,Primary,Newham,Borough,Current,14/01863/FUL,External Organization Reference Number,,"665 Barking Road, Plaistow, London, E13 9EX",Primary
00f9fbf4-2328-5c32-3626-072414463596,DALO04376,116  Newbury Avenue,,Enfield,London,EN3 6EE,Primary,Enfield,Borough,Current,16/02991/HOU,External Organization Reference Number,,116 Newbury Avenue Enfield EN3 6EE,Primary
00fb7a5d-77ab-2c39-5a7a-c743c0e3005b,DALO01618,35  London Lane,,,London,E8 3PR,Primary,Hackney,Borough,Current,2017/3209,External Organization Reference Number,,35 London Lane London E8 3PR,Primary
00fef87d-55e2-54e0-51d5-fa5c7d06748a,DALO03416,71 - 77 Wigmore Street,,,London,W1U 1QA,Primary,City of Westminster,Borough,Current,13/05332/FULL,External Organization Reference Number,,71 - 77 Wigmore Street,Primary
010637b9-1de6-5f1d-4336-022c9946429d,DALO02138,6 Glover Drive,,,London,N18 3HF,Primary,Enfield,Borough,Current,P13-02228PLA,External Organization Reference Number,,6 Glover Drive London N18 3HF,Primary
0116bd40-1c22-159d-4f6a-e64fae399ce4,DALO01358,56  The Bittoms,,Kingston upon Thames,London,KT1 2AP,Primary,Kingston upon Thames,Borough,Current,1812048,External Organization Reference Number,,56 THE BITTOMS KINGSTON UPON THAMES KT1 2AP,Primary
01192327-7dfb-5fb1-43d0-77461960099b,DALO02548,74  Lea Bridge Road,,Hackney,London,E5 9QD,Primary,Hackney,Borough,Current,2016/4012,External Organization Reference Number,,74 Lea Bridge Road London E5 9QD,Primary
0121f306-9a63-16bc-36be-f7ae3cb18483,DALO03421,25  Narford Road,,,London,E5 8RJ,Primary,Hackney,Borough,Current,2016/4703,External Organization Reference Number,,25 Narford Road London E5 8RJ,Primary
013fb890-1751-91d9-226c-d5434c97669b,DALO04444,2-4  Venn Street ,,,London,SW4 0AT,Primary,Lambeth,Borough,Current,14/00367/FUL,External Organization Reference Number,2-4 Venn Street,"2-4 Venn Street, SW4 0AT",Primary
014af5cb-200b-041b-a7be-cdb0fec02a3c,DALO03105,36  Gresham Road,,East Ham,London,E6 6DS,Primary,Newham,Borough,Current,16/04045/HH,External Organization Reference Number,,"36 Gresham Road, East Ham, London, E6 6DS",Primary
0163226e-70bf-0254-0b0f-4cd6a2e86010,DALO05892,126  Church Road,,Croydon,London,CR0 1SE,Primary,Croydon,Borough,Current,15/03749/LP,External Organization Reference Number,,"126 Church Road, Croydon, CR0 1SE",Primary
0168e0f8-196a-4dd9-355d-e9ba1c743f0c,DALO01609,1  Canon Row,,,London,SW1A 2JN,Primary,City of Westminster,Borough,Current,16/07441/LBC,External Organization Reference Number,,1 Canon Row London SW1A 2JN,Primary
016b7e74-21f9-1029-a768-5e4e194b85ed,DALO01036,38  Sowrey Avenue,,Rainham,London,RM13 7NA,Primary,Havering,Borough,Current,P0396.18,External Organization Reference Number,,38 Sowrey Avenue RAINHAM RM13 7NA,Primary
0174cdf2-8470-8bdd-2876-4173b08095d3,DALO05382,1 - 3  Totteridge Lane,,,London,N20 0EY,Primary,Barnet,Borough,Current,16/0094/FUL,External Organization Reference Number,,1 - 3 Totteridge Lane London N20 0EY,Primary
0178f062-2113-0a84-4842-c487693959ef,DALO05791,,Kingsley Academy,Hounslow,London,TW3 1NE,Primary,Hounslow,Borough,Current,,,,Kingsley Academy 102 PRINCE REGENT ROAD HOUNSLOW LONDON TW3 1NE,Primary
017c4515-67e7-9dfe-9726-4e8661aa239f,DALO04258,63  Barking Road,,Canning Town,London,E16 4HB,Primary,Newham,Borough,Current,16/00831/FUL,External Organization Reference Number,,63 Barking Road Canning Town London E16 4HB,Primary
018514cc-3449-68bb-824b-e90eba4a1376,DALO05594,,Stoke,Coombe,London,KT2 7NX,Primary,Kingston upon Thames,Borough,Current,13/15061,External Organization Reference Number,"Stoke Road, Kingston upon Thames, ","Stoke Road, Kingston upon Thames, KT2 7NX",Primary
01866523-886f-64f4-83bf-05918e763668,DALO01888,30  Deptford Church Street,,,London,SE8 4RZ,Primary,Lewisham,Borough,Current,DC/17/103550,External Organization Reference Number,,"30 DEPTFORD CHURCH STREET, LONDON, SE8 4RZ",Primary
01874d13-a714-52b6-8112-6be6297c22c3,DALO04661,117  Mayfield Road,,South Croydon,London,CR2 0BH,Primary,Croydon,Borough,Current,16/02747/LP,External Organization Reference Number,,"117 Mayfield Road, South Croydon, CR2 0BH",Primary
0189ddce-a4c9-4197-11ef-f79cb32e8887,DALO02802,,West Twyford Primary School,Park Royal,London,NW10 7DN,Primary,Ealing,Borough,Current,,,West Twyford School,West Twyford School,Alternative
018c87d9-645e-49e1-4605-3676d9c24e95,DALO04464,1  Hill House Close,,,London,N21 1LG,Primary,Enfield,Borough,Current,15/05241/FUL,External Organization Reference Number,,1 Hill House Close,Primary
01936bed-5238-9932-320c-5f7821e47cd3,DALO03962,,St Gabriel's College,,London,SW9 6UL,Primary,Lambeth,Borough,Current,16/02324/FUL,External Organization Reference Number,St Gabriel's College Langton Road London ,"St Gabriel's College, Langton Road",Primary
019a6a08-0e60-4cd2-9aff-85d7b25a2737,DALO06012,82  Jeffreys Road,Trafalgar Trading Estate,Enfield,London,EN3 7TY,Primary,Enfield,Borough,Current,15/04001/FUL,External Organization Reference Number,,Trafalgar Trading Estate,Primary
019d003c-28e1-a517-63a1-b352e45e40ec,DALO02098,131  Dynevor Road,,,London,N16 0DA,Primary,Hackney,Borough,Current,2017/3814,External Organization Reference Number,,131 Dynevor Road London N16 0DA,Primary
01a3e2a8-125f-5c1d-44bb-59d6971d11c7,DALO05953,1E  Gleneagle Road,,,London,SW16 6AX,Primary,Lambeth,Borough,Current,15/05294/FUL,External Organization Reference Number,,1E Gleneagle Road,Primary
01aeee89-6e33-5206-9192-a677dd53a191,DALO02592,632  Chiswick High Road,,Chiswick,London,W4 5RY,Primary,Hounslow,Borough,Current,P/2017/2360,External Organization Reference Number,,Robins & Day Ltd 632 CHISWICK HIGH ROAD CHISWICK LONDON W4 5RY,Primary
01bb40fc-8159-00fa-4bf2-7cf1181946f5,DALO02202,58  High Street South,,East Ham,London,E6 6ET,Primary,Newham,Borough,Current,17/03104/PRECOU,External Organization Reference Number,,58 High Street South East Ham London E6 6ET,Primary
01cf67d5-0702-0d2b-150e-fe43db6912ae,DALO01810,2A  Median Road,,,London,E5 0PL,Primary,Hackney,Borough,Current,2017/4422,External Organization Reference Number,,2A Median Road London E5 0PL,Primary
01daea3a-8338-4bb2-34eb-7a7fa3164807,DALO00416,30B  Commercial Road,,,London,E1 1LN,Primary,Tower Hamlets,Borough,Current,PA/13/00218,External Organization Reference Number,"Aldgate Place Land Bounded By Whitechapel High Street, Leman Street, Buckle Street & Commercial Rd,","Aldgate Place Land Bounded By Whitechapel High Street, Leman Street, Buckle Street & Commercial Rd",Primary
01e5342f-4da0-5d7c-65f2-6f5f375d9cd1,DALO04924,4  High Street South,East Ham Police Station,East Ham,London,E6 6ES,Primary,Newham,Borough,Current,14/01523/FUL,External Organization Reference Number,,East Ham Police Station,Primary
01e714bd-303b-4b4d-8021-d9a4d5bc6730,DALO03395,208-214  York Road ,,,London,SW11 3SD,Primary,Wandsworth,Borough,Current,2014/4626,External Organization Reference Number,Development Site of 208 to 214 York Road ,Development Site of 208 To 214 York Road SW11 3SD,Primary
01e9881b-4c72-0e8c-0b76-9d82863166c9,DALO00130,164-170  Mare Street,,Hackney,London,E8 3RD,Primary,Hackney,Borough,Current,2018/2389,External Organization Reference Number,,164-170 Mare Street Hackney London E8 3RD,Primary
01fff8a1-2ffa-4949-8335-6c68c71d2afd,DALO01294,45A York Road,,Ilford,London,IG1 3AD,Primary,Redbridge,Borough,Current,0429/18,External Organization Reference Number,,"45 A, York Road, Ilford, IG1 3AD",Primary
0202d388-41cb-7a71-95bd-65d186c10d90,DALO02843,,West London University ,,London,W5 5RA,Primary,Ealing,Borough,Current,PP/2013/1352,External Organization Reference Number,UNIVERSITY OF WEST LONDON (LAND AT THE JUNCTION OF ST MARYS ROAD AND THE PARK) ST MARYS ROAD EALING ,Thames Valley University Warwick Road Ealing W5 5RF,Primary
0210f92b-89f7-4d90-7fd6-34d136877567,DALO03443,5  Maryland Park,,Stratford,London,E15 1HB,Primary,Newham,Borough,Current,16/03950/HH,External Organization Reference Number,,"5 Maryland Park, Stratford, London, E15 1HB",Primary
023e75e5-5c82-32c5-1c94-fa4ffe8c2fa0,DALO02619,15-17  Mill Street,,Kingston upon Thames,London,KT1 2RG,Primary,Kingston upon Thames,Borough,Current,1612444,External Organization Reference Number,,"15-17 Mill Street, Kingston upon Thames , KT1 2RG",Primary
02411862-946a-4a9f-4490-70d8695726cd,DALO02579,94  Great Portland Street,,,London,W1W 7NU,Primary,City of Westminster,Borough,Current,14/08576/FULL,External Organization Reference Number,Development Site 36 To 40 Langham Street And 94 Great Portland Street London,94 Great Portland Street London W1W 7NU,Alternative
025090ba-4a8a-7961-5e05-2cf01fb48d0c,DALO01892,56  Wood Lane,UGLI Campus,,London,W12 7SB,Primary,Hammersmith and Fulham,Borough,Current,2017/01493/SCOEIA,External Organization Reference Number,,UGLI Campus 56 Wood Lane London W12 7SB,Primary
027b5ba1-6b05-2c51-01b7-633c416e2dcf,DALO05609,68  Kendall Avenue South,,South Croydon,London,CR2 0QQ,Primary,Croydon,Borough,Current,15/05337/P,External Organization Reference Number,,"68 Kendall Avenue South, South Croydon, CR2 0QQ",Primary
02886e29-4e0f-5915-685b-9e72e2b80d9e,DALO02767,35  Findon Gardens,,Rainham,London,RM13 9UA,Primary,Havering,Borough,Current,P0700.17,External Organization Reference Number,,35 Findon Gardens Rainham RM13 9UA,Primary
0298f542-a07b-9c9f-01f3-af1bec5d54a3,DALO05376,3-7 Power Road,Chiswick Moran Hotel,Chiswick,London,W4 5RY,Primary,Hounslow,Borough,Current,P/2013/4169,External Organization Reference Number,,CHISWICK MORAN HOTEL 626 CHISWICK HIGH ROAD CHISWICK LONDON W4 5RY,Primary
029ca25b-7e62-46c7-5059-282627e69cd6,DALO02308,47  Fountayne Road,,,London,N16 7ED,Primary,Hackney,Borough,Current,2017/3122,External Organization Reference Number,,47 Fountayne Road London N16 7ED,Primary
029f2030-93c6-538b-6893-391608c10d11,DALO05746,10  Pascal Street,,Lambeth,London,SW8 4SH,Primary,Lambeth,Borough,Current,11/03931/P,External Organization Reference Number,10 Pascal Street,10 Pascal Street London Lambeth SW8 4SH,Primary
02a68143-09fb-30ba-63bf-a8d2b39c49f8,DALO00970,9  KNIGHTS PARK,,Kingston upon Thames,London,KT1 2QH,Primary,Kingston upon Thames,Borough,Current,1812250,External Organization Reference Number,,"9 KNIGHTS PARK, KINGSTON UPON THAMES, KT1 2QH",Primary
02c01ebb-679e-2a43-8323-e337b9291ae4,DALO03648,285  Purley Way,,Croydon,London,CR0 4XF,Primary,Croydon,Borough,Current,16/05697/FUL,External Organization Reference Number,,285 Purley Way Croydon CR0 4XF,Primary
02c257d7-4e02-1c0d-2dc9-4efd0bec73cf,DALO04896,245  Hammersmith Road,Bechtel House,,London,W6 8PW,Primary,Hammersmith and Fulham,Borough,Current,2014/04242/FUL,External Organization Reference Number,,Bechtel House 245 Hammersmith Road,Primary
02f8a8c5-6c06-04e4-0709-473b77879ebb,DALO02851,110-114 Norman Road,Norman House,Greenwich,London,SE10 9QJ,Primary,Greenwich,Borough,Current,16/2376/EIA,External Organization Reference Number,"Norman House, 110-114 Norman Road","NORMAN HOUSE, 110-114 NORMAN ROAD, GREENWICH, SE10 9QJ",Primary
0319d46b-04be-9265-6ca2-25ab9368840c,DALO04121,1-35 Downs Park Road,Petchey Academy,,London,E8 2HY,Primary,Hackney,Borough,Current,2016/2943,External Organization Reference Number,,Petchey Academy 1-35 Downs Park Road London E8 2HY,Primary
0327d002-2375-7cb2-9bc2-7296d7645bdd,DALO02960,15 - 21 Progress Way,Progress House,Croydon,London,CR0 4XD,Primary,Croydon,Borough,Current,16/04349/FUL,External Organization Reference Number,15-21 Progress Way,15 21 Progress Way Croydon CR0 4XD,Primary
034f7d62-46ba-42c3-95b9-e7abe50e8248,DALO03261,2 - 10  Cobb Street,,,London,E1 7LB,Primary,Tower Hamlets,Borough,Current,PA/14/01752,External Organization Reference Number,,"2 - 10 Cobb Street, London, E1 7LB",Primary
035ad3a5-2acb-168b-438c-119b8f9c19f6,DALO02527,224  Beulah Hill,Ormesby Court,Upper Norwood,London,SE19 3UX,Primary,Croydon,Borough,Current, 16/03513/P,External Organization Reference Number,,Ormesby Court 224 Beulah Hill Upper Norwood London SE19 3UX,Primary
035ae4b7-0768-a740-11e0-853cb7126c0b,DALO02753,22  Byron Hill Road,,Harrow,London,HA2 0HY,Primary,Harrow,Borough,Current,P/2056/17,External Organization Reference Number,,"22 Byron Hill Road, Harrow, HA2 0HY",Primary
035e7701-6bb1-64af-79e5-8faeb33f1c54,DALO05465,117 - 125  Freemasons Road,,Canning Town,London,E16 3PH,Primary,Newham,Borough,Current,15/03632/FUL,External Organization Reference Number,,117 - 125 Freemasons Road,Primary
036de416-9bfa-5f88-1283-4db9df413fec,DALO04844,47  Arkwright Road,,South Croydon,London,CR2 0LP,Primary,Croydon,Borough,Current,16/02171/P,External Organization Reference Number,,"47 Arkwright Road, South Croydon, CR2 0LP",Primary
037542d8-3500-3b08-53fb-a7d12dd6565e,DALO01087,34  Pinner Hill Road,,Pinner,London,HA5 3SB,Primary,Harrow,Borough,Current,,,,"34 Pinner Hill Road, Pinner, Harrow, HA5 3SB",Primary
037d5829-45af-5d41-4ad4-2f699c733c46,DALO02467,,Watts Grove Depot,,London,E3 3QS,Primary,Tower Hamlets,Borough,Current,PA/14/02585,External Organization Reference Number,"Watts Grove Depot, Glaucus Street, London, ","Watts Grove Depot, Glaucus Street, London, E3 3QS",Primary
03821c63-3c73-97c0-1d88-2540e9245c1a,DALO05020,12-14  Greville Street. ,,,London,EC1N 8SB,Primary,Camden,Borough,Current,2016/1091/P,External Organization Reference Number,,"12-14 Greville Street, London. EC1N 8SB",Primary
03956efd-4e1e-6204-01a7-91ff292a6e51,DALO02194,45 - 47 Clerkenwell Green,Clerkenwell House,Islington,London,EC1R 0EB,Primary,Islington,Borough,Current,P2017/1644/FUL,External Organization Reference Number,,Clerkenwell House 45 - 47 Clerkenwell Green Islington LONDON EC1R 0EB,Primary
039eaf73-9876-a0e1-6cf4-65b813b27ec3,DALO00620,,Brookfields Garage,Barnet,London,EN5 5UN,Primary,Barnet,Borough,Current,15/00404/FUL,External Organization Reference Number,,Brookfields Garage 1 Victoria Lane Barnet EN5 5UN,Primary
03b2e7f1-2840-1502-9611-2ac39db7220e,DALO02520,418-422 Strand,Walter House,,London,WC2R 0PT,Primary,City of Westminster,Borough,Current,13/09608/FULL,External Organization Reference Number,,Walter House 418-422 Strand London WC2R 0PT,Primary
03cabce7-174f-8041-7a70-6970215da793,DALO03586,6-8 London Road,,Enfield,London,EN2 6EB,Primary,Enfield,Borough,Current,16/04505/FUL,External Organization Reference Number,,Commercial Premises 6-8 London Road Enfield EN2 6EB,Primary
03cd84a5-3841-1ea8-68ca-348e55cc8a3b,DALO04654,79  Portland Road,,Kingston upon Thames,London,KT1 2SH,Primary,Kingston upon Thames,Borough,Current,1612549,External Organization Reference Number,,"79 Portland Road, Kingston upon Thames, KT1 2SH",Primary
03fb2da6-1fa4-2242-48de-ae80dc7f0336,DALO03083,11  Coombe Lane West,,Kingston upon Thames,London,KT2 7EW,Primary,Kingston upon Thames,Borough,Current,1714252,External Organization Reference Number,,"11 Coombe Lane West, Kingston Upon Thames, KT2 7EW",Primary
04034997-7254-a04d-9907-dffdc1576f3d,DALO00857,161  FIRS DRIVE,,Hounslow,London,TW5 9TB,Primary,Hounslow,Borough,Current,P/2018/1626,External Organization Reference Number,,161 FIRS DRIVE HOUNSLOW LONDON TW5 9TB,Primary
0406fa76-2a41-9554-0da6-38e395143b4d,DALO05288,30  Garrison Lane,,Chessington,London,KT9 2LB,Primary,Kingston upon Thames,Borough,Current,1510380,External Organization Reference Number,,"30 Garrison Lane, Chessington, KT9 2LB",Primary
04111861-58c4-20a8-9770-9042ef8d23cc,DALO03284,312 RestaurantHigh Road,,Ilford,London,IG1 1QW,Primary,Redbridge,Borough,Current,3045/16,External Organization Reference Number,,"Restaurant, 312, High Road, Ilford, IG1 1QW",Primary
043119dc-816f-22d5-8402-f655647b18b6,DALO03938,45  Melfort Road,,Thornton Heath,London,CR7 7RS,Primary,Croydon,Borough,Current,16/05038/HSE,External Organization Reference Number,,45 Melfort Road Thornton Heath CR7 7RS,Primary
04408cae-6508-05e1-82d7-33ea82413efa,DALO05658,567-583 London Road,,Isleworth,London,TW7 4EJ,Primary,Hounslow,Borough,Current,00707/575-579/P1 - P/2014/2180,External Organization Reference Number,,567-583 LONDON ROAD,Alternative
044a2186-00e5-0b0c-1621-dc07d405731d,DALO04492,10  Mapledale Avenue,,Croydon,London,CR0 5TA,Primary,Croydon,Borough,Current,16/03247/P,External Organization Reference Number,,"10 Mapledale Avenue, Croydon, CR0 5TA",Primary
04518bb5-86cb-8164-2905-80ebd2a42151,DALO03039,113  STAINES ROAD,,Feltham,London,TW14 0JS,Primary,Hounslow,Borough,Current,P/2016/4562,External Organization Reference Number,,113 STAINES ROAD FELTHAM TW14 0JS,Primary
04563c0f-2842-2332-160f-275a270106f1,DALO04696,40  Cowleaze Road,,Kingston upon Thames,London,KT2 6HH,Primary,Kingston upon Thames,Borough,Current,1512280,External Organization Reference Number,"40 (Car Park) Cowleaze Road, Kingston upon Thames, ","40 Cowleaze Road, KINGSTON UPON THAMES, KT2 6HH",Primary
0469e571-33e8-5072-7ef7-dcc7dc6f6fdd,DALO03268,,The Rectory Scout Hut,Hackney,London,E5 0PD,Primary,Hackney,Borough,Current,2012/3345,External Organization Reference Number,"The Rectory, Scout Hut and former Learning Trust, Facility, St John at Hackney Church, Lower Clapton Road, ","The Rectory, Scout Hut and former Learning Trust, Facility, St John at Hackney Church, Lower Clapton Road, E5 0PD",Primary
047fa477-6b2d-3adc-5dc6-7ac4cfc82504,DALO06211,193 Lincoln Road,Lincoln Road Medical Practice,Enfield,London,EN1 1LJ,Primary,Barnet,Borough,Current,30000100308/AYLEY CROFT,External Organization Reference Number,Land north of Alberta Road,Enfield Unassigned,Primary
04b7c453-4ca8-8a3d-52ee-675efb0e4827,DALO02695,72-78  Frith Road,,Croydon,London,CR0 1TA,Primary,Croydon,Borough,Current,16/03967/P,External Organization Reference Number,,"72-78 Frith Road, Croydon, CR0 1TA",Primary
04caed0b-66cd-6c8e-6c6e-53d14b781ac1,DALO04200,1585  London Road,,Norbury,London,SW16 4AA,Primary,Croydon,Borough,Current,16/04068/FUL,External Organization Reference Number,,1585 London Road Norbury London SW16 4AA,Primary
04e6b21c-7e26-4d84-1e6d-d6f413c2835e,DALO03790,2  High Street North,,East Ham,London,E6 2HJ,Primary,Newham,Borough,Current,16/01854/ADV,External Organization Reference Number,,"2 - 4 High Street North, East Ham, London, E6 2HJ,",Primary
04e6de26-8e6e-9782-71ba-49daf1fc3719,DALO01387,282  Brighton Road,,South Croydon,London,CR2 6AG,Primary,Croydon,Borough,Current,18/00451/FUL,External Organization Reference Number,,282 Brighton Road South Croydon CR2 6AG,Primary
04f51d58-3674-9166-7ce5-c3945fe84fda,DALO00859,22 - 25  Lower Marsh,,,London,SE1 7RJ,Primary,Lambeth,Borough,Current,14/06866/FUL,External Organization Reference Number,22 - 25 Lower Marsh,"22 - 25 Lower Marsh, London, SE1 7RJ",Primary
05031cd9-38de-33cc-8a93-b2b114603ae8,DALO05170,52  Richmond Road,,Kingston upon Thames,London,KT2 5EH,Primary,Kingston upon Thames,Borough,Current,"15/12906
1616118",External Organization Reference Number,,"52 RICHMOND ROAD, KINGSTON UPON THAMES, KT2 5EH",Primary
050933bc-9656-3c80-8082-6f1c2e120e64,DALO00158,544  Purley Way,Wing Yip Business Centre,Croydon,London,CR0 4RE,Primary,Croydon,Borough,Current,12/00199/PRE,External Organization Reference Number,544 Purley Way,Wing Yip Business Centre 544 Purley Way Croydon CR0 4RE,Primary
050e5e3e-930e-5e33-4583-bf15af552e86,DALO06158,20  Dickensons Lane,,,London,SE25 5HJ,Primary,Croydon,Borough,Current,15/02266/P,External Organization Reference Number,,20 Dickensons Lane,Primary
0539b079-87dd-96b1-23e1-473d870754f9,DALO00471,35 - 43  Lincoln's Inn Fields,,,London,WC2A 3PP,Primary,City of Westminster,Borough,Current,,,"Royal College of Surgeons, 35-43 Lincoln's Inn Fields","Royal College of Surgeons, 35-43 Lincoln's Inn Fields",Alternative
053c2e15-6552-22a1-06af-02f5596c1adf,DALO05185,68  Clapham Manor Street,The Bread And Roses,,London,SW4 6DZ,Primary,Lambeth,Borough,Current,14/04603/LB,External Organization Reference Number,"The Bread And Roses, 68 Clapham Manor Street",The Bread And Roses 68 Clapham Manor Street London SW4 6DZ,Primary
054b5a3e-09b9-4379-746b-70e02f97783a,DALO05732,50  Surbiton Road,,Kingston upon Thames,London,KT1 2HT,Primary,Kingston upon Thames,Borough,Current,1513015,External Organization Reference Number,,"50 SURBITON ROAD, KINGSTON UPON THAMES, KT1 2HT",Primary
054bb9d7-586a-5b29-6f30-ecb798a8a4a7,DALO05131,101  Cumberland Road,Duke Of Cumberland,Plaistow,London,E13 8LS,Primary,Newham,Borough,Current,13/00993/FUL,External Organization Reference Number,"Former 101 Cumberland Road Site, Cumberland Road, Plaistow, London",Former 101 Cumberland Road Site Cumberland Road Plaistow London,Primary
056321cb-7ac2-154f-5b73-f598829f685a,DALO01381,6-10  Ingate Place ,,,London,SW8 3NS,Primary,Wandsworth,Borough,Current,2017/6627,External Organization Reference Number,,6-10 Ingate Place SW8 3NS,Primary
05660b11-3286-0354-40fd-b6a80cd19325,DALO02106,402  High Road,,Ilford,London,IG1 1TW,Primary,Redbridge,Borough,Current,2187/17,External Organization Reference Number,,"402, High Road, Ilford, IG1 1TW",Primary
056c6445-6244-8fd0-9a82-e324bd8d5324,DALO03178,128-132  North Street,,Hornchurch,London,RM11 1SU,Primary,Havering,Borough,Current,P0208.17,External Organization Reference Number,,128-132 North Street Hornchurch RM11 1SU,Primary
058b023b-1256-716f-368a-038940fe4d7e,DALO04770,,The Arena,,London,UB11 1AA,Primary,Hillingdon,Borough,Current,37800/APP/2016/1430,External Organization Reference Number,,THE ARENA BENNETSFIELD ROAD STOCKLEY PARK UB11 1AA,Primary
058cfdd2-03fa-237a-0b28-a68788646348,DALO03279,15  Tyssen Road,,Hackney,London,N16 7LX,Primary,Hackney,Borough,Current,2017/0143,External Organization Reference Number,,"15 Tyssen Road
Hackney
LONDON
N16 7LX",Primary
05986fe6-0e46-57e4-3a1b-61620b03a1d1,DALO04967,35  Atney Road,,Wandsworth,London,SW15 2PS,Primary,Wandsworth,Borough,Current,,,,"35 Atney Road, Wandsworth, SW15 2PS",Primary
059b4cca-8ab2-3d23-1fcd-a281eba96ae7,DALO00056,101  Avondale Road South,,South Croydon,London,CR2 6JF,Primary,Croydon,Borough,Current,18/01407/FUL,External Organization Reference Number,,101 Avondale Road South Croydon CR2 6JF,Primary
05a22291-77c4-a6a9-0968-47b6d9bea10d,DALO05037,338  Prince Regent Lane ,,,London,E16 3DH,Primary,Newham,Borough,Current,ZWOODF119-110,External Organization Reference Number,,338 Prince Regent Lane,Primary
05a22d7e-7091-079d-6d15-bd492e6e45cf,DALO03258,224  High Street,,Barnet,London,EN5 5SZ,Primary,Barnet,Borough,Current,17/0275/FUL,External Organization Reference Number,,224 High Street Barnet EN5 5SZ,Primary
05b085a7-736f-462a-86ee-3b1b3ad8826a,DALO00458,283  Stafford Road,Waddon House ,Wallington,London,CR0 4FA,Primary,Sutton,Borough,Current,DM2018/00281,External Organization Reference Number,,Waddon House 283 Stafford Road Wallington CR0 4FA,Primary
05b5eaa7-8e0b-214e-1d08-cd6b00d027e8,DALO05040,47  Harvey Road,,Ilford,London,IG1 2NJ,Primary,Redbridge,Borough,Current,1037/16,External Organization Reference Number,,"47, Harvey Road",Primary
05b7967a-89ed-8ed3-5b7d-4835ec1b2af7,DALO01350,258-260 Creek Road,,Greenwich,London,SE10,Primary,Greenwich,Borough,Current,16/3328/F,External Organization Reference Number,"258-260 Creek Road, Deptford","258-260 Creek Road, Deptford, London, SE10 9SW",Primary
05bc2507-37ef-4851-0066-665d410879ed,DALO03928,61  Deynecourt Gardens,,Wanstead,London,E11 2BT,Primary,Redbridge,Borough,Current,4598/16,External Organization Reference Number,,"61, Deynecourt Gardens",Primary
05db1294-4a33-5d7e-5390-7e7e65520513,DALO05827,,Priory Court,East Ham,London,E6 1PU,Primary,Newham,Borough,Current,15/02950/LA3,External Organization Reference Number,,Priory Court,Primary
05dff780-2edc-4e2f-8fa4-80271a6100af,DALO00075,102  East Duck Lees Lane ,,,London,EN3 7SS,Primary,Enfield,Borough,Current,16/00370/PADE,External Organization Reference Number,"Lee Park Distribution Centre, Enfield",Lee Park Distribution Centre,Alternative
05e056b8-0aef-a017-7370-f33585958557,DALO05506,155 - 157A Clapham High Street,,,London,SW4 7SY,Primary,Lambeth,Borough,Current,15/06882/FUL,External Organization Reference Number,,Office 155 - 157A Clapham High Street London SW4 7SY,Primary
