ResourceID,Location Description,Location Description Type
42aff33e-b03c-4eda-83b9-b6fd96760284,"High Street South, East Ham",Primary
42b9d6b9-b87b-400f-bbc8-8f503cfaab56,"Pymmes Park, Sweet Briar Walk, Edmonton, Enfield",Primary
42dbe059-587c-4717-a119-8d2e5323605b,"Cremorne Wharf Depot, River Thames, Kensington and Chelsea",Primary
42eec8eb-dacf-4c75-bd2d-788978be780c,"Tideway Wharf Industrial Estate, Nine Elms Lane, Battersea, Wandsworth, SW8 5BP",Primary
42fef13d-57bf-4c72-8858-f4d0d0eae302,"Flexnex Trading Estate, Restmor Way, Beddington, Sutton, SM6",Primary
439abf84-7ff3-4388-b223-7661ab3366a6,"Horse Guards Avenue, City of Westminster",Primary
439abf84-7ff3-4388-b223-7661ab3366a6,"Whitehall, City of Westminster",Primary
43ce10fe-fa3d-47d6-a16c-817fb288a9c7,"Aspen Way, E14",Primary
43d85bc1-6081-4a7f-82f8-96fa40c75923,"Lee Tunnel Thames Water, Abbey Mills Pumping Station, Newham, E15",Primary
43dc8fb1-3464-423c-9d8b-00c021d6c392,"Oliver Close Estate, Leyton, Waltham Forest",Primary
43e816d4-0368-447a-b332-180bfa65e1ce,"Brick Lane, Spitalfields, E1",Primary
43e816d4-0368-447a-b332-180bfa65e1ce,"Quaker Street, Spitalfields, E1",Primary
445366e5-48cf-4f79-b8ae-446bb2948080,"Renforth Street, Southwark, SE16",Primary
447d83a9-4355-420d-b381-a9eb085d4039,"Millwall Wharf, Manchester Road, Isle of Dogs, E14",Primary
448fa0eb-e3f3-4299-84b6-433d6d26e739,"Former Nufarm Site, Crabtree Manorway North, Belvedere",Primary
44a908bf-6065-4ada-bae7-85d1c5b7005d,"Masthouse Terrace, Isle of Dogs, Tower Hamlets, E1",Primary
44a908bf-6065-4ada-bae7-85d1c5b7005d,"Napier Avenue, Isle of Dogs, Tower Hamlets, E1",Primary
44b25d3e-af83-4961-b55e-0b40e990f5fa,"Land Adjacent to Methodist Church, Limpsfield Road, Sanderstead, South Croydon",Primary
44cb9cf5-5ea4-4167-8790-967ee3dae074,"Sefton Street, Putney, Wandsworth",Primary
44db522c-ca1f-40e9-bfb5-23c8a05a341b,"Olympic Planning Delivery Zone 3, E15",Primary
44dea3d8-8c34-4575-8240-f91ce40774e2,"Land at Southgrove, Waltham Forest, E17",Primary
44ef706a-1760-4436-a374-004caaaba13e,Windsor Street Islington DBA,Primary
45357478-8d09-4e29-9156-82e71a8980fa,"Beddington Sewage Farm, Sutton",Primary
4548677e-f3e9-478e-9083-11f48069d87a,"New King's Road, Hammersmith & Fulham, SW6",Primary
455eb7d6-da52-410f-90a6-deebb69605de,"Tottenham Green, Haringey, N15 4RY",Primary
45c14f97-0c20-4bda-b62b-733ffd491510,"Grange Walk, Bermondsey, Southwark",Primary
45cc9a8a-b2a8-4c4e-8cfa-07300db3dfb5,"Hampton Court Road, Hampton, London Borough of Richmond",Primary
465c7065-5c3b-4555-962f-f3aa829c9d74,"Worfield Street, Batttersea, Wandsworth, SW11",Primary
4661862d-cc83-4fc3-9b50-0032bf4f3fd8,"London Zoo Cark Park, Gloucester Slips Car Park, Camden, NW1 4RY",Primary
467c73a7-e9c3-4fb5-ab0f-9204850140ac,"Chiswell Street, Islington, EC1",Primary
467c73a7-e9c3-4fb5-ab0f-9204850140ac,"Bunhill Row, Islington, EC1",Primary
467c73a7-e9c3-4fb5-ab0f-9204850140ac,"Lamb's Passage, Islington, EC1",Primary
468695b9-9135-4e44-afe0-a9f2c8d38d08,"Lansdowne Road, Croydon, CR6",Primary
468695b9-9135-4e44-afe0-a9f2c8d38d08,"Wellesley Road, Croydon, CR5",Primary
4686defd-e540-4c1e-8ce9-a0c36bbf2500,"Olympic Planning Delivery Zone 3, E15",Primary
46b7463e-3872-4833-bd32-b926aedf63c4,"Judge Heath Lane, Hayes, UB3 2PZ",Primary
46c4d3ea-a55f-4bea-98a0-9f79b2527b2c,"High Timber Street, EC4",Primary
4721662f-458e-4957-8e3e-30d1bfd6d9f1,"The Granary, King's Cross Goods Depot, London Borough of Camden",Primary
4739fe51-65c0-44ba-b965-4cecd1fb3ee7,"Hammersmith Car Park, Hammersmith Grove",Primary
473d0d6b-fbc4-4a24-aa99-98f1eca89d8e,"Deans Yard, Westminster",Primary
475ac00f-fb63-425d-ac3f-935c5e44cee4,"Wards Wharf, Thames Road, Silvertown, Newham, E16",Primary
477f98b2-9c81-4430-9fbe-41d331c87a43,Hendon Hall,Primary
478b0141-f13e-4ec3-9bc6-df10b754bcf6,"Land at Cremer Street, Hackney, E2",Primary
4791cf1e-f44a-47f2-86bd-422efb1d4d26,"Mortimer Street, Marylebone, Westminster, W1",Primary
47cf1782-f846-412f-9f06-fa2e451f9692,"Chiltern Road, Sutton",Primary
489ff19b-e245-47c5-af26-112f7bd6cf2b,"Angel Lane, Stratford, Newham",Primary
48b5f0b8-8aab-4a78-9b10-38c4336df299,"Albert Basin, E12",Primary
48b8d040-8eef-4f8e-abf9-1a7790d92d06,"Lant Street, The Borough, Southwark",Primary
492bdc0b-f09d-44f8-ba28-95afddffc52b,"Godfrey Way, Feltham, TW13",Primary
4936b287-4673-46d9-b80e-059108f0c513,"Planning Delivery Zone 3, E15",Primary
493d0ca4-649e-4f24-9659-7f38db57fa4e,"Crispin Crescent, Beddington, CR0 4UA",Primary
496e3048-2401-45b5-a85e-ddb8f3876fbf,"Cranbrook Road, Barkingside",Primary
4974f7ed-807e-455d-8530-0738b2fdeb22,"Point Pleasant, SW18",Primary
49c1d478-45a6-4343-be54-a48645eccc65,"Needleman Street, Canada Water, Rotherhithe, SE16 6XX",Primary
4a1175cc-0bb8-4450-b72d-2106f4e920d3,"Lorry Park, Rom Valley Way, Romford, Havering",Primary
4a3a8d81-973c-40ab-82f0-f3f176348bcb,"Site of Strand East, Sugar House Lane, Newham",Primary
4a9e54ae-cb7d-4a42-968a-a543baedbf7e,"Vauxhall Cross, Bondway, Lambeth",Primary
4abd0704-34d5-4cee-a52a-c0325eef8fd3,"Bream Street, Fish Island, London Borough of Tower Hamlets",Primary
4abd0704-34d5-4cee-a52a-c0325eef8fd3,"Stour Road, Fish Island, London Borough of Tower Hamlets",Primary
4abd0704-34d5-4cee-a52a-c0325eef8fd3,"Dace Road, Fish Island, London Borough of Tower Hamlets",Primary
4b3184e2-4061-42ad-b41a-6e288c83f08c,"Barge Walk, KT8",Primary
4b503e4d-4d9a-4a6f-b866-904105ff9e84,"Putney Embankment Foreshore, London Borough of Wandsworth",Primary
4b5c7437-4621-4c76-9560-e85dc823f446,"Sceptre Road, Tower Hamlets",Primary
4b5c7437-4621-4c76-9560-e85dc823f446,"Hadleigh Road, Tower Hamlets",Primary
4b7e5586-ccfa-4a7c-8847-a3b984c5f108,"The Ride, Enfield",Primary
4b828b68-8779-48e5-b86d-a0f3e6886016,"Russell Road, Kensington, W14",Primary
4ba03225-c4ec-4e95-8139-357e14186f76,"Deptford Broadway, Deptford, Lewisham",Primary
4ba828a2-1352-4e49-9317-cd9155ae42bc,"Hatton Garden, London Borough of Camden, EC1N",Primary
4c115b1f-38dc-418c-aeb9-3e63bf05068d,"Land at Surbiton Crescent, Surbiton, Kingston",Primary
4c1572f7-1543-4c1a-b89b-b3031dfd1749,"Stansfeld Road, Beckton, E16",Primary
4c367f3a-b523-49ad-b016-9a20d5e5fdfe,"Dagenham Central Park, Rainham Road North, Dagenham, RM10",Primary
4c733666-9eae-4ad1-99c9-29a1807a0772,Paddington to Aylesbury/Reading and Liverpool Street to Shenfield,Primary
4ca04ed6-eed3-4e45-8d63-e16a9b2676e4,"Land at St Ann's, Gascoigne Estate, Barking",Primary
4cab9f50-6b45-4b51-bdde-78c7b8d2dae1,"St Vincents Estate North & South, Westferry Road",Primary
4cab9f50-6b45-4b51-bdde-78c7b8d2dae1,"St Vincents Estate North & South, Rich Street",Primary
4cab9f50-6b45-4b51-bdde-78c7b8d2dae1,"St Vincents Estate North & South, Grenade Street",Primary
4cab9f50-6b45-4b51-bdde-78c7b8d2dae1,"St Vincents Estate North & South, West India Dock Road",Primary
4cab9f50-6b45-4b51-bdde-78c7b8d2dae1,"St Vincents Estate North & South, Beccles Street",Primary
4cc185e6-878c-4ce4-a051-400846e6bae0,"Guy's Hospital Phase III Development, St Thomas' Street, London Borough of Southwark",Primary
4cc185e6-878c-4ce4-a051-400846e6bae0,"Guy's Hospital Phase III Development, Great Maze Pond, London Borough of Southwark",Primary
4cc185e6-878c-4ce4-a051-400846e6bae0,"Guy's Hospital Phase III Development, Sparrick's Row, London Borough of Southwark",Primary
4cc185e6-878c-4ce4-a051-400846e6bae0,"Guy's Hospital Phase III Development, Weston Street, London Borough of Southwark",Primary
4cdca946-85bb-455e-8dc6-9e813638b480,"Watts Grove, Poplar, Tower Hamlets, E3 3RH",Primary
4cf0b3cb-79cf-4623-86da-8e544b79cd58,"Tulse Hill, Brixton, Lambeth",Primary
4cf8d2b0-8a94-4503-903c-fd8313e62248,"Land off Porrington Close, Chislehurst, Bromley",Primary
4d09388a-ea0d-43ab-b27c-d47003ee5144,Heathrow Airport,Primary
4d32a297-f363-4ed3-8ca8-c6faf481d670,"Beehive Lane, Ilford, IG4",Primary
4d522b8c-60ba-4d7e-9378-4f471f7e7a1b,"Marlborough Hill, St John's Wood, NW8 0NJ",Primary
4d52fe46-d5ee-4224-a35a-faab5da08930,"Walmer Terrace, Plumstead, Greenwich",Primary
4d52fe46-d5ee-4224-a35a-faab5da08930,"Plumstead High Street, Plumstead, Greenwich",Primary
4d52fe46-d5ee-4224-a35a-faab5da08930,"Church Manor Way, Plumstead, Greenwich",Primary
4d5e393d-1c09-4232-bc1d-10f2df0cc16a,"Former Rochester Police Station, SW1",Primary
4d842072-72b1-4024-ab0c-3c045ecc8455,"Grays Farm Road, Orpington, Bromley, BR5 3BD",Primary
4d8ce433-25e9-4cb4-94ee-637ce5216897,"Rosslyn Hill, Hampstead, Camden",Primary
4d9af24f-03be-4258-b38a-23d321c8018b,"Aldi Development, Central Way, Thamesmead, Greenwich",Primary
4de9202f-20ab-4c91-aa55-639342faa6e6,"Beckton Gateway Phases 2 and 3, Jenkins Lane, Newham, IG11",Primary
4e3fd2f8-4321-447b-8035-3a77fc695030,"London Zoo Car Park, Camden",Primary
4e630a25-e118-45a3-b67a-264e95bc739d,"Park Lane, Harefield, Hillingdon",Primary
4e7d389a-8aac-46a1-9254-f7677c2153ad,"The Depot Site, Church Hill, Orpington, London Borough of Bromley",Primary
4e95dfbd-b0b4-4d47-a463-b45cb64936de,"Kneller Gardens, Whitton, Isleworth, TW7",Primary
4ebe67a6-3659-492e-b2e3-24e5244ec4c8,"Mercer Street, Westminster",Primary
4ebe67a6-3659-492e-b2e3-24e5244ec4c8,"Langley Street, Westminster",Primary
4ec397cd-437b-4ad2-9a7c-7ff2da43e63b,"Area D1, Former Orpington Hospital Site, Tregony Road, Orpington, Bromley",Primary
4ee19e28-ca63-4628-95ba-79734ac1b7fd,"Ashington East, Tower Hamlets",Primary
4f41f5d4-c9be-4ea0-9a0a-c78aa3255dca,"Cadogan Close, Hackney, E9",Primary
4f53975f-ab89-4e5a-8d83-9e4eb9c6a610,"Tidal Basin Road, Royal Victoria Docks, Newham",Primary
4f8b1531-9ed1-4823-930e-7ec974541f59,"Land at Feathers Place, Greenwich, SE10 9NG",Primary
4fab35b6-b937-4edc-b842-29f941b2394c,"Cook's Road, Newham, E15",Primary
4fce9735-eb7d-4f2f-901b-978618181bf1,"High Street, Mortlake",Primary
4fe32ed6-1425-484b-97e7-52ec7dd82498,"The Leys Estate, Wellington Drive, RM10",Primary
500a868c-73bf-4b4f-8e7c-874d59d86646,"Stephenson Street, West Ham, Newham",Primary
50598a06-76b7-440d-8865-e7390a1cd21c,"Fulham Island, Fulham Road, Hammersmith and Fulham, SW6",Primary
50908801-a580-4cdc-8691-59986a051fa4,"Little Green, Richmond",Primary
50908801-a580-4cdc-8691-59986a051fa4,"Quadrant Road, Richmond",Primary
50b875cd-4b0e-4de4-86ae-285736cb7486,"Charlton Gate Business Park, Charlton, Greenwich",Primary
5132bcda-1487-4f21-ad98-cee5c3b2f9db,"Chancery Lane, WC2",Primary
51633bb4-5f72-4c40-a1e1-1b191677f662,"Warren Lane, Stanmore Common, London Borough of Harrow, HA7 4LB",Primary
51a7b974-df01-4a91-8d94-0da8a0480214,"Syon Park, Augustus Close, Brentford, Hounslow",Primary
51dc9530-13dc-466b-8a0c-e6b3769bb55e,"Former King George IV Public House Site, Marsh Road, Pinner, HA5 5NE",Primary
51e47d13-f13e-41d9-8dcd-7857abc8d97b,"M4, Edgeware, Barnet",Primary
51f52e2e-9191-476e-ab65-bb81858cd847,"Cambridge Road, SW20",Primary
51fa51df-63b5-4ae1-8a24-54834bf1c2f3,"Mendip Wharf, Battersea, Wandsworth",Primary
51fa51df-63b5-4ae1-8a24-54834bf1c2f3,"Sherwood Wharf, Battersea, Wandsworth",Primary
522ddf6a-5058-4a32-a830-f9a2def5610e,"Hester Road, Battersea, Wandsworth",Primary
52469413-a30f-4d9f-9ed9-445a6ee65cb2,Land north of Grant Road,Primary
525bb2a5-0e3a-4b12-a1d7-2007f3025325,"Wakefield Road, Richmond-Upon-Thames",Primary
52975a22-6204-4038-aaa3-bb8effc240bf,Royal Albert Dock,Primary
52975a22-6204-4038-aaa3-bb8effc240bf,Connaught Road,Primary
529d5c83-e250-4319-8e38-281595ea0745,"Lytton Grove, Putney, Wandsworth",Primary
52a1d2d4-3f85-4098-9571-16713afbb6ca,"Olympic Park WaterWays, Stratford",Primary
52af8a41-7301-4ae0-b701-20e02eaf6cfb,"Warren Cutting, Kingston upon Thames, KT2",Primary
52e5e824-b847-4a46-a8c1-f44e0934fe77,"George Road, Kingston, KT2",Primary
52ea6b28-7037-474f-a0ed-07314682ef09,"Poets' Corner Yard, Westminster Abbey, Westminster",Primary
52fb7cec-5cad-4da4-85b2-ee17a4243ed0,"Wyke Green, Osterley, Hounslow",Primary
531437c1-4295-4864-93b0-84d6ed6414dd,"Olympic Planning Delivery Zone 3, E15",Primary
5326fc79-739b-4e45-b4a8-8e7943d2df52,"Lion Green Road Car Park, Coulsdon",Primary
5337a286-01d3-4edd-9237-567ab1f7c054,"Castlenau, Barnes, SW13",Primary
53923cc2-0c68-4f7e-af65-c72b52e5edd0,"Development Site at Canbury Business Park Bounded by Canbury Park Road, Elm Crescent, Cowleaze Road, Kingston upon Thames, KT2 6HL",Primary
53aadcb2-7296-4826-a5b1-6ff18112530b,"Byward Street, EC3R 5BJ",Primary
53aadcb2-7296-4826-a5b1-6ff18112530b,"Tower Hill Terrace, EC3",Primary
53aadcb2-7296-4826-a5b1-6ff18112530b,"Gloucester Court, EC3",Primary
53d35100-b0b6-4e96-b014-bc511d99d1e6,"Carmen Street, E14",Primary
53d35100-b0b6-4e96-b014-bc511d99d1e6,"Chrisp Street, E14",Primary
54178bfe-c2ac-4870-a1cb-661573db1ab8,"Land at Gallions Reach Urban Village, North of Western Way, Thamesmead, Greenwich, SE28",Primary
54683a8b-c874-4313-b78d-811ae61eebaa,"Bream Street, Fish Island, Tower Hamlets",Primary
548f86a9-b6f8-4bed-ba79-7173149b26a8,"Wharf Road, Kings Cross Central, Camden",Primary
54d354c8-5f7a-4cff-a8d6-41e6fd3e64e2,"Land at Tilling Road, Brent Cross, Barnet, NW4",Primary
54da734e-c7b4-434c-a94b-85ee419a1fbc,"Callis Yard, Woolwich, Greenwich, SE18",Primary
5535b7a3-22df-4850-bdc3-54b3fb3c3933,"Conington Road, Lewisham",Primary
553f587a-a96f-4ccd-978f-d94090406bc5,"Peruvian Wharf, Silvertown, E16",Primary
5560c96f-fd41-4711-974b-8c5145edcf93,"Jupp Road, E15",Primary
5581651e-5e2d-4400-9e56-22e237550c32,"High Street, Sutton, SM1 1RS",Primary
5581651e-5e2d-4400-9e56-22e237550c32,"Crown Road, Sutton, SM1 1RS",Primary
558e3e50-b035-43ac-b66e-fcbfbb3dffeb,"Stockwell Park Road, Stockwell, Lambeth, SW9",Primary
558e3e50-b035-43ac-b66e-fcbfbb3dffeb,"Benedict Road, Stockwell, Lambeth, SW9",Primary
558e3e50-b035-43ac-b66e-fcbfbb3dffeb,"Robsart Street, Stockwell, Lambeth, SW9",Primary
55bdec5c-78f5-4570-85dc-013135198a15,"Centre Buildings Redevelopment, London School of Economics and Political Science, Houghton Street, City of Westminster, WC2A 2AE",Primary
55c0efe3-bdaa-4487-bf9d-ed867ec13893,"Nine Elms Lane, Nine Elms, Battersea, Wandsworth",Primary
55c0efe3-bdaa-4487-bf9d-ed867ec13893,"Ponton Road, Nine Elms, Battersea, Wandsworth",Primary
55c8237d-4e92-4a28-94da-c6abfc21e3e0,"Nishkam School Site, Syon Lane, Hounslow",Primary
55d3f726-a306-45bb-8583-a322b3b874a8,"Broad Walk, Royal Botanic Gardens, Kew, Richmond",Primary
55d76b94-1114-415e-9c96-2ad5d87b4ab3,"Hallowfield Way, Mitcham, Merton, CR4",Primary
55d76b94-1114-415e-9c96-2ad5d87b4ab3,"Benedict Wharf, Mitcham, Merton, CR4",Primary
55dafb24-b68d-4364-8edc-aa1bcc654cb8,"Leighton Road, Bush Hill Park, Enfield, EN1 1XW",Primary
55dede3b-9a80-40b7-993a-42c836c1cbaf,"Royal Albert Way, E16",Primary
55ec70eb-f8d4-46f9-a644-d56a1f14a4d6,"Northern Road, E13",Primary
55fd6934-67d7-440d-86f1-7e1b6886a5fe,"Boston Manor Road, Brentford, TW8",Primary
56572e5c-4453-4390-86aa-643a9663d426,"Russell Road (west side), W14",Primary
565e8f4e-c7cf-4b5f-8ac5-f29d5db5cd3d,"St James's Passage, Duke's Place, EC3A 5DE",Primary
5668df13-4790-4267-8e47-1995dec4be2c,Lambeth Palace Great Hall,Primary
566f92ff-ac37-4cfe-902f-4db6b2271583,"West Common Road, Bromley, BR2 7AU",Primary
567f1f3a-e507-4bbe-b0ec-b59b123a7988,"Williams Lane, Mortlake, SW14",Primary
5693610c-f126-4ed1-b8ec-49d60d7ff7c6,"Kings Cross Area, Camden",Primary
56a513d5-d8c9-416a-9b1e-f7092972c461,"Albert Basin, E12",Primary
56d24910-0f8e-44ea-9064-8cd646f9d0b4,"Gunnersbury Park, North Circular Road, Gunnersbury, Hounslow",Primary
56d24910-0f8e-44ea-9064-8cd646f9d0b4,"Gunnersbury Park, Lionel Road North, Gunnersbury, Hounslow",Primary
56e71cdf-7e86-4320-9fa1-26a9ef1f70fb,"Pudding Mill Lane, Newham",Primary
5700aaad-c8b0-4132-a0e8-512964de2f63,"Salem Road, W2",Primary
571294a1-4bef-441a-bc88-5a4956e201e8,"Meridian Water Site, Willoughby Lane, Upper Edmonton, N18",Primary
571294a1-4bef-441a-bc88-5a4956e201e8,"Meridian Water Site, Meridian Way, Upper Edmonton, N18",Primary
5726dd2e-41e8-4939-913b-b4826e6077f1,"Gresham Road, Osterley, Hounslow, TW3",Primary
5738f634-c95f-4574-8a7e-728108d56db2,"Instone Wharf, Scarab Close, Canning Town, Newham",Primary
57494926-cf3e-4eca-b80f-76a0d6b5c43f,"Rom Valley Way, Romford, Havering, RM1 2AR",Primary
57494926-cf3e-4eca-b80f-76a0d6b5c43f,"Rush Green Road, Romford, Havering, RM1 2AR",Primary
5788c309-89d8-43a2-b1f1-b35fe5d7d3ce,"Royal Albert Dock, E12",Primary
57b2fdc4-30ad-463f-93df-7a1cda2255e3,Chadwell Street Car Park,Primary
581301bc-7479-47c3-94a5-483f6baec0c4,"Winston Way, Ilford",Primary
58175919-5993-4ec7-ad86-8857ce255b01,"Parkfield Street, N1",Primary
583d3ef5-ecb5-415d-89f0-d511d920ef4a,"High Street South, East Ham, E6",Primary
584c4e17-ff87-4541-b07d-e77f266307f1,"The Reach, The Thames Reach, Greenwich",Primary
584cacac-0a34-4355-8899-695f0ba02aee,"Mitchell Walk, Beckton, E6",Primary
5856bbb7-8e4d-4188-9c7f-0f9d8413dbd8,"Edward Street, New Cross, SE14 6DS",Primary
587947dc-6adb-4097-9053-ca649844140d,"Chingford Road, E4",Primary
589ca4d0-f09c-449d-9079-d198d9688da2,"Kings Cross Square, King's Cross Station, Southern Concourse, Camden, N1",Primary
58ab6165-0fea-448d-aa32-caffa5947ac5,"Waddon Factory Estate, Queens Way, Croydon",Primary
58ace781-9723-49b4-b2b8-8d3d2e70ec9b,"A1 Upper Holloway Bridge, Islington, N19 3JD",Primary
58b02b30-0ed0-4658-999b-e29b105b2ed0,London Euston to Watford Junction,Primary
58b02b30-0ed0-4658-999b-e29b105b2ed0,Willesden Junction to Clapham Junction,Primary
58b20383-ddd6-4302-96c2-856107ff67bc,"Galsworthy Road, Kingston, KT2",Primary
590a2a82-d717-418d-938f-bd658029159d,"Mill Green Road, Mitcham, CR4",Primary
591ca8e0-2e7b-421b-86dd-92b81b95a8e7,"Lambs Lane North, Rainham, Havering",Primary
591ca8e0-2e7b-421b-86dd-92b81b95a8e7,"New Road, Rainham, Havering",Primary
59826c7b-b5e1-40a4-9244-df6589171fc1,Kenley Aerodrome,Primary
59828720-d360-486d-8652-ca5bd75e65e7,"Earl's Terrace, Kensington High Street, W8",Primary
59f77728-62cf-44b5-8456-bcca63057825,"Damson Way, Carshalton, Sutton",Primary
5a33318a-80b6-4225-81ff-7c693a0d8718,"London Olympics Equestrian Centre,  Charlton Way, SE10",Primary
5a33318a-80b6-4225-81ff-7c693a0d8718,"London Olympics Equestrian Centre,  Park Row, SE10",Primary
5abe9f55-64ae-4260-939d-da33e7141dca,"Temple Place, Strand, Westminster, WC2",Primary
5abe9f55-64ae-4260-939d-da33e7141dca,"Surrey Street, Strand, Westminster, WC2",Primary
5abe9f55-64ae-4260-939d-da33e7141dca,"Arundel Street, Strand, Westminster, WC2",Primary
5b317e81-3279-46b4-a262-f254ad50489a,"London Road, Norbury, Croydon, SW16 3ES",Primary
5c3ab2f0-68d7-4fd8-b99c-350d8835aa9b,"Stanwell Road, East Bedfont, Feltham, T",Primary
5c45dd7a-1ecd-49fd-8181-88ebbaab6b6c,"Slocum Close, Thamesmead, Greenwich, SE28",Primary
5c84d879-3451-40f1-9e60-5d5b3eb791b2,"Maclise Road, Olympia, Hammersmith and Fulham, W14",Primary
5c9761d6-ae31-4d9c-adb9-b89da1b7cce2,"Brixton Oval, Brixton, SW2",Primary
5c9761d6-ae31-4d9c-adb9-b89da1b7cce2,"Saltoun Road, Brixton, SW2",Primary
5c9761d6-ae31-4d9c-adb9-b89da1b7cce2,"Effra Road, Brixton, SW2",Primary
5cf5568d-adfd-49af-afe4-5db44121ab47,"Bittoms Site, Kingston Hall Road, Kingston upon Thames",Primary
5d1da63d-d6d8-468c-9cf3-76fbf6c4f3f5,"Dalston Cross, Hackney, E8",Primary
5d445afa-aa97-488a-8980-86e3a4330b14,"Nine Elms Lane, Wandsworth, SW8",Primary
5d897d8b-a26b-4baf-8437-f552c251a10f,"Felnex Trading Estate, Restmor Way, Beddington, Sutton, SM6",Primary
5db4779c-7a61-493a-b1dd-4412612cce11,"Battersea Church Road, Battersea, Wandsworth",Primary
5dd43dde-b148-4a45-b9f8-8fe87738fcaf,"St Marys Churchyard, Church Road, Leyton, Waltham Forest, E10 5JX",Primary
5dd69f58-3722-47a2-9ee1-e154c963bc55,"Southbridge Place, CR0 4HA",Primary
5dfaf1fb-7024-4fbe-8854-1bb07e83f86c,"Meridian Way, Edmonton, Enfield",Primary
5dfaf1fb-7024-4fbe-8854-1bb07e83f86c,"Ardra Road, Edmonton, Enfield",Primary
5e044e6d-951e-43e1-acd7-5be5f986c4be,RAF Bentley Priory,Primary
5e427340-dda0-4429-90c8-14736058fef3,"Stepney Green, Tower Hamlets",Primary
5e4353c7-7be4-4bf2-b07b-5dc02a3f25e0,"Waddon Marsh Way, Waddon, Croydon",Primary
5e4353c7-7be4-4bf2-b07b-5dc02a3f25e0,"Latham's Way, Waddon, Croydon",Primary
5e55f034-e661-40bc-a430-4a4e01586eba,"Western way, Gallions Reach Urban Village, Greenwich",Primary
5e5bda87-c36b-4e88-8360-21f29c74b5cd,"Mercer' Site, Block D, Covent Garden, WC2",Primary
5e68043d-2db9-4b11-9a1d-49ebda25badb,"Trent Park, Bramley Road, Enfield",Primary
5e6da4c6-c377-4cbb-87ab-1d4f2e514627,"Prince of Wales Wetland Site, Ordnance Road, Enfield, EN3",Primary
5e776b4a-93b3-4249-ab6f-d5ce7a20dfe9,"River Thames Foreshore, Cheyne Walk Moorings, SW10",Primary
5f1a3159-807c-4c0f-a7c6-cca6ec903fda,"Archbishop's Park, Lambath Palace Road, Lambeth, SE1",Primary
5f2b74f8-ba5d-45a5-933e-871cf15e8978,"Corinthian Quay, Church Manorway, Erith, Bexley, DA8",Primary
5f2e7a43-613c-45e1-9159-80b480e1c302,"Park Crescent West, W1",Primary
5f4621a0-3c50-4126-bf9d-0de8379b64af,"Almeida Street Delivery Office,, N1",Primary
5f5242ba-5609-4c15-80b7-f87305dad59c,"Royal Mint Street, E1",Primary
5f829fde-507a-4952-aaf4-5f65b8567d08,"Aldermanbury Square, EC2",Primary
5f89ba3f-e89a-410e-8011-8df07bad78bc,"Wellington Road, Hampton Hill",Primary
5fc8cb35-16ff-4dd2-9389-0ea09f359ac8,"The Grove, Stratford, E15",Primary
5fd8bd1d-c5dc-40b7-9e13-df968df12ecd,"The Reach, Thames Reach, Greenwich, SE28",Primary
5fdc954b-0e90-4743-ace5-d781bc244e08,"Thameslink 2000, Blackfriars Station, EC4 and SE1",Primary
6027a430-4939-424e-bb9d-14c68883b7fb,"Lamb's Passage, St Lukes, Islington",Primary
6027a430-4939-424e-bb9d-14c68883b7fb,"Errol Street, St Luke's, Islington",Primary
6046d359-9cdf-4a61-b245-91c41517087f,"Former Northfield Industrial Estate, Beresford Avenue, Wycombe Road, Wembley, NW10",Primary
60ec0ad1-e307-4f7b-9389-7d88c639636c,"Trinity Church Road, Barnes, SW13 9ES",Primary
60ec0ad1-e307-4f7b-9389-7d88c639636c,"Queen Elizabeth Walk, Barnes, SW13 9ES",Primary
6111d2b2-c1a6-4044-94fe-49999c7b13f5,"Former Barking Hospital site, Upney Lane, Barking, IG11",Primary
613c9ea7-f0b0-42f5-9d84-69956067f9ba,"Land at Former Courage Brewery, St Johns Road, Isleworth, Hounslow",Primary
614c4ca0-ec73-4004-b502-651e974bc3ae,"St Martins-Le-Grand, City of London, EC1A",Primary
615293be-a75a-4630-bd51-8a5b4c285b24,"Convoys Wharf, Deptford, Lewisham",Primary
6154bbfd-6acf-4f36-bb36-f542bacfd1a7,"Fulham Island, Fulham Road, Hammersmith and Fulham, SW6",Primary
616e65cf-868e-4e44-bf48-8fb37aed9970,"Sutherland Grove, Wandsworth, SW18",Primary
61cbdeaf-fdb4-4ef8-a113-cb180dae6092,"Land at Leys Avenue, Dagenham, Barking",Primary
61f93bd3-f5ba-4483-a536-2f1052fc5d49,"High Street, Benhilton, Sutton",Primary
61f93bd3-f5ba-4483-a536-2f1052fc5d49,"Crown Road, Benhilton, Sutton",Primary
61feb5e0-7914-49f1-8856-7d65a74cb43c,"Royal Docks, Newham",Primary
62245b41-c24b-48ae-9451-4feea56f9d35,"Hampton Court Road, Hampton, TW12",Primary
622f0476-f122-4aee-b181-669e6d9cd4bc,"Sandy Lane, Teddington, KT1",Primary
624a91b8-2a97-47a5-921c-6fc5b97a4648,"Laurence Pountey Hill, City of London, EC3",Primary
624f5431-d5ba-4fdd-90ef-16c0c5b6791e,"Blackwall Way, Isle of Dogs, E14",Primary
626c0188-5026-4f6c-a2ab-3f08c3934e5b,"Site of Proposed New 6fe Secondary School, Chiltern Road, Sutton",Primary
