ResourceID,Location Description,Location Description Type
3155786e-4da3-4134-b4da-fd251a4d6c8b,"Stepney Green, Tower Hamlets",Alternative
3155786e-4da3-4134-b4da-fd251a4d6c8b,"Stepney High Street, Stepney Green, Tower Hamlets",Alternative
3155786e-4da3-4134-b4da-fd251a4d6c8b,"Stepney Way, Stepney Green, Tower Hamlets",Alternative
3155786e-4da3-4134-b4da-fd251a4d6c8b,"White Horse Lane, Stepney Green, Tower Hamlets",Alternative
316881f1-31a9-4623-9c3c-45d97936dfa6,"Pembury Circus, Dalston Lane, Hackney",Alternative
323e043d-0092-4e60-8d18-071e0b1cb6d3,"Manor Grove, Southwark",Alternative
32b14f15-3e5b-4fb7-a34c-eaed83af8ca8,"West Ham, E15",Alternative
330f9eb3-c93d-49fd-8a68-adb86fe7c36b,"Shand Street, Southwark, SE1",Alternative
330f9eb3-c93d-49fd-8a68-adb86fe7c36b,"Barnham Street, Southwark, SE1",Alternative
3324d962-83a4-4489-885f-fd57b9aba657,"Goswell Road, EC1",Alternative
3339d82f-2276-402c-9fab-6b53b96e4d40,"Bread Street, City of London, EC4",Alternative
33a131a6-8708-4c94-bfaf-f4e150d78847,"Westferry Road, Isle of Dogs, Tower Hamlets, E14",Alternative
33b2a921-a0a1-4945-af5c-3d884e53e0c9,"Topham Street, EC1",Alternative
33b2a921-a0a1-4945-af5c-3d884e53e0c9,"Baker's Row, EC1",Alternative
3400c793-e5ff-4f17-acde-41cf8b3301bf,"Ha Ha Road, Woolwich, Greenwich, SE18",Alternative
3400c793-e5ff-4f17-acde-41cf8b3301bf,"Woolwich Common, Woolwich, Greenwich, SE18",Alternative
3458e3ed-b6a5-4cbd-aa22-9f6c750285cc,"Kennington Road, SE11",Alternative
349aacec-9151-400e-b679-c6394668c9a7,"Market Place, Romford",Alternative
34dc9473-1236-4372-b9ea-e5db85a81e64,"Pensbury Street, Clapham, Lambeth, SW8",Alternative
34ff3a05-d1e2-4e28-9184-e94e0ec21956,"Chandlers Avenue, Greenwich",Alternative
3582ed0a-2aa9-4e74-86df-19e920decaf2,"North End, Croydon, CR0",Alternative
35c4cefb-adb7-4f5e-9465-277020a39b1c,"Felsham Road, Putney, Wandsworth, SW15",Alternative
35f84546-ac9f-4349-bd61-08b4c4db17ac,"Chambers Street, Southwark, SE16",Alternative
3673c14c-e6eb-4808-be0d-602b1ea1c984,"Ceylon Wharf, Rotherhithe Street, Rotherhithe, Southwark, SE16",Alternative
3673c14c-e6eb-4808-be0d-602b1ea1c984,"East India Wharf, Rotherhithe Street, Rotherhithe, Southwark, SE16",Alternative
36990ae0-9cbb-4687-8c1a-697cb0e43595,"Savage Gardens, City of London, EC3",Alternative
36a65625-d71e-4985-9900-59f165ac85a9,"Bermondsey Street, Southwark, SE1",Alternative
36e1ab91-a8f7-4715-8b7f-4c5d59b7fbc9,"Gunnersbury Lane, W3 8EY",Alternative
373fec42-528a-4d20-9333-6c05f3d43d3e,"Rolls Road, Southwark, SE1",Alternative
373fec42-528a-4d20-9333-6c05f3d43d3e,"Rowcross Street, Southwark, SE1",Alternative
373fec42-528a-4d20-9333-6c05f3d43d3e,"Old Kent Road, Southwark, SE1",Alternative
37a87fc9-f8f0-46b2-8a8a-90d85146a318,"Walnut Tree Road, Erith, Bexley",Alternative
38aa58f1-d8d7-4234-890c-798a377fc347,"Ley's Estate, Rainham Road South, Dagenham, Barking and Dagenham",Alternative
38aa58f1-d8d7-4234-890c-798a377fc347,"Ley's Estate, Wellington Drive, Dagenham, Barking and Dagenham",Alternative
38aa58f1-d8d7-4234-890c-798a377fc347,"Ley's Estate, Birdbrook, Dagenham, Barking and Dagenham",Alternative
39297b98-d415-4010-94d9-08c52748e50f,"Moorgate, City of London, EC3",Alternative
3967097f-488c-43a6-904d-b83eb1e1e8c0,"Basinghall Street, City of London, EC2",Alternative
39c3bc73-6411-409b-aa3c-34b8d6ae5ec5,"Blomfield Street, City of London, EC2",Alternative
39d25ae1-a9de-45d9-8d47-f2da0716e9d3,"Cran Park, Hanworth Road, Richmond",Alternative
39e345f2-b794-4c56-b9a6-5612bdcb5b36,"Haddon Road, Thameside, Greenwich",Alternative
3a3a211e-4c50-4d24-a309-8ea13cb86f1b,"Poland Street, W1",Alternative
3a4c0e65-85f6-488c-a2af-af641490404a,"Densham Road, Newham, E15",Alternative
3a5126d4-0ed6-4227-9059-6013453ff68c,"Chambers Street, Southwark, SE16",Alternative
3ac0e748-f65d-49bf-8746-ea3214995ea2,"Windrush Square, Effra Road, Brixton, SW2",Alternative
3b0c59e4-09db-4c71-874e-b5377f29374b,"Wood Street, City of London, EC2",Alternative
3b8492be-0fe4-46a8-99d8-0d7ae8ec0bb2,"Coldharbour Lane, Brixton",Alternative
3bd9b1f0-3c78-403f-ac6b-51b44ff1f792,"Fore Street, City of London, EC2",Alternative
3c004446-139e-459f-b814-53cbdd7a4a42,"Charterhouse Street, Smithfield General Market, City of London, EC1",Alternative
3c004446-139e-459f-b814-53cbdd7a4a42,"West Poultry Avenue, Smithfield General Market, City of London, EC1",Alternative
3c637483-03f8-454d-bb14-a8e5b50bf9a1,"Perkins Rents, Westminster",Alternative
3c8c1d2a-567a-474c-bec5-108d3aad10f1,"Dowgate Street, City of London, EC4",Alternative
3cc60a9c-af45-4274-8565-9edbbb94afd5,"High Street, Yiewsley, Hillingdon, UB7",Alternative
3cdfebc3-9c3f-4d12-9242-1ef60fb7c0d2,"Gate Street, WC2",Alternative
3d765f03-d615-4f02-8c46-81e712ecc95f,"Managers Street, Blackwall, E14",Alternative
3d765f03-d615-4f02-8c46-81e712ecc95f,"Prestons Road, Blackwall, E14",Alternative
3e3076af-9dd7-4db1-b781-3c45698519d7,"St Martin's-le-Grand, City of London, EC3",Alternative
3e5429ef-c8df-44bb-b679-f5c1492bac81,"Moorgate, City of London, EC2",Alternative
3e5720e2-547b-4756-8c73-376b3b0975a4,"Suffolk Street, Southwark, SE1",Alternative
3e696ce2-2ec0-4f18-bb3e-19cd25677733,River Thames,Alternative
3e6e69ce-77c6-474e-bd87-4332d7218f52,"London Wall, City of London, EC2M",Alternative
3e6e69ce-77c6-474e-bd87-4332d7218f52,"Blomfield Street, City of London, EC2M",Alternative
3eac5184-8b6e-46b2-a52a-c42dc340da5b,"Peckham High Street, Peckham, Southwark, SE15",Alternative
3eac5184-8b6e-46b2-a52a-c42dc340da5b,"Peckham Hill Street, Peckham, Southwark, SE15",Alternative
3eac5184-8b6e-46b2-a52a-c42dc340da5b,"Jocelyn Street, Peckham, Southwark, SE15",Alternative
3eac5184-8b6e-46b2-a52a-c42dc340da5b,"Summer Avenue, Peckham, Southwark, SE15",Alternative
3eac5184-8b6e-46b2-a52a-c42dc340da5b,"Basing Court, Peckham, Southwark, SE15 5DZ",Alternative
3eac5184-8b6e-46b2-a52a-c42dc340da5b,"Bellenden Road, Peckham, Southwark, SE15",Alternative
3eac5184-8b6e-46b2-a52a-c42dc340da5b,"Hanover Park, Peckham, SE15",Alternative
3eac5184-8b6e-46b2-a52a-c42dc340da5b,"Highshore Road, Peckham, SE15",Alternative
3eac5184-8b6e-46b2-a52a-c42dc340da5b,"Moncrieff Street, Peckham, SE15",Alternative
3eac5184-8b6e-46b2-a52a-c42dc340da5b,"Bournemouth Road, Peckham, SE15",Alternative
3eac5184-8b6e-46b2-a52a-c42dc340da5b,"Parkstone Road, Peckham, SE15",Alternative
3eac5184-8b6e-46b2-a52a-c42dc340da5b,"The Market, Peckham, SE15",Alternative
3eac5184-8b6e-46b2-a52a-c42dc340da5b,"Heaton Road, Peckham, SE15",Alternative
3eba5c46-7aa2-40c3-b128-529d7e7e8629,"New British Wharf, Clink Street, Southwark, SE1",Alternative
3f1a3a2e-e3ed-4bff-bd58-850573658b6f,"Denmark Hill, Camberwell, Lambeth",Alternative
3f71053a-3923-482d-b41e-b243e077a83b,"Berry's Green Road, Biggin Hill, Bromley",Alternative
3fa9bacf-ea86-460a-a19a-e42e8a88e36b,"Commercial Street, Spitalfields, Tower Hamlets, E1",Alternative
3fa9bacf-ea86-460a-a19a-e42e8a88e36b,"Norton Folgate, Spitalfields, Tower Hamlets, E1",Alternative
3faf16fe-8197-4065-9a1b-246a9f89cb7b,"London Wall, Basinghall",Alternative
3fe651a0-0e50-4c16-8b4b-ab4042490111,"Bardsley Lane, Greenwich, SE10 9SW",Alternative
400de86d-fccf-4f0d-bee2-bc5f38dd829c,"Clink Street, Southwark, SE1",Alternative
400de86d-fccf-4f0d-bee2-bc5f38dd829c,"Cathedral Street, Southwark, SE1",Alternative
400de86d-fccf-4f0d-bee2-bc5f38dd829c,"Stoney Street, Southwark, SE1",Alternative
400de86d-fccf-4f0d-bee2-bc5f38dd829c,"Winchester Walk, Southwark, SE1",Alternative
400de86d-fccf-4f0d-bee2-bc5f38dd829c,"Winchester Square, Southwark, SE1",Alternative
401fc106-c9f1-4c47-8e1a-d63b4dd0cbda,"Union Street, Southwark, SE1",Alternative
402b8c33-1bbf-4fc0-b6be-0536c72d1fdc,"Turner Street, Whitechapel, Tower Hamlets, E1",Alternative
404c3097-f21c-4e8c-aad2-2deb433cb99b,"St Alphage House, City of London, EC2",Alternative
40e88725-c744-465d-8554-d9f12474c9ea,"Corbett's Lane, Rotherhithe, Southwark, SE1",Alternative
40e88725-c744-465d-8554-d9f12474c9ea,"Silwood, Rotherhithe, Southwark, SE1",Alternative
40ed317d-5228-4c45-8204-5b1b74cf01c5,"Windmill Lane, Southall",Alternative
410018c5-fc69-4bf9-9f6e-f0baf7dc6c7b,"Queen Victoria Street, City of London, EC4",Alternative
41380196-0ebd-4ea1-8903-c88040bbe731,"Cannon Street, EC4",Alternative
413fea97-a0a8-4c4e-b215-d6d429a38238,"Tower Bridge Road, Southwark",Alternative
413fea97-a0a8-4c4e-b215-d6d429a38238,"Grange Walk, Southwark",Alternative
414d0d4c-4fb5-4a94-93a7-da3dc68b2a37,"Meymott Street, Southwark",Alternative
4166948e-b540-40f6-bc3e-1a40321a810d,"Tower Bridge Road, Southwark, SE1",Alternative
4166948e-b540-40f6-bc3e-1a40321a810d,"Grange Walk, Southwark, SE1",Alternative
418a8b99-0ad1-4a2d-b3ac-75c443373031,"Eastlodge Lane, EN2 8AS",Alternative
422fe3a3-242c-4a27-affb-9de8384ba671,"Queen Victoria Street, EC4",Alternative
4259040a-77fa-45e0-ba35-713e3f4f25c4,"Tate Gallery (opposite), City of Westminster, SW1",Alternative
431667f8-c8cb-4e85-8f91-81070f5bab95,Holmewood Road,Alternative
4389efa4-0a65-4815-ac56-bec504a6ef39,"Tenterden Street, City of Westminster, W1",Alternative
43914653-694e-4148-9ecd-9300a18fd4cb,"Ludgate Broadway, City of London, EC4",Alternative
43914653-694e-4148-9ecd-9300a18fd4cb,"Pilgrim Street, City of London, EC4",Alternative
43914653-694e-4148-9ecd-9300a18fd4cb,"Waithman Street, City of London, EC4",Alternative
4395a10b-73f1-46e0-a6d5-410e0c3bbd69,"Danson Lane, Bexley",Alternative
4395a10b-73f1-46e0-a6d5-410e0c3bbd69,"Lakeside Close, Bexley",Alternative
439a077b-8d7d-4448-9f89-cce0681f3f34,"St Mark's Hill, Surbiton, KT6 4UG",Alternative
43b7e8d0-c943-4143-83e8-3ce1b788f589,"Surrey Street, Strand, Westminster, WC2",Alternative
43b7e8d0-c943-4143-83e8-3ce1b788f589,"Arundel Street, Strand, Westminster, WC2",Alternative
44683d2f-e3e3-469d-a7ab-6e08316aeb7e,"High Road, Tottenham, Haringey, N17",Alternative
448119c8-b120-433b-9c68-08201777fe75,"Warwick Square, City of London, EC4",Alternative
448348e0-7e25-4fbb-8972-04e2c8108ac2,"Temple Place, WC2",Alternative
448824ba-fd89-40a0-9c6a-495ed843fd77,"Albion Street, Bayswater, Westminster",Alternative
44a66bf6-7897-4fbf-9f00-6ebf661b3fa5,"Shillingford Street, N1 2DP",Alternative
452a72e5-8ba3-4a44-b10c-3ecd44724974,"Great Trinity Lane, City of London, EC4",Alternative
452a72e5-8ba3-4a44-b10c-3ecd44724974,"Garlick Hill, City of London, EC4",Alternative
45553037-0401-4cbd-bf51-5dd83b010edd,"Billiter Street, City of London",Alternative
45553037-0401-4cbd-bf51-5dd83b010edd,"Coopers Row, City of London",Alternative
45553037-0401-4cbd-bf51-5dd83b010edd,"Cornhill, City of London",Alternative
45553037-0401-4cbd-bf51-5dd83b010edd,"Crutched Friars, City of London",Alternative
45553037-0401-4cbd-bf51-5dd83b010edd,"Cullum Street, City of London",Alternative
45553037-0401-4cbd-bf51-5dd83b010edd,"East Smithfield, Tower Hamlets",Alternative
45553037-0401-4cbd-bf51-5dd83b010edd,"Houndsditch, City of London",Alternative
45553037-0401-4cbd-bf51-5dd83b010edd,"Leadenhall Street, City of London",Alternative
45553037-0401-4cbd-bf51-5dd83b010edd,"Little Somerset Street, City of London",Alternative
45553037-0401-4cbd-bf51-5dd83b010edd,"Lombard Street, City of London",Alternative
45553037-0401-4cbd-bf51-5dd83b010edd,"Mansell Street, City of London/Tower Hamlets",Alternative
45553037-0401-4cbd-bf51-5dd83b010edd,"Minories, City of London",Alternative
45553037-0401-4cbd-bf51-5dd83b010edd,"Nicholas Lane, City of London",Alternative
45553037-0401-4cbd-bf51-5dd83b010edd,"St Michael's Alley, City of London",Alternative
45553037-0401-4cbd-bf51-5dd83b010edd,"Throgmorton Street, City of London",Alternative
45553037-0401-4cbd-bf51-5dd83b010edd,"Pope's Head Alley, City of London",Alternative
45553037-0401-4cbd-bf51-5dd83b010edd,"St Peter's Alley, City of London",Alternative
45553037-0401-4cbd-bf51-5dd83b010edd,"Fen Court, City of London",Alternative
45553037-0401-4cbd-bf51-5dd83b010edd,"Fenchurch Buildings, City of London",Alternative
45ce84d3-1337-4aee-828e-acc21cbfc12a,"North Road, Greenwich",Alternative
45e38480-0525-4990-b44a-1f817884069c,"Goring Street, City of London, EC3",Alternative
45e38480-0525-4990-b44a-1f817884069c,"Bevis Marks, City of London, EC2",Alternative
45e38480-0525-4990-b44a-1f817884069c,"Bury Street, City London, EC2",Alternative
46a89e8a-0d6a-44e0-b80b-11fc851c6f8a,"Thames Road, Barking, Barking and Dagenham, IG11",Alternative
476c380c-523c-494c-b656-90b3002ae5e5,"Hatfields, Southwark, SE1",Alternative
4778cf9a-7080-49ab-9da7-d362197bb5aa,"Lambeth Hill (east), City fo London, EC4",Alternative
47908f72-f0b4-4e92-b2cc-a574cd16862f,"Trahorn Close, Whitechapel, Tower Hamlets",Alternative
47908f72-f0b4-4e92-b2cc-a574cd16862f,"Lomas Street, Whitechapel, Tower Hamlets",Alternative
4790c6a4-de8a-433b-bf64-2b90c88cd1dd,"Walden Avenue, Rainham, RM13 8PS",Alternative
485d3bbd-e6a1-433b-8246-af9ae0f749de,"Dollis Valley Drive, Dollis Hill, Barnet",Alternative
485d3bbd-e6a1-433b-8246-af9ae0f749de,"Dollis Valley Way, Dollis Hill, Barnet",Alternative
485d3bbd-e6a1-433b-8246-af9ae0f749de,"Hammond Close, Dollis Hill, Barnet",Alternative
4870f7b9-9a9e-4e91-aef2-dc7ca104cba3,"Royal Mint Street, Tower Hamlets, E1",Alternative
494fd864-7b5c-4842-b011-a8f1bdcf178f,"Pembury Circus, Dalston Lane, Hackney, E8 1LQ",Alternative
4964f297-dfce-4c85-a59d-52bd8f0b7d78,"Vicarage Lane, Stratford, Newham",Alternative
49f1c01f-7757-43ae-aa10-d308b47d9510,"Lincoln's Inn Fields, WC2A",Alternative
4a7614c7-8946-489d-a6ee-b030ba3c8d0a,"Shand Street, Southwark, SE1",Alternative
4a7614c7-8946-489d-a6ee-b030ba3c8d0a,"Barnham Street, Southwark, SE1",Alternative
4af042b7-3384-42d1-912e-a779fc3034c4,"Crown Street, Hackney",Alternative
4af042b7-3384-42d1-912e-a779fc3034c4,"Sun Street, City of London",Alternative
4af042b7-3384-42d1-912e-a779fc3034c4,"Finsbury Square, Islington",Alternative
4af042b7-3384-42d1-912e-a779fc3034c4,"Chiswell Street, Islington",Alternative
4af042b7-3384-42d1-912e-a779fc3034c4,"Milton Street, City of London",Alternative
4af042b7-3384-42d1-912e-a779fc3034c4,"Silk Street, City of London",Alternative
4af042b7-3384-42d1-912e-a779fc3034c4,"Moor Lane, City of London",Alternative
4af042b7-3384-42d1-912e-a779fc3034c4,"Lambs Passage, Islington",Alternative
4af042b7-3384-42d1-912e-a779fc3034c4,"Lambs Buildings, Islington",Alternative
4af042b7-3384-42d1-912e-a779fc3034c4,"Errol Street, Islington",Alternative
4af042b7-3384-42d1-912e-a779fc3034c4,"Fortune Street, Islington",Alternative
4af042b7-3384-42d1-912e-a779fc3034c4,"Fann Street, City of London",Alternative
4af042b7-3384-42d1-912e-a779fc3034c4,"Goswell Street, Islington",Alternative
4af042b7-3384-42d1-912e-a779fc3034c4,"Northburgh Street, Islington",Alternative
4af042b7-3384-42d1-912e-a779fc3034c4,"Great Sutton Street, Islington",Alternative
4af042b7-3384-42d1-912e-a779fc3034c4,"St John's Street, Islington",Alternative
4afa76a3-fe64-470f-b366-947ef471dbf4,"New Broadway, Ealing, W5",Alternative
4b15b806-03c6-403b-9e41-12e6d69ab898,"Artichoke Place, Southwark, SE5",Alternative
4b634bcb-0685-48b4-b7d6-fb4d0b0031e1,"Taxi Feeder Park, Heathrow Airport, Netley Road, Hillingdon, TW6",Alternative
4b634bcb-0685-48b4-b7d6-fb4d0b0031e1,"Taxi Feeder Park, Heathrow Airport, Newall Road, Hillingdon, TW6",Alternative
4b634bcb-0685-48b4-b7d6-fb4d0b0031e1,"Taxi Feeder Park, Heathrow Airport, North Perimeter Road, Hillingdon, TW6",Alternative
4b634bcb-0685-48b4-b7d6-fb4d0b0031e1,"Taxi Feeder Park, Heathrow Airport, Norwood Cresent, Hillingdon, TW6",Alternative
4bf07006-169e-45aa-9501-7e2abf50451d,New Spring Gardens (later known as),Alternative
4c52f85a-a3b0-47fc-b853-29eaa8eee50e,"Union Street, Southwark, SE1",Alternative
4ccee4a0-2c14-462c-875c-b3021ca2270d,"Prima Road, Kennington, Lambeth",Alternative
4ccee4a0-2c14-462c-875c-b3021ca2270d,"Brixton Road, Kennington, Lambeth",Alternative
4ccee4a0-2c14-462c-875c-b3021ca2270d,"Kennington Lane, Kennington, Lambeth",Alternative
4d08881d-18c6-40b8-b3b6-9d8aeacc5e12,Hamilton Road,Alternative
4d6ce92c-e4fb-4053-80e1-028eac478853,"New Fetter Lane, City of London, EC5",Alternative
4d6ce92c-e4fb-4053-80e1-028eac478853,"St Andrew's Street, City of London, EC5",Alternative
4d706f72-e562-4385-9601-980867e7b17b,"Land At The Old Castle Pub, Brewhouse Street, Putney",Alternative
4e1d4e40-c004-4b76-9f64-30fbf9aff30c,"Barnwood Court, Boxley Street, E16",Alternative
4e63fb8a-60a4-4240-8d3a-c3d6951d9cfd,"Grove Street, Lewisham, SE8",Alternative
4e63fb8a-60a4-4240-8d3a-c3d6951d9cfd,"Capstan Road, Lewisham, SE8",Alternative
4e63fb8a-60a4-4240-8d3a-c3d6951d9cfd,"Enterprize Way, Lewisham, SE8",Alternative
4eac5625-d777-4dbf-8987-1b1d7cd39cbe,"Heathrow Terminal 5 Access, M4 Junctions 3 to 4b, Hillingdon",Alternative
4eb49249-923a-41a9-9544-47dceffe8346,"Waterloo Wharf, Waterloo Road, Uxbridge",Alternative
4ec25794-1bfa-4296-b4df-31c7c20e3b6d,"Arneways Avenue, Ilford, Barking & Dagenham",Alternative
4ec25794-1bfa-4296-b4df-31c7c20e3b6d,"Roles Grove, Ilford, Barking & Dagenham",Alternative
4f2dbffd-4220-49c7-a68f-08b22b7e3b85,"Lion Green Drive, Couldson, Croydon, CR5",Alternative
4f7cb5f1-2fef-4165-ba70-918a9e8a9dd9,"Baylis Road, Lambeth, SE1",Alternative
4fbddbe8-28a7-49eb-9e39-a5f1afb3ccd5,"St Thomas Street, Southwark, SE1",Alternative
4fc26109-5c07-4f90-a801-e5e40edad13a,"Harford Street, E1",Alternative
4ff6c14d-8ab8-49a8-9580-349d22b4ddb2,"Bell Yard, Westminster",Alternative
4ff6c14d-8ab8-49a8-9580-349d22b4ddb2,"Strand, Westminster",Alternative
500609ae-a578-4982-b524-0d344a080580,"Queen Street, City of London, EC4",Alternative
5018f414-5684-4258-99e9-e35f0d9edf9d,"Ripple Road, Barking",Alternative
50e04ce6-60e3-4aae-8d29-583d46ff6eaf,Hermitage Bridge,Alternative
50e04ce6-60e3-4aae-8d29-583d46ff6eaf,Hepworth Road,Alternative
51015805-61fc-4700-87be-72f0af03492a,"Manor Road, Crayford, Bexley, DA14",Alternative
5110507a-3240-4357-b837-a635cb816dc6,"Southwark Street, Southwark, SE1",Alternative
514fa11b-1ce6-408f-8393-55ec802c1ef1,"Ladbroke Road, Notting Hill, Kensington and Chelsea",Alternative
514fa11b-1ce6-408f-8393-55ec802c1ef1,"Ladbroke Square, Notting Hill, Kensington and Chelsea",Alternative
514fa11b-1ce6-408f-8393-55ec802c1ef1,"Stanley Crescent, Notting Hill, Kensington and Chelsea",Alternative
514fa11b-1ce6-408f-8393-55ec802c1ef1,"Stanley Gardens, Notting Hill, Kensington and Chelsea",Alternative
514fa11b-1ce6-408f-8393-55ec802c1ef1,"Victoria Gardens, Notting Hill, Kensington and Chelsea",Alternative
514fa11b-1ce6-408f-8393-55ec802c1ef1,"Wilby Mews, Notting Hill, Kensington and Chelsea",Alternative
51867683-a22a-4fee-a0a6-1739cc5a86fc,"Reddown Road, Coulsdon",Alternative
51cc3f63-90b3-4fa4-b36e-05570f3eeb26,"Crown Road, Sutton",Alternative
520bc264-9348-4994-a119-45af7ffed57a,"Duke's Place, City of London, EC3",Alternative
5262724c-1dd5-42f2-9125-c53e6ee360ca,"Setchell Road, Southwark, SE1",Alternative
5262724c-1dd5-42f2-9125-c53e6ee360ca,"Willow Walk, Southwark, SE1",Alternative
532bafd5-fdc0-413f-aec8-be790ce44a0b,"Paradise Street, Southwark",Alternative
532bafd5-fdc0-413f-aec8-be790ce44a0b,"Bermondsey Wall East, Southwark",Alternative
5356af57-1b22-4081-809a-75e09c24f0c2,Prima Road,Alternative
536159e6-6159-47d2-91ef-e07cf710c63a,"Coulsdon Common, Stities Hill Road, Couldson, Croydon",Alternative
536159e6-6159-47d2-91ef-e07cf710c63a,"Coulsdon Common, Rydon's Wood Close, Couldson, Croydon",Alternative
536159e6-6159-47d2-91ef-e07cf710c63a,"Coulsdon Common, Caterham Drive, Couldson, Croydon",Alternative
536159e6-6159-47d2-91ef-e07cf710c63a,"Coulsdon Common, Buxton Lane, Couldson, Croydon",Alternative
536159e6-6159-47d2-91ef-e07cf710c63a,"Coulsdon Common, Ninehams Road, Couldson, Croydon",Alternative
536159e6-6159-47d2-91ef-e07cf710c63a,"Coulsdon Common, The Grove, Couldson, Croydon",Alternative
5366f514-1c12-478d-bcfe-7c4b685a1c2e,"St Leonards Churchyard, Tooting Bec Gardens",Alternative
53d8b413-854b-48b3-92de-1790dde13044,"Tottenham Court Road Station, WC2",Alternative
53d8b413-854b-48b3-92de-1790dde13044,"Tottenham Court Road Station, WC1",Alternative
53d8b413-854b-48b3-92de-1790dde13044,"Earnshaw Street, WC2",Alternative
53d8b413-854b-48b3-92de-1790dde13044,"New Oxford Street, WC1",Alternative
53d8b413-854b-48b3-92de-1790dde13044,"St. Giles High Street, WC2",Alternative
53d8b413-854b-48b3-92de-1790dde13044,"Tottenham Court Road, W1",Alternative
53d8b413-854b-48b3-92de-1790dde13044,"Charing Cross Road, WC2",Alternative
53d8b413-854b-48b3-92de-1790dde13044,"Falconberg Court, Soho, W1",Alternative
53d8b413-854b-48b3-92de-1790dde13044,"Falconberg Mews, W1",Alternative
53d8b413-854b-48b3-92de-1790dde13044,"Greek Street, W1",Alternative
53d8b413-854b-48b3-92de-1790dde13044,"Manette Street, W1",Alternative
53d8b413-854b-48b3-92de-1790dde13044,"Oxford Street, W1",Alternative
53d8b413-854b-48b3-92de-1790dde13044,"Soho Square, W1",Alternative
53d8b413-854b-48b3-92de-1790dde13044,"Sutton Row, W1",Alternative
543f89ae-401c-4b70-b241-f88470dd0e92,"Bankside, Millenium Bridge, Southwark",Alternative
54c1500b-a39d-438c-9bbf-c62e570b55f6,"Rainham Road, Dagenham",Alternative
54e40a93-dbca-4500-9925-980cee2fe5b3,"Stoney Street, Bermondsey, Southwark, SE1",Alternative
55269565-9e0f-49cc-bac1-55c6a6192356,"Dominion Street, EC2",Alternative
55269565-9e0f-49cc-bac1-55c6a6192356,"Finsbury Pavement, EC2",Alternative
55751532-624f-480d-81ff-06066f1f7f9e,"Embankment, Westminster",Alternative
55cdfbdc-8ea1-44d1-874b-df1766a5dd46,"St Neot's Sports Ground, Barnsley Road, Romford, Havering",Alternative
55cdfbdc-8ea1-44d1-874b-df1766a5dd46,"St Neot's Sports Ground, Main Road, Romford, Havering",Alternative
561afb47-d733-4062-b9a8-c247c202a137,Vauxhall Gardens,Alternative
56200b7c-20f8-466a-8b2e-b4540f1b680b,"Hornsey Depot & Waterworks Sites, High Street, Haringey, N8",Alternative
5660c88e-08f8-4ba8-9de9-44cb0755eca1,"Took's Court, City of London, EC4",Alternative
56e1e9fb-447a-41a1-8787-348cd5d4f0ae,"Sumner Road, Broad Green, Croydon",Alternative
56e1e9fb-447a-41a1-8787-348cd5d4f0ae,"Hatton Road, Broad Green, Croydon",Alternative
57d16dfc-e147-4ba1-b213-484566f2950b,"Goulston Street, Whitechapel, Tower Hamlets, E1",Alternative
57e6b5d2-93a7-4677-a73a-b5b3f0ecafb3,"Erith, Bexley",Alternative
580149d2-16e8-4e29-a783-5b9ca592cf18,"Charles Street, Croydon, CR0",Alternative
58189d70-a4e6-45eb-8ab0-f85cb1a88985,"Greenwich Park, Park Row, Greenwich, SE10",Alternative
581f33de-ac7c-4bf0-8e55-2e4b76461707,"Queen Street Place, City of London, EC4",Alternative
583c503f-017d-40ef-a5a1-c582c5f9f774,"Heathrow Airport, Stanwell Moor Road, Harlington, Hillingdon",Alternative
583c503f-017d-40ef-a5a1-c582c5f9f774,"Heathrow Airport, Southern Perimeter Road, Harlington, Hillingdon",Alternative
583c503f-017d-40ef-a5a1-c582c5f9f774,"Heathrow Airport, Eastchurch Road, Harlington, Hillingdon",Alternative
586de3fd-601e-43c9-87f5-744efe1ce48e,"Upper Ground, Southwark, SE1",Alternative
586de3fd-601e-43c9-87f5-744efe1ce48e,"Stamford Street, Southwark, SE1",Alternative
58a9c54e-7c89-4764-a034-de9a8e03f42b,"Bolton Crescent, Lambeth, SE11 4BB",Alternative
58e04785-b54c-418e-a75a-fa2f5c1d00b6,"Aldersgate, City of London, EC1A",Alternative
58e04785-b54c-418e-a75a-fa2f5c1d00b6,"Basinghall Avenue, City of London, EC2V",Alternative
58e04785-b54c-418e-a75a-fa2f5c1d00b6,"Basinghall Street, City of London, EC2V",Alternative
58e04785-b54c-418e-a75a-fa2f5c1d00b6,"Coleman Street, City of London, EC2R",Alternative
58e04785-b54c-418e-a75a-fa2f5c1d00b6,"White Horse Yard, Coleman Street, City of London, EC2R",Alternative
58e04785-b54c-418e-a75a-fa2f5c1d00b6,"Bishopsgate, City of London, EC2M",Alternative
58e04785-b54c-418e-a75a-fa2f5c1d00b6,"Clements Lane, City of London",Alternative
58e04785-b54c-418e-a75a-fa2f5c1d00b6,"Coopers Row, City of London",Alternative
58e04785-b54c-418e-a75a-fa2f5c1d00b6,"East Smithfield, Tower Hamlets, E1W",Alternative
58e04785-b54c-418e-a75a-fa2f5c1d00b6,"Gracechurch Street, City of London, EC3V",Alternative
58e04785-b54c-418e-a75a-fa2f5c1d00b6,"Leadenhall Street, City of London, EC3V",Alternative
58e04785-b54c-418e-a75a-fa2f5c1d00b6,"Lombard Street, City of London, EC3V",Alternative
